row m/z,row retention time,row identity,Blanch_Nat_Lip_C_12_AB_M_17_POS,Blanch_Nat_Lip_C_19_AB_O_26_POS,Blanch_Nat_Lip_H_17_AB_O_22_POS,Blanch_Nat_Lip_H_30_AB_M_11_POS,Blanch_Nat_Lip_C_19_AB_M_16_POS,Blanch_Nat_Lip_C_27_AB_O_21_POS,Blanch_Nat_Lip_C_12_AB_O_25_POS,Blanch_Nat_Lip_C_14_AB_M_27_POS,Blanch_Nat_Lip_C_14_AB_O_09_POS,Blanch_Nat_Lip_C_30_AB_M_14_POS,Blanch_Nat_Lip_C_34_AB_O_10_POS,Blanch_Nat_Lip_C_4_AB_M_08_POS,Blanch_Nat_Lip_C_4_AB_O_04_POS,Blanch_Nat_Lip_H_28_AB_M_03_POS,Blanch_Nat_Lip_H_11_AB_M_13_POS,Blanch_Nat_Lip_H_17_AB_M_18_POS,Blanch_Nat_Lip_H_26_AB_M_12_POS,Blanch_Nat_Lip_C_7_AB_M_07_POS,Blanch_Nat_Lip_H_11_AB_O_24_POS,Blanch_Nat_Lip_H_2B_M_02_POS,Blanch_Nat_Lip_H_2_AB_M_23_POS,Blanch_Nat_Lip_H_32_AB_M_20_POS,Blanch_Nat_Lip_H_2_AB_O_15_POS,Blanch_Nat_Lip_H_32_AB_O_19_POS,Blanch_Nat_Lip_H_34_AB_M_01_POS,Blanch_Nat_Lip_H_4_AB_O_06_POS,Blanch_Nat_Lip_H_4_AB_M_05_POS
844.7374487,26.77254938,TG(50:4),705313.4375,384278.6563,746776.25,354015.4688,673559.4375,1151467.125,482469.25,628366.0625,435043.2188,1369927.625,352142.9375,707216.1875,291332.9375,2031100,292683.1875,435764.4688,380227.0625,1625872.5,532294.3125,801682.3125,518463.9375,652574.0625,442798.1563,303822.6563,519632.6875,312601.2813,506947.25
864.800106,28.28401235,TG(51:1),312992.0313,199135.5313,366785.4375,239092.0938,249811.4219,355577.1875,282661.875,305211.9688,316868.5625,868599.375,490966.5,613841.5625,228272.2969,464230.4063,264862.4375,226391.1719,293194.3125,386556.5313,409713.875,451570.2813,310484.8438,471827.6563,268159.2188,355763,356800.3438,314654.4688,309972.3438
862.7843515,27.89698765,TG(51:2),1402738.25,795478.1875,1129766.625,671047.0625,824385.5,1371714.5,953360.4375,988314,799082.25,3489971.75,1377860.25,1879484,913287.8125,1375036.5,764373,781667.4375,699740.875,1008505.688,1110624,1173472.25,808496.0625,1305553.25,966774.625,813351.5,913528.3125,988696,764244
858.7531135,27.05788889,TG(51:4),394102.0625,293620.5313,624807.1875,268087.9688,371318.8125,420917.9688,338810.0625,383654.125,390929.4688,1094145.25,899580.3125,483400.25,282800.7813,432155.3125,248502.2813,332141.5625,279558.5938,1552180.375,361375.5313,371952.8438,387378.4688,547827.375,562512,485670.3438,284462.7188,403986,289093.125
878.8164862,28.56917284,TG(52:1),992768.75,367023.75,430681.2813,631381.9375,476142.8125,904011.5,805206.3125,781445.4375,1281963,1452334.875,634614.6875,1093347.375,444003.5625,884930.1875,494860.5938,448645.0625,477106.5313,829589.0625,1407222.5,854973.25,772722.0625,488231.1563,898732.375,449953.8438,512229.4375,818426.25,579943.625
876.7999598,28.13057407,TG(52:2),7076868.5,6221901.5,4988235,5323376.5,7925672,8770491,7115658.5,7736069.5,6512872,1.25E+07,5115162.5,1.10E+07,5260993.5,1.38E+07,6144004,6287255,6160698.5,8118538.5,8264082.5,7441095.5,7460103.5,6521929.5,1.03E+07,6248809.5,7200656.5,7593659,5952070
874.7842468,27.71491358,TG(52:3),8947282,5381937.5,5336416.5,4381744,7078269,1.05E+07,7324005,8181614,5419674.5,1.29E+07,4924376,8171369,5243235.5,1.15E+07,5837126,6587645,5040853,9734792,7317082,7368598,7527647.5,6604795,8641154,6081904.5,5896716.5,7285896.5,6469480.5
872.7685817,27.29931481,TG(52:4),6365373.5,3519799.25,4735265,2783291.75,4573939.5,5776528.5,5304885.5,5297890,3941115.25,8570197,4712752,3752274.5,6959717,7323358.5,2977666.75,5285476.5,2765206,1.14E+07,5654047,4887655.5,5205003.5,3953924.25,5809412.5,3319757.75,3445957.5,4334260.5,5005355.5
870.7530482,26.85896296,TG(52:5),1480333.75,761947.5,867205.75,536547.125,1165153.875,1394792.75,1144393.25,1838669.75,634027.9375,1908070.75,680405.8125,695251.375,797398.6875,1785252.25,544953.5,901215.9375,605199.3125,6153397,840453.5,888230.25,882193.5,690639.0625,860823.5,549673.875,662521.125,608683.625,1205199.25
892.8316601,28.67714815,TG(53:1),218819.6563,84763.63281,167062.8594,129595.8203,161653.4375,158980.0313,116504.3594,179507.875,139290.5,499445.2188,212614.5625,337964.125,134922,264619.6563,164793.8125,130593.2109,189628.5,224152.0938,445802,307768.7188,146290.5625,234157.9063,135182.6563,183758.2344,241266.3438,200159.4063,158685.5156
890.8157783,28.3350679,TG(53:2),869639.8125,537147,671259.75,410767.6563,579932.1875,810858.875,599301.875,536234.25,596654.3125,1435507.5,880629.125,871847.625,674736.25,727099.8125,438858.7813,474347.5,534299.5625,559918.5625,834930.9375,711143.5625,456270.5625,796883.25,636525.875,586294.75,520608.0625,631173.375,418416.8125
888.7999888,27.94254938,TG(53:3),1417700.25,841822.125,1123959.75,663838.0625,768203,1266403.25,1102696.75,803457.6875,983784.375,2252622.25,1232008.75,1304554.625,1188472,1087814.25,702986.375,825242.5,681407.75,864052.375,1206907.625,1048248.75,802117.3125,1202580.625,1084575.375,901554.4375,659619,1033994.625,655726.5
886.7844952,27.53306173,TG(53:4),658486.0625,584437,1228275.875,509643.3125,528631.6875,802664.0625,806852.4375,575584.375,910601.75,1429307.375,1068992.125,784822.8125,799446.625,818346.625,580218.8125,620718.8125,483599.8438,889133.9375,876068.5625,739279.9375,688233.125,904578.5,1190933.25,985105.4375,349217.875,933455.1875,555877.125
884.7687325,27.07824074,TG(53:5),286262.875,271301.0625,688357.875,265065.0938,278559.2813,413695.2188,356212.5313,351642.0313,380385.875,590541.375,693096.4375,322366.5625,383318.6875,341805.7188,312762.6875,285462.5,232795,706499.125,479587,331256.75,485495.25,525832.8125,708873.5625,624794.875,150359.8125,527057.375,258152.4219
882.7528498,26.62097531,TG(53:6),120519.7813,158314.9219,1069869.75,213163.0938,128428.9219,220571.2031,249202.0156,247980.8906,520225.9063,148539.7188,1374584.625,130574.9688,333131.2813,130417.6406,238961.5313,232228.2344,147264.875,421947.7188,210909.0625,219211.1875,398793.0938,377581.375,964441.75,843412.25,70510.00781,497560.75,156272.4063
906.8470854,29.00929012,TG(54:1),1006801.625,256537.7344,201186.3281,489367.5313,204194.6719,380450.1563,720954.3125,515371.4375,1049738.625,430516.625,381483.625,445348.4063,251723.5156,558088.625,316957.2188,205840.0938,206657.9844,292820.625,896502.875,608117.875,513265.7813,304077.5313,382845.0625,243313.6094,173059.2969,438917.7188,283787.6875
904.8322047,28.56303086,TG(54:2),3688897,2555404.25,1648812.375,2074363.375,3626987.75,3914965.5,2751865,4386669.5,3470832.75,4609018,2332872.5,3757361,4042484,4232523.5,2000115.375,1982953.625,1707632.875,2268191.25,4839684.5,3148005,3899485.25,1508272,4557917.5,1677433,3515962.5,3294973.5,2499543
902.8153365,28.12506173,TG(54:3),1.57E+07,1.41E+07,9949367,1.06E+07,1.70E+07,1.53E+07,1.35E+07,1.59E+07,1.33E+07,1.94E+07,1.01E+07,1.95E+07,1.65E+07,2.10E+07,1.35E+07,1.52E+07,8901567,1.12E+07,1.82E+07,2.20E+07,1.96E+07,8774612,1.93E+07,9803016,1.63E+07,1.40E+07,1.27E+07
900.799543,27.73277778,TG(54:4),1.44E+07,1.11E+07,9385693,7369224,1.28E+07,9473254,1.14E+07,1.53E+07,1.07E+07,1.47E+07,9532285,1.30E+07,1.27E+07,1.74E+07,1.11E+07,1.19E+07,7106944,1.15E+07,1.46E+07,1.77E+07,1.88E+07,9047863,1.36E+07,7664271.5,1.13E+07,9923582,1.29E+07
898.784124,27.31069753,TG(54:5),1.05E+07,8061825,8127774.5,5563328,1.20E+07,8504571,8947594,1.43E+07,7005635.5,1.27E+07,8451146,7681469,1.00E+07,1.35E+07,6479883.5,9845162,5056298,1.19E+07,1.14E+07,1.24E+07,1.41E+07,6930806.5,1.05E+07,6662034.5,8080643.5,9162887,1.15E+07
896.7684625,26.86974691,TG(54:6),8235898,4753699,7212377,4538977,1.20E+07,5872962.5,7285704.5,1.52E+07,6315749,8226856,6724790.5,5418310.5,1.42E+07,8382348,4103558,8670893,3014728.75,1.41E+07,1.01E+07,8438109,8161011,5422874,8889060,5595870,4836413,6093496.5,1.12E+07
894.7529071,26.47407407,TG(54:7),678114.875,722456.125,607708,362354.7188,787552.3125,422873.0938,849957.4375,662164.125,493083.125,730644.5625,673064.5,458139.5,455435.9063,476523.5,405770.4688,726314.5,228372.1563,1264879.75,642792.625,637153.3125,602278.25,342792.9063,689155.5625,366538.3125,544906.875,515442.4688,528607.5
916.8308971,28.39825309,TG(55:3),428815.8125,217860.9688,360374.1563,171258.6875,275169.5,415519.0625,393707.7813,213328.5781,268133.3438,473824.375,288332.375,364174.1563,291166.5313,364057.8125,231385.7656,238255.7344,209184.4844,270529.625,334799.4688,300570.875,274697.25,371178.7188,331428.4063,276802.8125,189172.8438,258865.5313,305819.0938
934.8780707,29.45059259,TG(56:1),181917.5156,86674.04688,71194.24219,91093.78906,94239.59375,105320.4219,124501.5547,113307.6484,147599.2188,93279.69531,120064.9219,158154.5938,85376.57813,141719.2656,84075.07813,85557.96875,99691.35938,106143.2422,130580.5781,120260.6172,109718.7188,110960.4141,142885.3906,73287.66406,68673.84375,101226.9453,87034.75
932.8629173,28.98612963,TG(56:2),771379.375,365556.0938,275508.0313,356922.2188,458202.6563,474634.6875,444250.7813,558849.125,422558.9375,702891.5625,354349.7813,505529.5,533765.25,983714.4375,212860.8906,314353.3125,339366.375,404443.9688,473244.0625,362056.3125,629126.25,298167.25,590542.9375,244055.6094,558085.5,432981.5625,275207.2813
930.84698,28.5340679,TG(56:3),745075.625,364155.0625,284254.4063,349634.2188,802543.5,505886.4063,361199.125,741884.5625,311202.4063,1339710.625,461094.6563,610083.625,562059.125,1019543,331650.4063,561339.25,309494.2813,925206.25,454596.125,678974.0625,1252304.125,199159.5469,777497.0625,265623.875,915360.25,461480.3438,593488.375
926.8149698,27.78669136,TG(56:5),366722.9688,237109,231287.0313,194554.7188,461119.25,251397.7656,233462.2031,468806.375,228702.9063,703216.3125,306778.1563,347764.3438,255628.5313,868589.5,202754.3281,487486.1563,432533.5938,1646718.875,374501.1875,930436.5625,777232.9375,368141.75,359067.125,291651,429861.1875,274594.0625,1582793
924.7997502,27.35626543,TG(56:6)_A,714873.125,226718.9844,162816.2813,132895.2188,698775.8125,238033.8281,202797.2188,593802.1875,149610.25,814618.5625,270111.2813,233387.3281,477418.5,1126117.5,140010.7969,616542.4375,534546.1875,1785447.375,430495.5625,948650.375,869535.625,335069.0625,242730.6563,185192.375,729105.1875,281103.9688,2647443.5
924.7995681,27.57823457,TG(56:6)_B,350168.9375,320725.1563,403155.2813,433815.7188,733813.9375,507533.6563,395766.875,600133.5625,336298.75,662722.75,341875.1563,561273.9375,281739.7813,640684.75,250007.9063,378046.9063,261668.2813,552998.3125,496728.5313,540149.3125,396927.9375,472239.6563,385160.875,322521.5625,357391.1563,343667.6875,363552.0313
922.7841174,27.19807407,TG(56:7),251481.7188,345097.4688,352987.6875,413610.6875,542151.5,498093.4375,321531.2188,524614.75,354373.9063,575289.4375,359068.5,538113.0625,330664.6563,516107.0938,260705.3125,268391.8125,214354.1406,496556.1875,433961.8438,477885.7188,412197.0625,450897.5313,362291.4063,255637.5,301511.4688,291496.6875,278032.7813
920.7682201,27.00567901,TG(56:8),90399.24219,79360.70313,240325.6563,173456.6563,136503.3438,99353.42969,100816.9766,1461526.875,80652.24219,118372.1484,96237.88281,176749.7188,58271.40234,459897.3438,72818.53125,160462.4219,198210.7656,130865.8594,106640.3359,147204.8438,579818.5,154696.0313,120381.0859,80811.36719,271715.1563,101424.9922,130801.2109
962.9091483,29.94889506,TG(58:1),98100.40625,27940.57813,38835.05469,52518.1875,51743.25391,35459.48047,59593.42578,83383.5,70929.51563,81131.24219,56388.73828,113155.875,53386.07031,94012.71094,42965.02734,44094.57813,58779.12891,55835.70703,70045.11719,68047.48438,54539.09766,46443.84375,72763.60938,39144.42188,58258.04688,67046.75,50840.57813
942.7526292,26.18912346,TG(58:11),115591.9609,162187.0625,206725.6406,131798.6094,224309.5156,199128.6406,83158.17188,432916.6563,103946.9688,150170.2031,152698.6406,359887.0625,228056.7813,2178402,89331.53125,123119.5234,106237.7891,117645.3281,103519.8125,139029.8438,170341.9375,113909.2188,136246.6094,54873.71094,134396.9063,94285.10938,99895.11719
960.8934374,29.43447531,TG(58:2),510634.25,298535.75,150900.3125,202176.375,313024.0938,303748.5938,308818.4063,422992.4063,215946.0469,342542.6563,222197.7344,381529.5,477365.5938,540962.625,188879.3438,232487.25,171247.8281,218345.5938,274449.9375,268576.7813,456311.4375,222222.3125,400323.5313,156060.2656,320992.9063,301606.9375,234360.2344
958.8780462,28.98962346,TG(58:3),364480.9688,134019.6719,112358.8516,134491.9219,200131.875,170462.9844,164663.6719,213818.9844,94741.17969,320977.7188,169866.8125,224658.5625,161070.0469,451761.5313,100521.8906,174114.8438,103702.2266,209994.7344,151199.2031,182089.7813,393936.125,116916.9453,216896.0156,106089.2422,299277.9063,155733.9375,162981.9688
946.7838118,27.00716667,TG(58:9),146347.3906,156686.7031,226785.6094,250010.1406,310181.6875,184513.9688,161761.7344,435680.6875,150482.0938,239955.9219,157155.0313,310657.9688,112180.4844,319264.3438,172322.0469,291707.3438,175792.0938,220148.7188,192854.0156,336013.625,310188.7188,211279.5781,244251.2031,155699.5938,156249.625,193805.2031,197257.4375
974.9089837,29.68583951,TG(59:2),124418.9063,66842.26563,45044.01172,49643.66016,84309.875,82089.14063,97315.17188,83731.94531,58892.00781,90318.65625,65667.70313,111610.3203,143935.25,116421.6953,86115.39063,69593.16406,67258.15625,65547.625,90657.86719,74535.85938,82981.53906,76416.48438,101389.4375,60363.92969,60688.27734,93168.91406,50523.14844
972.8933173,29.23854938,TG(59:3),95238.65625,48155.45313,54208.62891,50936.94141,80828.91406,56654.64453,66936.07031,69660.1875,50366.375,93515.50781,58182.26953,98167.11719,53169.72656,100354.1719,53712.30859,69893.96875,42886.10547,81473.23438,58473.83594,69842.66406,88325.35156,60034.10938,87856.75,41605.37109,51559.10547,78856.4375,63613.16406
988.9248733,29.92791358,TG(60:2),336902.625,92504.58594,135294.6719,127012.2031,218134.8125,118204.8281,196715.0625,227950.8125,109970.2656,200576.3125,69000.98438,274181.25,283977.6875,360376.0313,152212.125,171174.5938,137091.7344,123499.6172,184298.3906,166099.8281,198517.1563,132203.25,204559.0781,114725.6641,213296.0625,167478.8125,155211.125
986.9091321,29.43375926,TG(60:3),356213.5625,90000.67188,107773.7969,108966.0391,166639.2031,106852.6484,138215.8906,193138.5156,70896.71875,264235.0313,82151.99219,276026.625,97517.11719,324248.75,100931.1484,153477.6406,92667.60156,126335.1875,120217.9063,159348,197723.25,103490.0859,205205,84988.30469,346022.0938,122549.2813,167550.25
