"","row.identity","charge","type","frequency"
"2444","TG(53:5)","POS","H_M",525832.8125
"2445","TG(53:5)","POS","H_M",150359.8125
"2446","TG(53:5)","POS","H_M",258152.4219
"2447","TG(53:5)","POS","C_O",271301.0625
"2448","TG(53:5)","POS","C_O",413695.2188
"2449","TG(53:5)","POS","C_O",356212.5313
"2450","TG(53:5)","POS","C_O",380385.875
"2451","TG(53:5)","POS","C_O",693096.4375
"2452","TG(53:5)","POS","C_O",383318.6875
"2453","TG(53:5)","POS","H_O",688357.875
"2454","TG(53:5)","POS","H_O",479587
"2455","TG(53:5)","POS","H_O",708873.5625
"2456","TG(53:5)","POS","H_O",624794.875
"2457","TG(53:5)","POS","H_O",527057.375
"2458","TG(53:6)","POS","C_M",120519.7813
"2459","TG(53:6)","POS","C_M",128428.9219
"2460","TG(53:6)","POS","C_M",247980.8906
"2461","TG(53:6)","POS","C_M",148539.7188
"2462","TG(53:6)","POS","C_M",130574.9688
"2463","TG(53:6)","POS","C_M",421947.7188
"2464","TG(53:6)","POS","H_M",213163.0938
"2465","TG(53:6)","POS","H_M",130417.6406
"2466","TG(53:6)","POS","H_M",238961.5313
"2467","TG(53:6)","POS","H_M",232228.2344
"2468","TG(53:6)","POS","H_M",147264.875
"2469","TG(53:6)","POS","H_M",219211.1875
"2470","TG(53:6)","POS","H_M",398793.0938
"2471","TG(53:6)","POS","H_M",377581.375
"2472","TG(53:6)","POS","H_M",70510.00781
"2473","TG(53:6)","POS","H_M",156272.4063
"2474","TG(53:6)","POS","C_O",158314.9219
"2475","TG(53:6)","POS","C_O",220571.2031
"2476","TG(53:6)","POS","C_O",249202.0156
"2477","TG(53:6)","POS","C_O",520225.9063
"2478","TG(53:6)","POS","C_O",1374584.625
"2479","TG(53:6)","POS","C_O",333131.2813
"2480","TG(53:6)","POS","H_O",1069869.75
"2481","TG(53:6)","POS","H_O",210909.0625
"2482","TG(53:6)","POS","H_O",964441.75
"2483","TG(53:6)","POS","H_O",843412.25
"2484","TG(53:6)","POS","H_O",497560.75
"2485","TG(54:1)","POS","C_M",1006801.625
"2486","TG(54:1)","POS","C_M",204194.6719
"2487","TG(54:1)","POS","C_M",515371.4375
"2488","TG(54:1)","POS","C_M",430516.625
"2489","TG(54:1)","POS","C_M",445348.4063
"2490","TG(54:1)","POS","C_M",292820.625
"2491","TG(54:1)","POS","H_M",489367.5313
"2492","TG(54:1)","POS","H_M",558088.625
"2493","TG(54:1)","POS","H_M",316957.2188
"2494","TG(54:1)","POS","H_M",205840.0938
"2495","TG(54:1)","POS","H_M",206657.9844
"2496","TG(54:1)","POS","H_M",608117.875
"2497","TG(54:1)","POS","H_M",513265.7813
"2498","TG(54:1)","POS","H_M",304077.5313
"2499","TG(54:1)","POS","H_M",173059.2969
"2500","TG(54:1)","POS","H_M",283787.6875
"2501","TG(54:1)","POS","C_O",256537.7344
"2502","TG(54:1)","POS","C_O",380450.1563
"2503","TG(54:1)","POS","C_O",720954.3125
"2504","TG(54:1)","POS","C_O",1049738.625
"2505","TG(54:1)","POS","C_O",381483.625
"2506","TG(54:1)","POS","C_O",251723.5156
"2507","TG(54:1)","POS","H_O",201186.3281
"2508","TG(54:1)","POS","H_O",896502.875
"2509","TG(54:1)","POS","H_O",382845.0625
"2510","TG(54:1)","POS","H_O",243313.6094
"2511","TG(54:1)","POS","H_O",438917.7188
"2512","TG(54:2)","POS","C_M",3688897
"2513","TG(54:2)","POS","C_M",3626987.75
"2514","TG(54:2)","POS","C_M",4386669.5
"2515","TG(54:2)","POS","C_M",4609018
"2516","TG(54:2)","POS","C_M",3757361
"2517","TG(54:2)","POS","C_M",2268191.25
"2518","TG(54:2)","POS","H_M",2074363.375
"2519","TG(54:2)","POS","H_M",4232523.5
"2520","TG(54:2)","POS","H_M",2000115.375
"2521","TG(54:2)","POS","H_M",1982953.625
"2522","TG(54:2)","POS","H_M",1707632.875
"2523","TG(54:2)","POS","H_M",3148005
"2524","TG(54:2)","POS","H_M",3899485.25
"2525","TG(54:2)","POS","H_M",1508272
"2526","TG(54:2)","POS","H_M",3515962.5
"2527","TG(54:2)","POS","H_M",2499543
"2528","TG(54:2)","POS","C_O",2555404.25
"2529","TG(54:2)","POS","C_O",3914965.5
"2530","TG(54:2)","POS","C_O",2751865
"2531","TG(54:2)","POS","C_O",3470832.75
"2532","TG(54:2)","POS","C_O",2332872.5
"2533","TG(54:2)","POS","C_O",4042484
"2534","TG(54:2)","POS","H_O",1648812.375
"2535","TG(54:2)","POS","H_O",4839684.5
"2536","TG(54:2)","POS","H_O",4557917.5
"2537","TG(54:2)","POS","H_O",1677433
"2538","TG(54:2)","POS","H_O",3294973.5
"2539","TG(54:3)","POS","C_M",15700000
"2540","TG(54:3)","POS","C_M",1.7e+07
"2541","TG(54:3)","POS","C_M",15900000
"2542","TG(54:3)","POS","C_M",19400000
"2543","TG(54:3)","POS","C_M",19500000
"2544","TG(54:3)","POS","C_M",11200000
"2545","TG(54:3)","POS","H_M",10600000
"2546","TG(54:3)","POS","H_M",2.1e+07
"2547","TG(54:3)","POS","H_M",13500000
"2548","TG(54:3)","POS","H_M",15200000
"2549","TG(54:3)","POS","H_M",8901567
"2550","TG(54:3)","POS","H_M",2.2e+07
"2551","TG(54:3)","POS","H_M",19600000
"2552","TG(54:3)","POS","H_M",8774612
"2553","TG(54:3)","POS","H_M",16300000
"2554","TG(54:3)","POS","H_M",12700000
"2555","TG(54:3)","POS","C_O",14100000
"2556","TG(54:3)","POS","C_O",15300000
"2557","TG(54:3)","POS","C_O",13500000
"2558","TG(54:3)","POS","C_O",13300000
"2559","TG(54:3)","POS","C_O",10100000
"2560","TG(54:3)","POS","C_O",16500000
"2561","TG(54:3)","POS","H_O",9949367
"2562","TG(54:3)","POS","H_O",18200000
"2563","TG(54:3)","POS","H_O",19300000
"2564","TG(54:3)","POS","H_O",9803016
"2565","TG(54:3)","POS","H_O",1.4e+07
"2566","TG(54:4)","POS","C_M",14400000
"2567","TG(54:4)","POS","C_M",12800000
"2568","TG(54:4)","POS","C_M",15300000
"2569","TG(54:4)","POS","C_M",14700000
"2570","TG(54:4)","POS","C_M",1.3e+07
"2571","TG(54:4)","POS","C_M",11500000
"2572","TG(54:4)","POS","H_M",7369224
"2573","TG(54:4)","POS","H_M",17400000
"2574","TG(54:4)","POS","H_M",11100000
"2575","TG(54:4)","POS","H_M",11900000
"2576","TG(54:4)","POS","H_M",7106944
"2577","TG(54:4)","POS","H_M",17700000
"2578","TG(54:4)","POS","H_M",18800000
"2579","TG(54:4)","POS","H_M",9047863
"2580","TG(54:4)","POS","H_M",11300000
"2581","TG(54:4)","POS","H_M",12900000
"2582","TG(54:4)","POS","C_O",11100000
"2583","TG(54:4)","POS","C_O",9473254
"2584","TG(54:4)","POS","C_O",11400000
"2585","TG(54:4)","POS","C_O",10700000
"2586","TG(54:4)","POS","C_O",9532285
"2587","TG(54:4)","POS","C_O",12700000
"2588","TG(54:4)","POS","H_O",9385693
"2589","TG(54:4)","POS","H_O",14600000
"2590","TG(54:4)","POS","H_O",13600000
"2591","TG(54:4)","POS","H_O",7664271.5
"2592","TG(54:4)","POS","H_O",9923582
"2593","TG(54:5)","POS","C_M",10500000
"2594","TG(54:5)","POS","C_M",1.2e+07
"2595","TG(54:5)","POS","C_M",14300000
"2596","TG(54:5)","POS","C_M",12700000
"2597","TG(54:5)","POS","C_M",7681469
"2598","TG(54:5)","POS","C_M",11900000
"2599","TG(54:5)","POS","H_M",5563328
"2600","TG(54:5)","POS","H_M",13500000
"2601","TG(54:5)","POS","H_M",6479883.5
"2602","TG(54:5)","POS","H_M",9845162
"2603","TG(54:5)","POS","H_M",5056298
"2604","TG(54:5)","POS","H_M",12400000
"2605","TG(54:5)","POS","H_M",14100000
"2606","TG(54:5)","POS","H_M",6930806.5
"2607","TG(54:5)","POS","H_M",8080643.5
"2608","TG(54:5)","POS","H_M",11500000
"2609","TG(54:5)","POS","C_O",8061825
"2610","TG(54:5)","POS","C_O",8504571
"2611","TG(54:5)","POS","C_O",8947594
"2612","TG(54:5)","POS","C_O",7005635.5
"2613","TG(54:5)","POS","C_O",8451146
"2614","TG(54:5)","POS","C_O",1e+07
"2615","TG(54:5)","POS","H_O",8127774.5
"2616","TG(54:5)","POS","H_O",11400000
"2617","TG(54:5)","POS","H_O",10500000
"2618","TG(54:5)","POS","H_O",6662034.5
"2619","TG(54:5)","POS","H_O",9162887
"2620","TG(54:6)","POS","C_M",8235898
"2621","TG(54:6)","POS","C_M",1.2e+07
"2622","TG(54:6)","POS","C_M",15200000
"2623","TG(54:6)","POS","C_M",8226856
"2624","TG(54:6)","POS","C_M",5418310.5
"2625","TG(54:6)","POS","C_M",14100000
"2626","TG(54:6)","POS","H_M",4538977
"2627","TG(54:6)","POS","H_M",8382348
"2628","TG(54:6)","POS","H_M",4103558
"2629","TG(54:6)","POS","H_M",8670893
"2630","TG(54:6)","POS","H_M",3014728.75
"2631","TG(54:6)","POS","H_M",8438109
"2632","TG(54:6)","POS","H_M",8161011
"2633","TG(54:6)","POS","H_M",5422874
"2634","TG(54:6)","POS","H_M",4836413
"2635","TG(54:6)","POS","H_M",11200000
"2636","TG(54:6)","POS","C_O",4753699
"2637","TG(54:6)","POS","C_O",5872962.5
"2638","TG(54:6)","POS","C_O",7285704.5
"2639","TG(54:6)","POS","C_O",6315749
"2640","TG(54:6)","POS","C_O",6724790.5
"2641","TG(54:6)","POS","C_O",14200000
"2642","TG(54:6)","POS","H_O",7212377
"2643","TG(54:6)","POS","H_O",10100000
"2644","TG(54:6)","POS","H_O",8889060
"2645","TG(54:6)","POS","H_O",5595870
"2646","TG(54:6)","POS","H_O",6093496.5
"2647","TG(54:7)","POS","C_M",678114.875
"2648","TG(54:7)","POS","C_M",787552.3125
"2649","TG(54:7)","POS","C_M",662164.125
"2650","TG(54:7)","POS","C_M",730644.5625
"2651","TG(54:7)","POS","C_M",458139.5
"2652","TG(54:7)","POS","C_M",1264879.75
"2653","TG(54:7)","POS","H_M",362354.7188
"2654","TG(54:7)","POS","H_M",476523.5
"2655","TG(54:7)","POS","H_M",405770.4688
"2656","TG(54:7)","POS","H_M",726314.5
"2657","TG(54:7)","POS","H_M",228372.1563
"2658","TG(54:7)","POS","H_M",637153.3125
"2659","TG(54:7)","POS","H_M",602278.25
"2660","TG(54:7)","POS","H_M",342792.9063
"2661","TG(54:7)","POS","H_M",544906.875
"2662","TG(54:7)","POS","H_M",528607.5
"2663","TG(54:7)","POS","C_O",722456.125
"2664","TG(54:7)","POS","C_O",422873.0938
"2665","TG(54:7)","POS","C_O",849957.4375
"2666","TG(54:7)","POS","C_O",493083.125
"2667","TG(54:7)","POS","C_O",673064.5
"2668","TG(54:7)","POS","C_O",455435.9063
"2669","TG(54:7)","POS","H_O",607708
"2670","TG(54:7)","POS","H_O",642792.625
"2671","TG(54:7)","POS","H_O",689155.5625
"2672","TG(54:7)","POS","H_O",366538.3125
"2673","TG(54:7)","POS","H_O",515442.4688
"2674","TG(55:3)","POS","C_M",428815.8125
"2675","TG(55:3)","POS","C_M",275169.5
"2676","TG(55:3)","POS","C_M",213328.5781
"2677","TG(55:3)","POS","C_M",473824.375
"2678","TG(55:3)","POS","C_M",364174.1563
"2679","TG(55:3)","POS","C_M",270529.625
"2680","TG(55:3)","POS","H_M",171258.6875
"2681","TG(55:3)","POS","H_M",364057.8125
"2682","TG(55:3)","POS","H_M",231385.7656
"2683","TG(55:3)","POS","H_M",238255.7344
"2684","TG(55:3)","POS","H_M",209184.4844
"2685","TG(55:3)","POS","H_M",300570.875
"2686","TG(55:3)","POS","H_M",274697.25
"2687","TG(55:3)","POS","H_M",371178.7188
"2688","TG(55:3)","POS","H_M",189172.8438
"2689","TG(55:3)","POS","H_M",305819.0938
"2690","TG(55:3)","POS","C_O",217860.9688
"2691","TG(55:3)","POS","C_O",415519.0625
"2692","TG(55:3)","POS","C_O",393707.7813
"2693","TG(55:3)","POS","C_O",268133.3438
"2694","TG(55:3)","POS","C_O",288332.375
"2695","TG(55:3)","POS","C_O",291166.5313
"2696","TG(55:3)","POS","H_O",360374.1563
"2697","TG(55:3)","POS","H_O",334799.4688
"2698","TG(55:3)","POS","H_O",331428.4063
"2699","TG(55:3)","POS","H_O",276802.8125
"2700","TG(55:3)","POS","H_O",258865.5313
"2701","TG(56:1)","POS","C_M",181917.5156
"2702","TG(56:1)","POS","C_M",94239.59375
"2703","TG(56:1)","POS","C_M",113307.6484
"2704","TG(56:1)","POS","C_M",93279.69531
"2705","TG(56:1)","POS","C_M",158154.5938
"2706","TG(56:1)","POS","C_M",106143.2422
"2707","TG(56:1)","POS","H_M",91093.78906
"2708","TG(56:1)","POS","H_M",141719.2656
"2709","TG(56:1)","POS","H_M",84075.07813
"2710","TG(56:1)","POS","H_M",85557.96875
"2711","TG(56:1)","POS","H_M",99691.35938
"2712","TG(56:1)","POS","H_M",120260.6172
"2713","TG(56:1)","POS","H_M",109718.7188
"2714","TG(56:1)","POS","H_M",110960.4141
"2715","TG(56:1)","POS","H_M",68673.84375
"2716","TG(56:1)","POS","H_M",87034.75
"2717","TG(56:1)","POS","C_O",86674.04688
"2718","TG(56:1)","POS","C_O",105320.4219
"2719","TG(56:1)","POS","C_O",124501.5547
"2720","TG(56:1)","POS","C_O",147599.2188
"2721","TG(56:1)","POS","C_O",120064.9219
"2722","TG(56:1)","POS","C_O",85376.57813
"2723","TG(56:1)","POS","H_O",71194.24219
"2724","TG(56:1)","POS","H_O",130580.5781
"2725","TG(56:1)","POS","H_O",142885.3906
"2726","TG(56:1)","POS","H_O",73287.66406
"2727","TG(56:1)","POS","H_O",101226.9453
"2728","TG(56:2)","POS","C_M",771379.375
"2729","TG(56:2)","POS","C_M",458202.6563
"2730","TG(56:2)","POS","C_M",558849.125
"2731","TG(56:2)","POS","C_M",702891.5625
"2732","TG(56:2)","POS","C_M",505529.5
"2733","TG(56:2)","POS","C_M",404443.9688
"2734","TG(56:2)","POS","H_M",356922.2188
"2735","TG(56:2)","POS","H_M",983714.4375
"2736","TG(56:2)","POS","H_M",212860.8906
"2737","TG(56:2)","POS","H_M",314353.3125
"2738","TG(56:2)","POS","H_M",339366.375
"2739","TG(56:2)","POS","H_M",362056.3125
"2740","TG(56:2)","POS","H_M",629126.25
"2741","TG(56:2)","POS","H_M",298167.25
"2742","TG(56:2)","POS","H_M",558085.5
"2743","TG(56:2)","POS","H_M",275207.2813
"2744","TG(56:2)","POS","C_O",365556.0938
"2745","TG(56:2)","POS","C_O",474634.6875
"2746","TG(56:2)","POS","C_O",444250.7813
"2747","TG(56:2)","POS","C_O",422558.9375
"2748","TG(56:2)","POS","C_O",354349.7813
"2749","TG(56:2)","POS","C_O",533765.25
"2750","TG(56:2)","POS","H_O",275508.0313
"2751","TG(56:2)","POS","H_O",473244.0625
"2752","TG(56:2)","POS","H_O",590542.9375
"2753","TG(56:2)","POS","H_O",244055.6094
"2754","TG(56:2)","POS","H_O",432981.5625
"2755","TG(56:3)","POS","C_M",745075.625
"2756","TG(56:3)","POS","C_M",802543.5
"2757","TG(56:3)","POS","C_M",741884.5625
"2758","TG(56:3)","POS","C_M",1339710.625
"2759","TG(56:3)","POS","C_M",610083.625
"2760","TG(56:3)","POS","C_M",925206.25
"2761","TG(56:3)","POS","H_M",349634.2188
"2762","TG(56:3)","POS","H_M",1019543
"2763","TG(56:3)","POS","H_M",331650.4063
"2764","TG(56:3)","POS","H_M",561339.25
"2765","TG(56:3)","POS","H_M",309494.2813
"2766","TG(56:3)","POS","H_M",678974.0625
"2767","TG(56:3)","POS","H_M",1252304.125
"2768","TG(56:3)","POS","H_M",199159.5469
"2769","TG(56:3)","POS","H_M",915360.25
"2770","TG(56:3)","POS","H_M",593488.375
"2771","TG(56:3)","POS","C_O",364155.0625
"2772","TG(56:3)","POS","C_O",505886.4063
"2773","TG(56:3)","POS","C_O",361199.125
"2774","TG(56:3)","POS","C_O",311202.4063
"2775","TG(56:3)","POS","C_O",461094.6563
"2776","TG(56:3)","POS","C_O",562059.125
"2777","TG(56:3)","POS","H_O",284254.4063
"2778","TG(56:3)","POS","H_O",454596.125
"2779","TG(56:3)","POS","H_O",777497.0625
"2780","TG(56:3)","POS","H_O",265623.875
"2781","TG(56:3)","POS","H_O",461480.3438
"2782","TG(56:5)","POS","C_M",366722.9688
"2783","TG(56:5)","POS","C_M",461119.25
"2784","TG(56:5)","POS","C_M",468806.375
"2785","TG(56:5)","POS","C_M",703216.3125
"2786","TG(56:5)","POS","C_M",347764.3438
"2787","TG(56:5)","POS","C_M",1646718.875
"2788","TG(56:5)","POS","H_M",194554.7188
"2789","TG(56:5)","POS","H_M",868589.5
"2790","TG(56:5)","POS","H_M",202754.3281
"2791","TG(56:5)","POS","H_M",487486.1563
"2792","TG(56:5)","POS","H_M",432533.5938
"2793","TG(56:5)","POS","H_M",930436.5625
"2794","TG(56:5)","POS","H_M",777232.9375
"2795","TG(56:5)","POS","H_M",368141.75
"2796","TG(56:5)","POS","H_M",429861.1875
"2797","TG(56:5)","POS","H_M",1582793
"2798","TG(56:5)","POS","C_O",237109
"2799","TG(56:5)","POS","C_O",251397.7656
"2800","TG(56:5)","POS","C_O",233462.2031
"2801","TG(56:5)","POS","C_O",228702.9063
"2802","TG(56:5)","POS","C_O",306778.1563
"2803","TG(56:5)","POS","C_O",255628.5313
"2804","TG(56:5)","POS","H_O",231287.0313
"2805","TG(56:5)","POS","H_O",374501.1875
"2806","TG(56:5)","POS","H_O",359067.125
"2807","TG(56:5)","POS","H_O",291651
"2808","TG(56:5)","POS","H_O",274594.0625
"2809","TG(56:6)_A","POS","C_M",714873.125
"2810","TG(56:6)_A","POS","C_M",698775.8125
"2811","TG(56:6)_A","POS","C_M",593802.1875
"2812","TG(56:6)_A","POS","C_M",814618.5625
"2813","TG(56:6)_A","POS","C_M",233387.3281
"2814","TG(56:6)_A","POS","C_M",1785447.375
"2815","TG(56:6)_A","POS","H_M",132895.2188
"2816","TG(56:6)_A","POS","H_M",1126117.5
"2817","TG(56:6)_A","POS","H_M",140010.7969
"2818","TG(56:6)_A","POS","H_M",616542.4375
"2819","TG(56:6)_A","POS","H_M",534546.1875
"2820","TG(56:6)_A","POS","H_M",948650.375
"2821","TG(56:6)_A","POS","H_M",869535.625
"2822","TG(56:6)_A","POS","H_M",335069.0625
"2823","TG(56:6)_A","POS","H_M",729105.1875
"2824","TG(56:6)_A","POS","H_M",2647443.5
"2825","TG(56:6)_A","POS","C_O",226718.9844
"2826","TG(56:6)_A","POS","C_O",238033.8281
"2827","TG(56:6)_A","POS","C_O",202797.2188
"2828","TG(56:6)_A","POS","C_O",149610.25
"2829","TG(56:6)_A","POS","C_O",270111.2813
"2830","TG(56:6)_A","POS","C_O",477418.5
"2831","TG(56:6)_A","POS","H_O",162816.2813
"2832","TG(56:6)_A","POS","H_O",430495.5625
"2833","TG(56:6)_A","POS","H_O",242730.6563
"2834","TG(56:6)_A","POS","H_O",185192.375
"2835","TG(56:6)_A","POS","H_O",281103.9688
"2836","TG(56:6)_B","POS","C_M",350168.9375
"2837","TG(56:6)_B","POS","C_M",733813.9375
"2838","TG(56:6)_B","POS","C_M",600133.5625
"2839","TG(56:6)_B","POS","C_M",662722.75
"2840","TG(56:6)_B","POS","C_M",561273.9375
"2841","TG(56:6)_B","POS","C_M",552998.3125
"2842","TG(56:6)_B","POS","H_M",433815.7188
"2843","TG(56:6)_B","POS","H_M",640684.75
"2844","TG(56:6)_B","POS","H_M",250007.9063
"2845","TG(56:6)_B","POS","H_M",378046.9063
"2846","TG(56:6)_B","POS","H_M",261668.2813
"2847","TG(56:6)_B","POS","H_M",540149.3125
"2848","TG(56:6)_B","POS","H_M",396927.9375
"2849","TG(56:6)_B","POS","H_M",472239.6563
"2850","TG(56:6)_B","POS","H_M",357391.1563
"2851","TG(56:6)_B","POS","H_M",363552.0313
"2852","TG(56:6)_B","POS","C_O",320725.1563
"2853","TG(56:6)_B","POS","C_O",507533.6563
"2854","TG(56:6)_B","POS","C_O",395766.875
"2855","TG(56:6)_B","POS","C_O",336298.75
"2856","TG(56:6)_B","POS","C_O",341875.1563
"2857","TG(56:6)_B","POS","C_O",281739.7813
"2858","TG(56:6)_B","POS","H_O",403155.2813
"2859","TG(56:6)_B","POS","H_O",496728.5313
"2860","TG(56:6)_B","POS","H_O",385160.875
"2861","TG(56:6)_B","POS","H_O",322521.5625
"2862","TG(56:6)_B","POS","H_O",343667.6875
"2863","TG(56:7)","POS","C_M",251481.7188
"2864","TG(56:7)","POS","C_M",542151.5
"2865","TG(56:7)","POS","C_M",524614.75
"2866","TG(56:7)","POS","C_M",575289.4375
"2867","TG(56:7)","POS","C_M",538113.0625
"2868","TG(56:7)","POS","C_M",496556.1875
"2869","TG(56:7)","POS","H_M",413610.6875
"2870","TG(56:7)","POS","H_M",516107.0938
"2871","TG(56:7)","POS","H_M",260705.3125
"2872","TG(56:7)","POS","H_M",268391.8125
"2873","TG(56:7)","POS","H_M",214354.1406
"2874","TG(56:7)","POS","H_M",477885.7188
"2875","TG(56:7)","POS","H_M",412197.0625
"2876","TG(56:7)","POS","H_M",450897.5313
"2877","TG(56:7)","POS","H_M",301511.4688
"2878","TG(56:7)","POS","H_M",278032.7813
"2879","TG(56:7)","POS","C_O",345097.4688
"2880","TG(56:7)","POS","C_O",498093.4375
"2881","TG(56:7)","POS","C_O",321531.2188
"2882","TG(56:7)","POS","C_O",354373.9063
"2883","TG(56:7)","POS","C_O",359068.5
"2884","TG(56:7)","POS","C_O",330664.6563
"2885","TG(56:7)","POS","H_O",352987.6875
"2886","TG(56:7)","POS","H_O",433961.8438
"2887","TG(56:7)","POS","H_O",362291.4063
"2888","TG(56:7)","POS","H_O",255637.5
"2889","TG(56:7)","POS","H_O",291496.6875
"2890","TG(56:8)","POS","C_M",90399.24219
"2891","TG(56:8)","POS","C_M",136503.3438
"2892","TG(56:8)","POS","C_M",1461526.875
"2893","TG(56:8)","POS","C_M",118372.1484
"2894","TG(56:8)","POS","C_M",176749.7188
"2895","TG(56:8)","POS","C_M",130865.8594
"2896","TG(56:8)","POS","H_M",173456.6563
"2897","TG(56:8)","POS","H_M",459897.3438
"2898","TG(56:8)","POS","H_M",72818.53125
"2899","TG(56:8)","POS","H_M",160462.4219
"2900","TG(56:8)","POS","H_M",198210.7656
"2901","TG(56:8)","POS","H_M",147204.8438
"2902","TG(56:8)","POS","H_M",579818.5
"2903","TG(56:8)","POS","H_M",154696.0313
"2904","TG(56:8)","POS","H_M",271715.1563
"2905","TG(56:8)","POS","H_M",130801.2109
"2906","TG(56:8)","POS","C_O",79360.70313
"2907","TG(56:8)","POS","C_O",99353.42969
"2908","TG(56:8)","POS","C_O",100816.9766
"2909","TG(56:8)","POS","C_O",80652.24219
"2910","TG(56:8)","POS","C_O",96237.88281
"2911","TG(56:8)","POS","C_O",58271.40234
"2912","TG(56:8)","POS","H_O",240325.6563
"2913","TG(56:8)","POS","H_O",106640.3359
"2914","TG(56:8)","POS","H_O",120381.0859
"2915","TG(56:8)","POS","H_O",80811.36719
"2916","TG(56:8)","POS","H_O",101424.9922
"2917","TG(58:1)","POS","C_M",98100.40625
"2918","TG(58:1)","POS","C_M",51743.25391
"2919","TG(58:1)","POS","C_M",83383.5
"2920","TG(58:1)","POS","C_M",81131.24219
"2921","TG(58:1)","POS","C_M",113155.875
"2922","TG(58:1)","POS","C_M",55835.70703
"2923","TG(58:1)","POS","H_M",52518.1875
"2924","TG(58:1)","POS","H_M",94012.71094
"2925","TG(58:1)","POS","H_M",42965.02734
"2926","TG(58:1)","POS","H_M",44094.57813
"2927","TG(58:1)","POS","H_M",58779.12891
"2928","TG(58:1)","POS","H_M",68047.48438
"2929","TG(58:1)","POS","H_M",54539.09766
"2930","TG(58:1)","POS","H_M",46443.84375
"2931","TG(58:1)","POS","H_M",58258.04688
"2932","TG(58:1)","POS","H_M",50840.57813
"2933","TG(58:1)","POS","C_O",27940.57813
"2934","TG(58:1)","POS","C_O",35459.48047
"2935","TG(58:1)","POS","C_O",59593.42578
"2936","TG(58:1)","POS","C_O",70929.51563
"2937","TG(58:1)","POS","C_O",56388.73828
"2938","TG(58:1)","POS","C_O",53386.07031
"2939","TG(58:1)","POS","H_O",38835.05469
"2940","TG(58:1)","POS","H_O",70045.11719
"2941","TG(58:1)","POS","H_O",72763.60938
"2942","TG(58:1)","POS","H_O",39144.42188
"2943","TG(58:1)","POS","H_O",67046.75
"2944","TG(58:11)","POS","C_M",115591.9609
"2945","TG(58:11)","POS","C_M",224309.5156
"2946","TG(58:11)","POS","C_M",432916.6563
"2947","TG(58:11)","POS","C_M",150170.2031
"2948","TG(58:11)","POS","C_M",359887.0625
"2949","TG(58:11)","POS","C_M",117645.3281
"2950","TG(58:11)","POS","H_M",131798.6094
"2951","TG(58:11)","POS","H_M",2178402
"2952","TG(58:11)","POS","H_M",89331.53125
"2953","TG(58:11)","POS","H_M",123119.5234
"2954","TG(58:11)","POS","H_M",106237.7891
"2955","TG(58:11)","POS","H_M",139029.8438
"2956","TG(58:11)","POS","H_M",170341.9375
"2957","TG(58:11)","POS","H_M",113909.2188
"2958","TG(58:11)","POS","H_M",134396.9063
"2959","TG(58:11)","POS","H_M",99895.11719
"2960","TG(58:11)","POS","C_O",162187.0625
"2961","TG(58:11)","POS","C_O",199128.6406
"2962","TG(58:11)","POS","C_O",83158.17188
"2963","TG(58:11)","POS","C_O",103946.9688
"2964","TG(58:11)","POS","C_O",152698.6406
"2965","TG(58:11)","POS","C_O",228056.7813
"2966","TG(58:11)","POS","H_O",206725.6406
"2967","TG(58:11)","POS","H_O",103519.8125
"2968","TG(58:11)","POS","H_O",136246.6094
"2969","TG(58:11)","POS","H_O",54873.71094
"2970","TG(58:11)","POS","H_O",94285.10938
"2971","TG(58:2)","POS","C_M",510634.25
"2972","TG(58:2)","POS","C_M",313024.0938
"2973","TG(58:2)","POS","C_M",422992.4063
"2974","TG(58:2)","POS","C_M",342542.6563
"2975","TG(58:2)","POS","C_M",381529.5
"2976","TG(58:2)","POS","C_M",218345.5938
"2977","TG(58:2)","POS","H_M",202176.375
"2978","TG(58:2)","POS","H_M",540962.625
"2979","TG(58:2)","POS","H_M",188879.3438
"2980","TG(58:2)","POS","H_M",232487.25
"2981","TG(58:2)","POS","H_M",171247.8281
"2982","TG(58:2)","POS","H_M",268576.7813
"2983","TG(58:2)","POS","H_M",456311.4375
"2984","TG(58:2)","POS","H_M",222222.3125
"2985","TG(58:2)","POS","H_M",320992.9063
"2986","TG(58:2)","POS","H_M",234360.2344
"2987","TG(58:2)","POS","C_O",298535.75
"2988","TG(58:2)","POS","C_O",303748.5938
"2989","TG(58:2)","POS","C_O",308818.4063
"2990","TG(58:2)","POS","C_O",215946.0469
"2991","TG(58:2)","POS","C_O",222197.7344
"2992","TG(58:2)","POS","C_O",477365.5938
"2993","TG(58:2)","POS","H_O",150900.3125
"2994","TG(58:2)","POS","H_O",274449.9375
"2995","TG(58:2)","POS","H_O",400323.5313
"2996","TG(58:2)","POS","H_O",156060.2656
"2997","TG(58:2)","POS","H_O",301606.9375
"2998","TG(58:3)","POS","C_M",364480.9688
"2999","TG(58:3)","POS","C_M",200131.875
"3000","TG(58:3)","POS","C_M",213818.9844
"3001","TG(58:3)","POS","C_M",320977.7188
"3002","TG(58:3)","POS","C_M",224658.5625
"3003","TG(58:3)","POS","C_M",209994.7344
"3004","TG(58:3)","POS","H_M",134491.9219
"3005","TG(58:3)","POS","H_M",451761.5313
"3006","TG(58:3)","POS","H_M",100521.8906
"3007","TG(58:3)","POS","H_M",174114.8438
"3008","TG(58:3)","POS","H_M",103702.2266
"3009","TG(58:3)","POS","H_M",182089.7813
