"","row.identity","charge","type","frequency"
"1131","DGTSA(18:1/18:2)","POS","H_O",348428.5313
"1132","DGTSA(18:1/18:2)","POS","H_O",1354202.125
"1133","DGTSA(18:1/18:2)","POS","H_O",931634.6875
"1134","DGTSA(18:1/18:2)","POS","H_O",902110.6875
"1135","DGTSA(35:0)","POS","C_M",1432265.125
"1136","DGTSA(35:0)","POS","C_M",827412.625
"1137","DGTSA(35:0)","POS","C_M",1461674.875
"1138","DGTSA(35:0)","POS","C_M",1193712
"1139","DGTSA(35:0)","POS","C_M",2616696
"1140","DGTSA(35:0)","POS","C_M",929510.875
"1141","DGTSA(35:0)","POS","H_M",1324700.125
"1142","DGTSA(35:0)","POS","H_M",1740536.625
"1143","DGTSA(35:0)","POS","H_M",1415796.75
"1144","DGTSA(35:0)","POS","H_M",1287380.875
"1145","DGTSA(35:0)","POS","H_M",573832.875
"1146","DGTSA(35:0)","POS","H_M",1718545.125
"1147","DGTSA(35:0)","POS","H_M",1538054
"1148","DGTSA(35:0)","POS","H_M",2866760
"1149","DGTSA(35:0)","POS","H_M",1038901.625
"1150","DGTSA(35:0)","POS","H_M",1534402.875
"1151","DGTSA(35:0)","POS","C_O",463385.5938
"1152","DGTSA(35:0)","POS","C_O",722876.5625
"1153","DGTSA(35:0)","POS","C_O",468906.625
"1154","DGTSA(35:0)","POS","C_O",476272.1563
"1155","DGTSA(35:0)","POS","C_O",776453.6875
"1156","DGTSA(35:0)","POS","C_O",879939.875
"1157","DGTSA(35:0)","POS","H_O",1002072.188
"1158","DGTSA(35:0)","POS","H_O",466368
"1159","DGTSA(35:0)","POS","H_O",961644.4375
"1160","DGTSA(35:0)","POS","H_O",1026026.313
"1161","DGTSA(35:0)","POS","H_O",985241.625
"1162","HexCer(d18:2/16:1)_A","POS","C_M",254320.6094
"1163","HexCer(d18:2/16:1)_A","POS","C_M",367965.7813
"1164","HexCer(d18:2/16:1)_A","POS","C_M",384025.4063
"1165","HexCer(d18:2/16:1)_A","POS","C_M",703252.1875
"1166","HexCer(d18:2/16:1)_A","POS","C_M",468048.6563
"1167","HexCer(d18:2/16:1)_A","POS","C_M",298839.875
"1168","HexCer(d18:2/16:1)_A","POS","H_M",291518.125
"1169","HexCer(d18:2/16:1)_A","POS","H_M",472683.4688
"1170","HexCer(d18:2/16:1)_A","POS","H_M",200957.3281
"1171","HexCer(d18:2/16:1)_A","POS","H_M",276967.2813
"1172","HexCer(d18:2/16:1)_A","POS","H_M",276366.9688
"1173","HexCer(d18:2/16:1)_A","POS","H_M",504413.9688
"1174","HexCer(d18:2/16:1)_A","POS","H_M",231565.0781
"1175","HexCer(d18:2/16:1)_A","POS","H_M",277438.4375
"1176","HexCer(d18:2/16:1)_A","POS","H_M",362010.2813
"1177","HexCer(d18:2/16:1)_A","POS","H_M",335010.0625
"1178","HexCer(d18:2/16:1)_A","POS","C_O",1019944.75
"1179","HexCer(d18:2/16:1)_A","POS","C_O",681907.0625
"1180","HexCer(d18:2/16:1)_A","POS","C_O",820460.5
"1181","HexCer(d18:2/16:1)_A","POS","C_O",1211011.875
"1182","HexCer(d18:2/16:1)_A","POS","C_O",1319818.875
"1183","HexCer(d18:2/16:1)_A","POS","C_O",886796.125
"1184","HexCer(d18:2/16:1)_A","POS","H_O",556015.6875
"1185","HexCer(d18:2/16:1)_A","POS","H_O",337571.2813
"1186","HexCer(d18:2/16:1)_A","POS","H_O",570766.375
"1187","HexCer(d18:2/16:1)_A","POS","H_O",289902.8125
"1188","HexCer(d18:2/16:1)_A","POS","H_O",660655.875
"1189","HexCer(d18:2/16:1)_B","POS","C_M",150870.5156
"1190","HexCer(d18:2/16:1)_B","POS","C_M",220862.5625
"1191","HexCer(d18:2/16:1)_B","POS","C_M",242090.6875
"1192","HexCer(d18:2/16:1)_B","POS","C_M",358097.6563
"1193","HexCer(d18:2/16:1)_B","POS","C_M",279903.4375
"1194","HexCer(d18:2/16:1)_B","POS","C_M",154203.0156
"1195","HexCer(d18:2/16:1)_B","POS","H_M",199813.0313
"1196","HexCer(d18:2/16:1)_B","POS","H_M",322089.9063
"1197","HexCer(d18:2/16:1)_B","POS","H_M",178530.3438
"1198","HexCer(d18:2/16:1)_B","POS","H_M",137901.7969
"1199","HexCer(d18:2/16:1)_B","POS","H_M",193931.9063
"1200","HexCer(d18:2/16:1)_B","POS","H_M",335006.9063
"1201","HexCer(d18:2/16:1)_B","POS","H_M",170330.2344
"1202","HexCer(d18:2/16:1)_B","POS","H_M",162561.7188
"1203","HexCer(d18:2/16:1)_B","POS","H_M",223547.6563
"1204","HexCer(d18:2/16:1)_B","POS","H_M",207191.6719
"1205","HexCer(d18:2/16:1)_B","POS","C_O",849148.8125
"1206","HexCer(d18:2/16:1)_B","POS","C_O",533567.5625
"1207","HexCer(d18:2/16:1)_B","POS","C_O",674160.875
"1208","HexCer(d18:2/16:1)_B","POS","C_O",1000477.563
"1209","HexCer(d18:2/16:1)_B","POS","C_O",1011652
"1210","HexCer(d18:2/16:1)_B","POS","C_O",628502.8125
"1211","HexCer(d18:2/16:1)_B","POS","H_O",413159.3125
"1212","HexCer(d18:2/16:1)_B","POS","H_O",336488.4375
"1213","HexCer(d18:2/16:1)_B","POS","H_O",431256.3125
"1214","HexCer(d18:2/16:1)_B","POS","H_O",275927.8438
"1215","HexCer(d18:2/16:1)_B","POS","H_O",436558.1875
"1216","HexCer(d18:2/18:1)","POS","C_M",50144.41797
"1217","HexCer(d18:2/18:1)","POS","C_M",100802.5156
"1218","HexCer(d18:2/18:1)","POS","C_M",310997.7188
"1219","HexCer(d18:2/18:1)","POS","C_M",613244.9375
"1220","HexCer(d18:2/18:1)","POS","C_M",199494.3281
"1221","HexCer(d18:2/18:1)","POS","C_M",82637.59375
"1222","HexCer(d18:2/18:1)","POS","H_M",133358.625
"1223","HexCer(d18:2/18:1)","POS","H_M",352355.125
"1224","HexCer(d18:2/18:1)","POS","H_M",66597.8125
"1225","HexCer(d18:2/18:1)","POS","H_M",172575.6719
"1226","HexCer(d18:2/18:1)","POS","H_M",383604.125
"1227","HexCer(d18:2/18:1)","POS","H_M",766077.75
"1228","HexCer(d18:2/18:1)","POS","H_M",40630.16797
"1229","HexCer(d18:2/18:1)","POS","H_M",367243.9063
"1230","HexCer(d18:2/18:1)","POS","H_M",252055
"1231","HexCer(d18:2/18:1)","POS","H_M",42516.58203
"1232","HexCer(d18:2/18:1)","POS","C_O",207800
"1233","HexCer(d18:2/18:1)","POS","C_O",305929.4375
"1234","HexCer(d18:2/18:1)","POS","C_O",115351.2188
"1235","HexCer(d18:2/18:1)","POS","C_O",199608.4688
"1236","HexCer(d18:2/18:1)","POS","C_O",1035542
"1237","HexCer(d18:2/18:1)","POS","C_O",182407.0313
"1238","HexCer(d18:2/18:1)","POS","H_O",484796.6563
"1239","HexCer(d18:2/18:1)","POS","H_O",214852.9375
"1240","HexCer(d18:2/18:1)","POS","H_O",139249.7969
"1241","HexCer(d18:2/18:1)","POS","H_O",211792.7969
"1242","HexCer(d18:2/18:1)","POS","H_O",124152.3438
"1243","HexCer(d34:3)","POS","C_M",324940.4688
"1244","HexCer(d34:3)","POS","C_M",295691.5938
"1245","HexCer(d34:3)","POS","C_M",962489.375
"1246","HexCer(d34:3)","POS","C_M",799288.25
"1247","HexCer(d34:3)","POS","C_M",721970.0625
"1248","HexCer(d34:3)","POS","C_M",266955.625
"1249","HexCer(d34:3)","POS","H_M",397523.25
"1250","HexCer(d34:3)","POS","H_M",300026.125
"1251","HexCer(d34:3)","POS","H_M",116827.4375
"1252","HexCer(d34:3)","POS","H_M",209731.1875
"1253","HexCer(d34:3)","POS","H_M",103923.6953
"1254","HexCer(d34:3)","POS","H_M",122267.8281
"1255","HexCer(d34:3)","POS","H_M",191127.8438
"1256","HexCer(d34:3)","POS","H_M",585780.875
"1257","HexCer(d34:3)","POS","H_M",303202.4063
"1258","HexCer(d34:3)","POS","H_M",144496.0781
"1259","HexCer(d34:3)","POS","C_O",462287.4688
"1260","HexCer(d34:3)","POS","C_O",298715.9688
"1261","HexCer(d34:3)","POS","C_O",493537.875
"1262","HexCer(d34:3)","POS","C_O",240650.0625
"1263","HexCer(d34:3)","POS","C_O",604516.4375
"1264","HexCer(d34:3)","POS","C_O",235586.0313
"1265","HexCer(d34:3)","POS","H_O",338129.375
"1266","HexCer(d34:3)","POS","H_O",225360.8281
"1267","HexCer(d34:3)","POS","H_O",166645.3281
"1268","HexCer(d34:3)","POS","H_O",433466.5313
"1269","HexCer(d34:3)","POS","H_O",202382.5625
"1270","PC(0:0/18:1)","POS","C_M",144911.8594
"1271","PC(0:0/18:1)","POS","C_M",58185.96094
"1272","PC(0:0/18:1)","POS","C_M",89727.02344
"1273","PC(0:0/18:1)","POS","C_M",137191.875
"1274","PC(0:0/18:1)","POS","C_M",637028.5625
"1275","PC(0:0/18:1)","POS","C_M",563919.9375
"1276","PC(0:0/18:1)","POS","H_M",65188.80078
"1277","PC(0:0/18:1)","POS","H_M",481210.375
"1278","PC(0:0/18:1)","POS","H_M",148351.7656
"1279","PC(0:0/18:1)","POS","H_M",69607.99219
"1280","PC(0:0/18:1)","POS","H_M",79620.0625
"1281","PC(0:0/18:1)","POS","H_M",545806.375
"1282","PC(0:0/18:1)","POS","H_M",132902.5938
"1283","PC(0:0/18:1)","POS","H_M",116132.7813
"1284","PC(0:0/18:1)","POS","H_M",171335.375
"1285","PC(0:0/18:1)","POS","H_M",150373.125
"1286","PC(0:0/18:1)","POS","C_O",240457.4844
"1287","PC(0:0/18:1)","POS","C_O",85855.96875
"1288","PC(0:0/18:1)","POS","C_O",220179.4844
"1289","PC(0:0/18:1)","POS","C_O",242421.7188
"1290","PC(0:0/18:1)","POS","C_O",194065.0625
"1291","PC(0:0/18:1)","POS","C_O",403095.4063
"1292","PC(0:0/18:1)","POS","H_O",67968.57813
"1293","PC(0:0/18:1)","POS","H_O",39365.79688
"1294","PC(0:0/18:1)","POS","H_O",384625.75
"1295","PC(0:0/18:1)","POS","H_O",46190.55469
"1296","PC(0:0/18:1)","POS","H_O",297721.5
"1297","PC(15:0/16:1)","POS","C_M",590675.5
"1298","PC(15:0/16:1)","POS","C_M",447260.4375
"1299","PC(15:0/16:1)","POS","C_M",495609.875
"1300","PC(15:0/16:1)","POS","C_M",521155.2813
"1301","PC(15:0/16:1)","POS","C_M",1356454.125
"1302","PC(15:0/16:1)","POS","C_M",745741.9375
"1303","PC(15:0/16:1)","POS","H_M",389735.4688
"1304","PC(15:0/16:1)","POS","H_M",683304.1875
"1305","PC(15:0/16:1)","POS","H_M",589616.5
"1306","PC(15:0/16:1)","POS","H_M",319244.6875
"1307","PC(15:0/16:1)","POS","H_M",316151.1563
"1308","PC(15:0/16:1)","POS","H_M",1313515.75
"1309","PC(15:0/16:1)","POS","H_M",673016.0625
"1310","PC(15:0/16:1)","POS","H_M",502645.5
"1311","PC(15:0/16:1)","POS","H_M",310563.625
"1312","PC(15:0/16:1)","POS","H_M",677677.5625
"1313","PC(15:0/16:1)","POS","C_O",483528.6875
"1314","PC(15:0/16:1)","POS","C_O",334421.0313
"1315","PC(15:0/16:1)","POS","C_O",734765
"1316","PC(15:0/16:1)","POS","C_O",504979.0938
"1317","PC(15:0/16:1)","POS","C_O",712959.9375
"1318","PC(15:0/16:1)","POS","C_O",759295.0625
"1319","PC(15:0/16:1)","POS","H_O",352135.2188
"1320","PC(15:0/16:1)","POS","H_O",89731.07813
"1321","PC(15:0/16:1)","POS","H_O",685883.625
"1322","PC(15:0/16:1)","POS","H_O",401769.1875
"1323","PC(15:0/16:1)","POS","H_O",446007.8438
"1324","PC(16:0/18:2)","POS","C_M",1593974.25
"1325","PC(16:0/18:2)","POS","C_M",1677472
"1326","PC(16:0/18:2)","POS","C_M",1661999.75
"1327","PC(16:0/18:2)","POS","C_M",4696956
"1328","PC(16:0/18:2)","POS","C_M",3578908.75
"1329","PC(16:0/18:2)","POS","C_M",2698068
"1330","PC(16:0/18:2)","POS","H_M",1489101.125
"1331","PC(16:0/18:2)","POS","H_M",1909552.875
"1332","PC(16:0/18:2)","POS","H_M",990832.0625
"1333","PC(16:0/18:2)","POS","H_M",858338.125
"1334","PC(16:0/18:2)","POS","H_M",533514.8125
"1335","PC(16:0/18:2)","POS","H_M",2787700.25
"1336","PC(16:0/18:2)","POS","H_M",1472870.25
"1337","PC(16:0/18:2)","POS","H_M",1891763
"1338","PC(16:0/18:2)","POS","H_M",798289.125
"1339","PC(16:0/18:2)","POS","H_M",1786520.125
"1340","PC(16:0/18:2)","POS","C_O",3370811.75
"1341","PC(16:0/18:2)","POS","C_O",2630324.25
"1342","PC(16:0/18:2)","POS","C_O",5368835
"1343","PC(16:0/18:2)","POS","C_O",5001882.5
"1344","PC(16:0/18:2)","POS","C_O",3504317
"1345","PC(16:0/18:2)","POS","C_O",4129931.75
"1346","PC(16:0/18:2)","POS","H_O",1957278.875
"1347","PC(16:0/18:2)","POS","H_O",1270877
"1348","PC(16:0/18:2)","POS","H_O",3270439.25
"1349","PC(16:0/18:2)","POS","H_O",1624094.125
"1350","PC(16:0/18:2)","POS","H_O",3852572
"1351","PC(16:1/16:1)","POS","C_M",510672.6875
"1352","PC(16:1/16:1)","POS","C_M",552626.4375
"1353","PC(16:1/16:1)","POS","C_M",574224.4375
"1354","PC(16:1/16:1)","POS","C_M",521991.5938
"1355","PC(16:1/16:1)","POS","C_M",1589735.875
"1356","PC(16:1/16:1)","POS","C_M",827147.25
"1357","PC(16:1/16:1)","POS","H_M",346831.625
"1358","PC(16:1/16:1)","POS","H_M",712747.8125
"1359","PC(16:1/16:1)","POS","H_M",477831.375
"1360","PC(16:1/16:1)","POS","H_M",299646.6875
"1361","PC(16:1/16:1)","POS","H_M",239462.6406
"1362","PC(16:1/16:1)","POS","H_M",979958.25
"1363","PC(16:1/16:1)","POS","H_M",585465.8125
"1364","PC(16:1/16:1)","POS","H_M",507404.5938
"1365","PC(16:1/16:1)","POS","H_M",371229.8125
"1366","PC(16:1/16:1)","POS","H_M",750406.625
"1367","PC(16:1/16:1)","POS","C_O",496522.375
"1368","PC(16:1/16:1)","POS","C_O",356930.9375
"1369","PC(16:1/16:1)","POS","C_O",552330.9375
"1370","PC(16:1/16:1)","POS","C_O",565082.9375
"1371","PC(16:1/16:1)","POS","C_O",766132.1875
"1372","PC(16:1/16:1)","POS","C_O",662312.1875
"1373","PC(16:1/16:1)","POS","H_O",467436.7188
"1374","PC(16:1/16:1)","POS","H_O",124884.625
"1375","PC(16:1/16:1)","POS","H_O",634754
"1376","PC(16:1/16:1)","POS","H_O",433712.6563
"1377","PC(16:1/16:1)","POS","H_O",466609.125
"1378","PC(16:1/18:1)","POS","C_M",2888089.25
"1379","PC(16:1/18:1)","POS","C_M",1897424
"1380","PC(16:1/18:1)","POS","C_M",3049456
"1381","PC(16:1/18:1)","POS","C_M",3143843
"1382","PC(16:1/18:1)","POS","C_M",7181930
"1383","PC(16:1/18:1)","POS","C_M",4383355.5
"1384","PC(16:1/18:1)","POS","H_M",1587435.5
"1385","PC(16:1/18:1)","POS","H_M",3347052.25
"1386","PC(16:1/18:1)","POS","H_M",2395724.75
"1387","PC(16:1/18:1)","POS","H_M",1930036.125
"1388","PC(16:1/18:1)","POS","H_M",1375410.5
"1389","PC(16:1/18:1)","POS","H_M",4805993.5
"1390","PC(16:1/18:1)","POS","H_M",3340634.75
"1391","PC(16:1/18:1)","POS","H_M",2281214
"1392","PC(16:1/18:1)","POS","H_M",1977413.625
"1393","PC(16:1/18:1)","POS","H_M",3870394
"1394","PC(16:1/18:1)","POS","C_O",3023842.25
"1395","PC(16:1/18:1)","POS","C_O",2152913
"1396","PC(16:1/18:1)","POS","C_O",2797695.5
"1397","PC(16:1/18:1)","POS","C_O",3570044.5
"1398","PC(16:1/18:1)","POS","C_O",3953991.5
"1399","PC(16:1/18:1)","POS","C_O",3089012.75
"1400","PC(16:1/18:1)","POS","H_O",2224427.75
"1401","PC(16:1/18:1)","POS","H_O",820037.75
"1402","PC(16:1/18:1)","POS","H_O",3396458.75
"1403","PC(16:1/18:1)","POS","H_O",1804670.25
"1404","PC(16:1/18:1)","POS","H_O",2427899.25
"1405","PC(17:1/19:1)","POS","C_M",12500000
"1406","PC(17:1/19:1)","POS","C_M",7555241
"1407","PC(17:1/19:1)","POS","C_M",9276270
"1408","PC(17:1/19:1)","POS","C_M",11200000
"1409","PC(17:1/19:1)","POS","C_M",24800000
"1410","PC(17:1/19:1)","POS","C_M",10800000
"1411","PC(17:1/19:1)","POS","H_M",5512095.5
"1412","PC(17:1/19:1)","POS","H_M",12400000
"1413","PC(17:1/19:1)","POS","H_M",15800000
"1414","PC(17:1/19:1)","POS","H_M",9335465
"1415","PC(17:1/19:1)","POS","H_M",8296768.5
"1416","PC(17:1/19:1)","POS","H_M",22300000
"1417","PC(17:1/19:1)","POS","H_M",10400000
"1418","PC(17:1/19:1)","POS","H_M",11400000
"1419","PC(17:1/19:1)","POS","H_M",4401828
"1420","PC(17:1/19:1)","POS","H_M",14100000
"1421","PC(17:1/19:1)","POS","C_O",6699503
"1422","PC(17:1/19:1)","POS","C_O",6501528.5
"1423","PC(17:1/19:1)","POS","C_O",9107102
"1424","PC(17:1/19:1)","POS","C_O",7229123
"1425","PC(17:1/19:1)","POS","C_O",8556476
"1426","PC(17:1/19:1)","POS","C_O",9410860
"1427","PC(17:1/19:1)","POS","H_O",6955852.5
"1428","PC(17:1/19:1)","POS","H_O",4399335
"1429","PC(17:1/19:1)","POS","H_O",10500000
"1430","PC(17:1/19:1)","POS","H_O",7609478.5
"1431","PC(17:1/19:1)","POS","H_O",9765915
"1432","PC(18:1/18:1)_A","POS","C_M",461426.625
"1433","PC(18:1/18:1)_A","POS","C_M",335436.75
"1434","PC(18:1/18:1)_A","POS","C_M",446124.5938
"1435","PC(18:1/18:1)_A","POS","C_M",489708.9688
"1436","PC(18:1/18:1)_A","POS","C_M",676360.8125
"1437","PC(18:1/18:1)_A","POS","C_M",441106.1563
"1438","PC(18:1/18:1)_A","POS","H_M",237090.4375
"1439","PC(18:1/18:1)_A","POS","H_M",532220.5625
"1440","PC(18:1/18:1)_A","POS","H_M",367215.4375
"1441","PC(18:1/18:1)_A","POS","H_M",278324.625
"1442","PC(18:1/18:1)_A","POS","H_M",185247.8125
"1443","PC(18:1/18:1)_A","POS","H_M",1069079.125
"1444","PC(18:1/18:1)_A","POS","H_M",474679.9375
"1445","PC(18:1/18:1)_A","POS","H_M",319704.7813
"1446","PC(18:1/18:1)_A","POS","H_M",225655.7031
"1447","PC(18:1/18:1)_A","POS","H_M",548125.4375
"1448","PC(18:1/18:1)_A","POS","C_O",360435.4375
"1449","PC(18:1/18:1)_A","POS","C_O",350391.0938
"1450","PC(18:1/18:1)_A","POS","C_O",348614.9063
"1451","PC(18:1/18:1)_A","POS","C_O",474495.5938
"1452","PC(18:1/18:1)_A","POS","C_O",382524.4063
"1453","PC(18:1/18:1)_A","POS","C_O",541384.5
"1454","PC(18:1/18:1)_A","POS","H_O",350509.9063
"1455","PC(18:1/18:1)_A","POS","H_O",215676.7344
"1456","PC(18:1/18:1)_A","POS","H_O",433029.6875
"1457","PC(18:1/18:1)_A","POS","H_O",293001.5
"1458","PC(18:1/18:1)_A","POS","H_O",504718.3125
"1459","PC(18:1/18:1)_B","POS","C_M",183877.2656
"1460","PC(18:1/18:1)_B","POS","C_M",142040.625
"1461","PC(18:1/18:1)_B","POS","C_M",203254.1406
"1462","PC(18:1/18:1)_B","POS","C_M",209741.2969
"1463","PC(18:1/18:1)_B","POS","C_M",375256.4375
"1464","PC(18:1/18:1)_B","POS","C_M",312099.5938
"1465","PC(18:1/18:1)_B","POS","H_M",92949.6875
"1466","PC(18:1/18:1)_B","POS","H_M",262101.9219
"1467","PC(18:1/18:1)_B","POS","H_M",139907.1094
"1468","PC(18:1/18:1)_B","POS","H_M",135145.0469
"1469","PC(18:1/18:1)_B","POS","H_M",85216.53125
"1470","PC(18:1/18:1)_B","POS","H_M",573162.3125
"1471","PC(18:1/18:1)_B","POS","H_M",222092.0469
"1472","PC(18:1/18:1)_B","POS","H_M",229962.3281
"1473","PC(18:1/18:1)_B","POS","H_M",110308.0313
"1474","PC(18:1/18:1)_B","POS","H_M",326816.8438
"1475","PC(18:1/18:1)_B","POS","C_O",360435.4375
"1476","PC(18:1/18:1)_B","POS","C_O",350391.0938
"1477","PC(18:1/18:1)_B","POS","C_O",290419.5938
"1478","PC(18:1/18:1)_B","POS","C_O",474495.5938
"1479","PC(18:1/18:1)_B","POS","C_O",224994.7969
"1480","PC(18:1/18:1)_B","POS","C_O",541384.5
"1481","PC(18:1/18:1)_B","POS","H_O",350509.9063
"1482","PC(18:1/18:1)_B","POS","H_O",215676.7344
"1483","PC(18:1/18:1)_B","POS","H_O",420576.625
"1484","PC(18:1/18:1)_B","POS","H_O",232337.0625
"1485","PC(18:1/18:1)_B","POS","H_O",504718.3125
"1486","PC(18:1/18:2)_A","POS","C_M",2111168
"1487","PC(18:1/18:2)_A","POS","C_M",1679265.875
"1488","PC(18:1/18:2)_A","POS","C_M",1482087.125
"1489","PC(18:1/18:2)_A","POS","C_M",6190864.5
"1490","PC(18:1/18:2)_A","POS","C_M",2788365
"1491","PC(18:1/18:2)_A","POS","C_M",1921090.125
"1492","PC(18:1/18:2)_A","POS","H_M",948446.5625
"1493","PC(18:1/18:2)_A","POS","H_M",1715072
"1494","PC(18:1/18:2)_A","POS","H_M",1169488.125
"1495","PC(18:1/18:2)_A","POS","H_M",1121339.375
"1496","PC(18:1/18:2)_A","POS","H_M",809791.5
"1497","PC(18:1/18:2)_A","POS","H_M",1916497.5
"1498","PC(18:1/18:2)_A","POS","H_M",1543120.625
"1499","PC(18:1/18:2)_A","POS","H_M",2400006.25
"1500","PC(18:1/18:2)_A","POS","H_M",537260.3125
"1501","PC(18:1/18:2)_A","POS","H_M",1223202
"1502","PC(18:1/18:2)_A","POS","C_O",3437406.75
"1503","PC(18:1/18:2)_A","POS","C_O",3826672.5
"1504","PC(18:1/18:2)_A","POS","C_O",5085937
"1505","PC(18:1/18:2)_A","POS","C_O",3775093.75
"1506","PC(18:1/18:2)_A","POS","C_O",3969652.75
"1507","PC(18:1/18:2)_A","POS","C_O",5268459.5
"1508","PC(18:1/18:2)_A","POS","H_O",3244961
"1509","PC(18:1/18:2)_A","POS","H_O",1880752.125
"1510","PC(18:1/18:2)_A","POS","H_O",3588305
"1511","PC(18:1/18:2)_A","POS","H_O",2053631.375
"1512","PC(18:1/18:2)_A","POS","H_O",3704819
"1513","PC(18:1/18:2)_B","POS","C_M",4007664
"1514","PC(18:1/18:2)_B","POS","C_M",2706308.75
"1515","PC(18:1/18:2)_B","POS","C_M",2384944
"1516","PC(18:1/18:2)_B","POS","C_M",3052909
"1517","PC(18:1/18:2)_B","POS","C_M",3910298.75
"1518","PC(18:1/18:2)_B","POS","C_M",2352313
"1519","PC(18:1/18:2)_B","POS","H_M",2063346.125
"1520","PC(18:1/18:2)_B","POS","H_M",4421939.5
"1521","PC(18:1/18:2)_B","POS","H_M",5617102
"1522","PC(18:1/18:2)_B","POS","H_M",3261339.5
"1523","PC(18:1/18:2)_B","POS","H_M",973742.3125
"1524","PC(18:1/18:2)_B","POS","H_M",14500000
"1525","PC(18:1/18:2)_B","POS","H_M",3057365.5
"1526","PC(18:1/18:2)_B","POS","H_M",2148959.75
"1527","PC(18:1/18:2)_B","POS","H_M",845703.8125
"1528","PC(18:1/18:2)_B","POS","H_M",4530953.5
"1529","PC(18:1/18:2)_B","POS","C_O",1008558.063
"1530","PC(18:1/18:2)_B","POS","C_O",1001447.063
"1531","PC(18:1/18:2)_B","POS","C_O",888892.9375
"1532","PC(18:1/18:2)_B","POS","C_O",1328186
"1533","PC(18:1/18:2)_B","POS","C_O",1003337.688
"1534","PC(18:1/18:2)_B","POS","C_O",1689738.5
"1535","PC(18:1/18:2)_B","POS","H_O",2042908.625
"1536","PC(18:1/18:2)_B","POS","H_O",1325659.875
"1537","PC(18:1/18:2)_B","POS","H_O",2765288
"1538","PC(18:1/18:2)_B","POS","H_O",2372690
"1539","PC(18:1/18:2)_B","POS","H_O",2791674
"1540","PC(18:1/19:1)","POS","C_M",5196994.5
"1541","PC(18:1/19:1)","POS","C_M",5459569
"1542","PC(18:1/19:1)","POS","C_M",6648454
"1543","PC(18:1/19:1)","POS","C_M",10800000
"1544","PC(18:1/19:1)","POS","C_M",9942824
"1545","PC(18:1/19:1)","POS","C_M",10100000
"1546","PC(18:1/19:1)","POS","H_M",3085642
"1547","PC(18:1/19:1)","POS","H_M",7080432.5
"1548","PC(18:1/19:1)","POS","H_M",6549864.5
"1549","PC(18:1/19:1)","POS","H_M",3519168.25
"1550","PC(18:1/19:1)","POS","H_M",2842815
"1551","PC(18:1/19:1)","POS","H_M",11700000
"1552","PC(18:1/19:1)","POS","H_M",6524459.5
"1553","PC(18:1/19:1)","POS","H_M",6877157.5
"1554","PC(18:1/19:1)","POS","H_M",3576199
"1555","PC(18:1/19:1)","POS","H_M",8345722
"1556","PC(18:1/19:1)","POS","C_O",4419727.5
"1557","PC(18:1/19:1)","POS","C_O",3298394
"1558","PC(18:1/19:1)","POS","C_O",3837680.75
"1559","PC(18:1/19:1)","POS","C_O",5525758.5
"1560","PC(18:1/19:1)","POS","C_O",5455669
"1561","PC(18:1/19:1)","POS","C_O",4471952
"1562","PC(18:1/19:1)","POS","H_O",3614399.5
"1563","PC(18:1/19:1)","POS","H_O",2181103.75
"1564","PC(18:1/19:1)","POS","H_O",7923912.5
"1565","PC(18:1/19:1)","POS","H_O",4982720.5
"1566","PC(18:1/19:1)","POS","H_O",6404071
"1567","PC(18:1/20:4)","POS","C_M",261972.1094
"1568","PC(18:1/20:4)","POS","C_M",226295.4688
"1569","PC(18:1/20:4)","POS","C_M",280916.3125
"1570","PC(18:1/20:4)","POS","C_M",521622.7188
"1571","PC(18:1/20:4)","POS","C_M",739855.5625
"1572","PC(18:1/20:4)","POS","C_M",541252.6875
"1573","PC(18:1/20:4)","POS","H_M",262161.875
"1574","PC(18:1/20:4)","POS","H_M",266517.5313
"1575","PC(18:1/20:4)","POS","H_M",214687.9063
"1576","PC(18:1/20:4)","POS","H_M",246479.5625
"1577","PC(18:1/20:4)","POS","H_M",166186.9688
"1578","PC(18:1/20:4)","POS","H_M",368149.0625
"1579","PC(18:1/20:4)","POS","H_M",341631.0625
"1580","PC(18:1/20:4)","POS","H_M",524502.125
"1581","PC(18:1/20:4)","POS","H_M",180989.4063
"1582","PC(18:1/20:4)","POS","H_M",239787.7969
"1583","PC(18:1/20:4)","POS","C_O",593762
"1584","PC(18:1/20:4)","POS","C_O",521629.75
"1585","PC(18:1/20:4)","POS","C_O",986632.9375
"1586","PC(18:1/20:4)","POS","C_O",575149.4375
"1587","PC(18:1/20:4)","POS","C_O",795987.875
"1588","PC(18:1/20:4)","POS","C_O",770279.125
"1589","PC(18:1/20:4)","POS","H_O",766510.1875
"1590","PC(18:1/20:4)","POS","H_O",189122.9844
"1591","PC(18:1/20:4)","POS","H_O",522346.4063
"1592","PC(18:1/20:4)","POS","H_O",378272.5625
"1593","PC(18:1/20:4)","POS","H_O",579905.75
"1594","PC(18:2/18:2)","POS","C_M",2554511.75
"1595","PC(18:2/18:2)","POS","C_M",5468353.5
"1596","PC(18:2/18:2)","POS","C_M",3040416.75
"1597","PC(18:2/18:2)","POS","C_M",7346255
"1598","PC(18:2/18:2)","POS","C_M",4606227.5
"1599","PC(18:2/18:2)","POS","C_M",3072211
"1600","PC(18:2/18:2)","POS","H_M",3184935
"1601","PC(18:2/18:2)","POS","H_M",2037135.125
"1602","PC(18:2/18:2)","POS","H_M",1428578
