"","row.identity","soil_type","Pvalues","Standardized_Difference_Control_minus_Heated","Actual_Difference_Control_minus_Heated","Control_Average","Heated_Average","Formula","Category","Main Class","Sub Class"
"160","PE(15:0/17:1)","Organic",0.489689210181842,-0.475309258787483,-957623.0125,3922535.1875,4880158.2,"C37H71N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"161","PE(15:0/17:1);PE(16:0/16:1)","Mineral",0.358478865139407,0.528341370600286,1422498.84583333,4783727.83333333,3361228.9875,NA,NA,NA,NA
"162","PE(15:0/17:1);PE(16:0/16:1)","Organic",0.858404926521802,-0.126851114395051,-238405.666666667,3106749.58333333,3345155.25,NA,NA,NA,NA
"163","PE(15:0/18:0);PE(16:0/17:0)","Mineral",0.521071272473854,-0.319347296729013,-311127.114573333,757731.752616667,1068858.86719,NA,NA,NA,NA
"164","PE(15:0/18:0);PE(16:0/17:0)","Organic",0.301151634763152,-0.764279894405247,-835446.606765,257042.783855,1092489.39062,NA,NA,NA,NA
"165","PE(15:1/16:1)_A","Mineral",0.561243788629157,0.349093775765363,94482.5625033334,454104.890633333,359622.32813,NA,NA,NA,NA
"166","PE(15:1/16:1)_A","Organic",0.692741624538002,-0.269929115169595,-41585.6476533333,276952.777366667,318538.42502,NA,NA,NA,NA
"167","PE(15:1/16:1)_B","Mineral",0.204538806830401,0.752039150013012,144779.206786333,323088.669283333,178309.462497,NA,NA,NA,NA
"168","PE(15:1/16:1)_B","Organic",0.325435505016746,0.59770190193974,51532.50002,210233.21876,158700.71874,NA,NA,NA,NA
"169","PE(15:1/17:1)","Mineral",0.970967058004642,0.0224438873461933,13687.9291733333,831730.861983333,818042.93281,"C37H69N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"170","PE(15:1/17:1)","Organic",0.966050941726844,0.0265783475511234,13255.0228916667,484517.557291667,471262.5344,NA,NA,NA,NA
"171","PE(16:0/17:0)","Mineral",0.891634417958423,-0.074122213073888,-38748.1567433333,746681.057316667,785429.21406,"C38H75N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"172","PE(16:0/17:0)","Organic",0.437245386655745,-0.551949662207669,-310007.004693333,456814.476566667,766821.48126,NA,NA,NA,NA
"173","PE(16:0/17:1)","Mineral",0.470046012669164,0.439143957947075,1285821.25,4432957.125,3147135.875,"C38H73N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"174","PE(16:0/17:1)","Organic",0.896662473818673,-0.0875009552146456,-167938.683333334,3039053.16666667,3206991.85,"C38H73N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"175","PE(16:0/18:1);PE(15:0/19:1)","Mineral",0.254128418467826,0.636449195747247,1027252.74583333,3295706.95833333,2268454.2125,NA,NA,NA,NA
"176","PE(16:0/18:1);PE(15:0/19:1)","Organic",0.571701592594191,-0.410411246276397,-640930.65,2066898.375,2707829.025,NA,NA,NA,NA
"177","PE(16:0/18:2);PE(16:1/18:1)","Mineral",0.0938518969710412,0.884944180908945,1346094.78020333,2962294.70833333,1616199.92813,NA,NA,NA,NA
"178","PE(16:0/18:2);PE(16:1/18:1)","Organic",0.0769467887645405,1.05342305586277,2828418.50208333,4275332.36458333,1446913.8625,NA,NA,NA,NA
"179","PE(16:0/19:1)","Mineral",0.900403450242455,0.0662134160385323,104183.441616667,2456710.79166667,2352527.35005,"C40H77N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"180","PE(16:0/19:1)","Organic",0.333080717495479,-0.678917215253093,-686289.02075,1645233.60425,2331522.625,"C40H77N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"181","PE(16:1/16:1)","Mineral",0.283305999037394,0.615176310820698,2111429.48333333,6803458.83333333,4692029.35,"C37H69N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"182","PE(16:1/16:1)","Organic",0.939402325478264,0.0505871982169957,94198.5875000004,4433039.4375,4338840.85,"C37H69N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"183","PE(16:1/17:0);PE(15:0/18:1)","Mineral",0.334214059607707,0.571035153734664,1568737.7125,5121815.875,3553078.1625,NA,NA,NA,NA
"184","PE(16:1/17:0);PE(15:0/18:1)","Organic",0.67737471704272,-0.292390573204228,-513780.254166666,2872503.52083333,3386283.775,NA,NA,NA,NA
"185","PE(16:1/17:1)_A","Mineral",0.501412593631495,0.37787229960506,555232.170833333,2635107.70833333,2079875.5375,NA,NA,NA,NA
"186","PE(16:1/17:1)_A","Organic",0.844909679507297,-0.133437475259717,-112200.545833333,1692070.29166667,1804270.8375,NA,NA,NA,NA
"187","PE(16:1/17:1)_B","Mineral",0.297084575873989,0.598656822474398,420123.18118,1209894.3125,789771.13132,NA,NA,NA,NA
"188","PE(16:1/17:1)_B","Organic",0.480225771758044,0.474825082723302,225783.76978,977503.8698,751720.10002,NA,NA,NA,NA
"189","PE(16:1/18:1)","Mineral",0.290517424381028,0.677460593998222,2562600.62083333,6434936.45833333,3872335.8375,"C39H73N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"190","PE(16:1/18:1)","Organic",0.773998741577138,0.189152664477603,343754.4875,3816350.0625,3472595.575,"C39H73N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"191","PE(16:1/18:2)","Mineral",0.126662804575549,0.843770664510192,102408.507574,258976.38415,156567.876576,NA,NA,NA,NA
"192","PE(16:1/18:2)","Organic",0.0729887681010156,1.06209529683265,287953.84818,440077.01303,152123.16485,NA,NA,NA,NA
"193","PE(16:1/19:1)_B","Mineral",0.545592540645997,0.337735853277688,114345.098333333,637764.828133333,523419.7298,NA,NA,NA,NA
"194","PE(16:1/19:1)_B","Organic",0.422551997593288,-0.579904857788483,-182293.002603333,392428.372416667,574721.37502,NA,NA,NA,NA
"195","PE(17:0/17:0)","Mineral",0.864481058355692,0.0876538210778029,106571.660416667,2088951.16666667,1982379.50625,"C39H77N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"196","PE(17:0/17:0)","Organic",0.502394167888228,-0.472298259827519,-597862.2375,1409610.125,2007472.3625,"C39H77N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"197","PE(17:0/18:1)","Mineral",0.955918136738081,-0.0277608220637964,-41176.8021333332,1886591.44791667,1927768.25005,NA,NA,NA,NA
"198","PE(17:0/18:1)","Organic",0.499256288186464,-0.474207040505491,-466399.220843333,1136537.38541667,1602936.60626,"C40H77N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"199","PE(17:1/17:1)","Mineral",0.740549843513773,0.172881938693422,95197.41562,999224.375,904026.95938,NA,NA,NA,NA
"200","PE(17:1/17:1)","Organic",0.694149284813632,-0.260100526271042,-77792.8416500001,652321.89585,730114.7375,NA,NA,NA,NA
"201","PE(17:1/18:1);PE(16:1/19:1)_A","Mineral",0.561042042421354,0.359229361070454,391797.64687,1713835.53125,1322037.88438,NA,NA,NA,NA
"202","PE(17:1/18:1);PE(16:1/19:1)_A","Organic",0.527694888426095,-0.418581658282899,-216904.557283333,892535.192716667,1109439.75,NA,NA,NA,NA
"203","PE(17:1/19:1)","Mineral",0.341758316866143,0.611250275912101,1884475.75833333,4972998.20833333,3088522.45,"C41H77N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"204","PE(17:1/19:1)","Organic",0.887294661584654,0.0956972931275641,132482.454166667,3131549.85416667,2999067.4,"C41H77N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"205","PE(18:1/18:1)","Mineral",0.645981584288211,0.236748070654192,1829276.75,11758351.75,9929075,"C41H77N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"206","PE(18:1/18:1)","Organic",0.474038923053001,-0.496769324078818,-2126634.43333333,6831352.41666667,8957986.85,"C41H77N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"207","PE(18:1/18:2)_A","Mineral",0.200866627373886,0.744398374748023,1004660.34477667,2052559.26041667,1047898.91564,NA,NA,NA,NA
"208","PE(18:1/18:2)_A","Organic",0.324816320932156,0.603448253302462,390401.11875,1474896.96875,1084495.85,NA,NA,NA,NA
"209","PE(18:1/18:2)_B","Mineral",0.376700297957665,-0.388419356734783,-1663448.82291667,2667948.86458333,4331397.6875,NA,NA,NA,NA
"210","PE(18:1/18:2)_B","Organic",0.234608139188106,-0.851639119931478,-1783787.10208333,1537061.69791667,3320848.8,NA,NA,NA,NA
"211","PE(18:1/19:1)_A","Mineral",0.518513270417906,0.335619948994548,476415.367703333,2149760.42708333,1673345.05938,NA,NA,NA,NA
"212","PE(18:1/19:1)_A","Organic",0.988280552660218,-0.00928836493421402,-6434.0811666667,1421266.46883333,1427700.55,NA,NA,NA,NA
"213","PE(18:1/19:1)_B","Mineral",0.518934452260389,0.351827120260903,1014380.45416667,5242309.29166667,4227928.8375,NA,NA,NA,NA
"214","PE(18:1/19:1)_B","Organic",0.443894930923954,-0.521263041209561,-856343.583333333,3321787.79166667,4178131.375,NA,NA,NA,NA
"215","PE(18:2/18:2)","Mineral",0.172372746026417,0.660706909044351,787989.855193333,2223335.23958333,1435345.38439,"C41H73N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"216","PE(18:2/18:2)","Organic",0.0261597342260927,1.2878921645751,2248812.87290667,3215628.47916667,966815.60626,"C41H73N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"217","PE(19:1/19:1)","Mineral",0.917509158216308,0.0508700573127415,130998.15,4004403.4375,3873405.2875,"C43H81N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"218","PE(19:1/19:1)","Organic",0.451892590982293,-0.499827525822666,-733927.020833333,2934027.10416667,3667954.125,"C43H81N1O8P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","Diacylglycerophosphoethanolamines [GP0201]"
"219","PE(35:2)","Mineral",0.134842575879516,0.79205899123654,1777280.3625,4440856.5,2663576.1375,NA,NA,NA,NA
"220","PE(35:2)","Organic",0.556197499193312,0.375645375217917,460854.8625,3040074.3125,2579219.45,NA,NA,NA,NA
"221","PE(36:1)","Mineral",0.651686245032829,0.22328747539605,134800.914583333,964168.114583333,829367.2,NA,NA,NA,NA
"222","PE(36:1)","Organic",0.454885027583327,-0.511738509583962,-193923.04791,575511.89585,769434.94376,NA,NA,NA,NA
"223","PE(P-16:0/16:1)","Mineral",0.582547316700136,0.273184541688395,232920.676026667,1217880.44791667,984959.77189,"C37H71N1O7P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","1-(1Z-alkenyl),2-acylglycerophosphoethanolamines [GP0203]"
"224","PE(P-16:0/16:1)","Organic",0.649382215728974,0.284092004427961,194720.135416667,1066042.01041667,871321.875,"C37H71N1O7P1","Glycerophospholipids [GP]","Glycerophosphoethanolamines [GP02]","1-(1Z-alkenyl),2-acylglycerophosphoethanolamines [GP0203]"
"225","PG(15:0/15:0)","Mineral",0.247169034313087,0.700960508552199,185384.007156667,396382.157556667,210998.1504,NA,NA,NA,NA
"226","PG(15:0/15:0)","Organic",0.314950153830518,0.613793253888784,154810.469766667,375825.260426667,221014.79066,NA,NA,NA,NA
"227","PG(15:0/16:0)_A","Mineral",0.386014175175581,0.471520467866166,77100.9007266667,241366.817716667,164265.91699,NA,NA,NA,NA
"228","PG(15:0/16:0)_A","Organic",0.691261509175892,0.259242005092115,36327.402862,234432.29819,198104.895328,NA,NA,NA,NA
"229","PG(15:0/16:0)_B","Mineral",0.563739176212046,0.323513715978488,215263.781507333,936556.143233333,721292.361726,NA,NA,NA,NA
"230","PG(15:0/16:0)_B","Organic",0.1252690633484,0.912960797906677,552531.924473333,1122764.01823333,570232.09376,NA,NA,NA,NA
"231","PG(15:0/16:1)_A","Mineral",0.222754426612432,0.725534494878764,222980.799350667,441451.493491667,218470.694141,NA,NA,NA,NA
"232","PG(15:0/16:1)_A","Organic",0.174833550889155,0.813660019878351,193133.431515333,422926.740893333,229793.309378,NA,NA,NA,NA
"233","PG(15:0/16:1)_B","Mineral",0.156844134994462,0.861191541600485,180888.416139667,305312.490556667,124424.074417,NA,NA,NA,NA
"234","PG(15:0/16:1)_B","Organic",0.226109949781094,0.730965521538804,130451.832289,262522.873715,132071.041426,NA,NA,NA,NA
"235","PG(15:0/17:0)","Mineral",0.541215137616868,0.30860761403386,104533.942714,482072.9896,377539.046886,"C38H74O10P1","Glycerophospholipids [GP]","Glycerophosphoglycerols [GP04]","Diacylglycerophosphoglycerols [GP0401]"
"236","PG(15:0/17:0)","Organic",0.474458166178097,0.445896902855779,116069.4721,475929.1315,359859.6594,"C38H74O10P1","Glycerophospholipids [GP]","Glycerophosphoglycerols [GP04]","Diacylglycerophosphoglycerols [GP0401]"
"237","PG(15:0/17:1)","Mineral",0.387711574070806,0.479105613949603,130517.113213667,360320.372401667,229803.259188,NA,NA,NA,NA
"238","PG(15:0/17:1)","Organic",0.375006427803729,0.53937822732678,161542.608608667,391573.960956667,230031.352348,"C38H72O10P1","Glycerophospholipids [GP]","Glycerophosphoglycerols [GP04]","Diacylglycerophosphoglycerols [GP0401]"
"239","PG(15:0/18:1);PG(16:1/17:0)","Mineral",0.229548079465589,0.67989752698062,286770.970657333,601269.647223333,314498.676566,NA,NA,NA,NA
"240","PG(15:0/18:1);PG(16:1/17:0)","Organic",0.210647155463633,0.754065635981996,271748.483328333,585385.380208333,313636.89688,NA,NA,NA,NA
"241","PG(16:0/16:0)","Mineral",0.429410550284353,0.437649666236215,86311.9581446667,254970.942711667,168658.984567,NA,NA,NA,NA
"242","PG(16:0/16:0)","Organic",0.271239296583149,0.671866341088661,132532.18243,324044.13477,191511.95234,NA,NA,NA,NA
"243","PG(16:0/16:1)","Mineral",0.376256679386476,0.484029191373966,356206.129422333,930698.677083333,574492.547661,"C38H72O10P1","Glycerophospholipids [GP]","Glycerophosphoglycerols [GP04]","Diacylglycerophosphoglycerols [GP0401]"
"244","PG(16:0/16:1)","Organic",0.23184195671502,0.726100036943373,407892.587493333,979279.328133333,571386.74064,"C38H72O10P1","Glycerophospholipids [GP]","Glycerophosphoglycerols [GP04]","Diacylglycerophosphoglycerols [GP0401]"
"245","PG(16:0/17:0)","Mineral",0.370589170446592,0.526099390903944,68257.5778312667,180315.692391667,112058.1145604,NA,NA,NA,NA
"246","PG(16:0/17:0)","Organic",0.623512815149385,0.312229075756651,39387.809179,195070.997085,155683.187906,NA,NA,NA,NA
"247","PG(16:0/17:1)","Mineral",0.242960892171844,0.704428788656742,200247.028247,409724.92122,209477.892973,"C39H74O10P1","Glycerophospholipids [GP]","Glycerophosphoglycerols [GP04]","Diacylglycerophosphoglycerols [GP0401]"
"248","PG(16:0/17:1)","Organic",0.228459117775627,0.726839059181328,240285.291670667,498882.666676667,258597.375006,"C39H74O10P1","Glycerophospholipids [GP]","Glycerophosphoglycerols [GP04]","Diacylglycerophosphoglycerols [GP0401]"
"249","PG(16:0/18:1);PG(16:1/18:0)","Mineral",0.589046434033427,0.27060713171004,448974.458273333,1880961.14583333,1431986.68756,NA,NA,NA,NA
"250","PG(16:0/18:1);PG(16:1/18:0)","Organic",0.309396030632056,0.627073929869234,723465.561466666,2242550.53646667,1519084.975,NA,NA,NA,NA
"251","PG(16:0/19:1)","Mineral",0.747199248752714,0.157504570781464,76421.555539,604274.8204,527853.264861,NA,NA,NA,NA
"252","PG(16:0/19:1)","Organic",0.472107297315233,0.453856644307877,158520.414836667,751557.386716667,593036.97188,"C41H78O10P1","Glycerophospholipids [GP]","Glycerophosphoglycerols [GP04]","Diacylglycerophosphoglycerols [GP0401]"
"253","PG(16:1/16:1)","Mineral",0.20607640083862,0.734513717163491,211076.961542667,389724.365251667,178647.403709,NA,NA,NA,NA
"254","PG(16:1/16:1)","Organic",0.181350082350513,0.803938377789937,192073.428635,396142.966155,204069.53752,"C38H70O10P1","Glycerophospholipids [GP]","Glycerophosphoglycerols [GP04]","Diacylglycerophosphoglycerols [GP0401]"
"255","PG(16:1/18:1)","Mineral",0.313855999921305,0.564897594553224,220981.597781667,543667.708341667,322686.11056,"C40H74O10P1","Glycerophospholipids [GP]","Glycerophosphoglycerols [GP04]","Diacylglycerophosphoglycerols [GP0401]"
"256","PG(16:1/18:1)","Organic",0.202339458990397,0.768435519991842,222413.047908333,537778.932288333,315365.88438,"C40H74O10P1","Glycerophospholipids [GP]","Glycerophosphoglycerols [GP04]","Diacylglycerophosphoglycerols [GP0401]"
"257","PG(16:1/19:1);PG(17:1/18:1)","Mineral",0.253983469179527,0.634787147137145,89512.1094063333,202377.518888333,112865.409482,NA,NA,NA,NA
"258","PG(16:1/19:1);PG(17:1/18:1)","Organic",0.321693540373268,0.605043311156683,62176.26839,188061.68947,125885.42108,NA,NA,NA,NA
"259","PG(17:0/17:0)","Mineral",0.385020815263643,0.488716311316417,149411.714321667,442159.944026667,292748.229705,NA,NA,NA,NA
"260","PG(17:0/17:0)","Organic",0.305350288905733,0.623332723292046,237383.580620333,568787.350928333,331403.770308,"C40H78O10P1","Glycerophospholipids [GP]","Glycerophosphoglycerols [GP04]","Diacylglycerophosphoglycerols [GP0401]"
"261","PG(17:0/17:1)","Mineral",0.392727274480241,0.487278188006054,76262.5979373333,206987.981443333,130725.383506,NA,NA,NA,NA
"262","PG(17:0/17:1)","Organic",0.430273812639505,0.489880478178748,57492.7218846667,192790.656276667,135297.934392,NA,NA,NA,NA
"263","PG(17:1/19:1)","Mineral",0.195370018551531,0.768980716403969,136568.003655,276240.20835,139672.204695,NA,NA,NA,NA
"264","PG(17:1/19:1)","Organic",0.328559296967841,0.600394879939884,99377.9787883334,277949.117838333,178571.13905,NA,NA,NA,NA
"265","PG(18:0/18:1)","Mineral",0.65013708702172,0.212069859325183,49892.8625226666,292973.804716667,243080.942194,NA,NA,NA,NA
"266","PG(18:0/18:1)","Organic",0.401618660365592,0.522661776054275,83333.81001,318114.91473,234781.10472,"C42H80O10P1","Glycerophospholipids [GP]","Glycerophosphoglycerols [GP04]","Diacylglycerophosphoglycerols [GP0401]"
"267","PG(18:1/18:1)","Mineral",0.958705480204911,0.0240378141589053,42410.8332233333,1850550.27083333,1808139.43761,"C42H78O10P1","Glycerophospholipids [GP]","Glycerophosphoglycerols [GP04]","Diacylglycerophosphoglycerols [GP0401]"
"268","PG(18:1/18:1)","Organic",0.781503168938944,0.186598096916314,204609.13855,1966766.46355,1762157.325,"C42H78O10P1","Glycerophospholipids [GP]","Glycerophosphoglycerols [GP04]","Diacylglycerophosphoglycerols [GP0401]"
"269","PG(18:1/19:1)","Mineral",0.349669557589748,0.486994709789124,213425.042713333,586243.981783333,372818.93907,NA,NA,NA,NA
"270","PG(18:1/19:1)","Organic",0.118923406430904,0.925992376559822,370413.726806667,757247.545566667,386833.81876,"C43H80O10P1","Glycerophospholipids [GP]","Glycerophosphoglycerols [GP04]","Diacylglycerophosphoglycerols [GP0401]"
"271","PG(19:1/19:1)","Mineral",0.545987562447205,0.310146465014356,159721.232541667,636942.286466667,477221.053925,NA,NA,NA,NA
"272","PG(19:1/19:1)","Organic",0.277099511740999,0.664381470098708,289480.965613333,870061.640633333,580580.67502,"C44H82O10P1","Glycerophospholipids [GP]","Glycerophosphoglycerols [GP04]","Diacylglycerophosphoglycerols [GP0401]"
"273","PI(15:0/15:0)","Mineral",0.223927117670094,0.827822089798216,257661.044639333,392140.346693333,134479.302054,NA,NA,NA,NA
"274","PI(15:0/15:0)","Organic",0.123377368485794,0.916182303905128,304236.603103,492864.601565,188627.998462,NA,NA,NA,NA
"275","PI(16:0/17:0)","Mineral",0.624615827512817,0.288078867326633,23051.2503422,74118.754395,51067.5040528,NA,NA,NA,NA
"276","PI(16:0/17:0)","Organic",0.0894041659287446,0.998374753031741,91574.5976202,164073.223784,72498.6261638,NA,NA,NA,NA
"277","TG(46:2)","Mineral",0.00166073684007666,1.50335697103829,302519.459363333,778455.671883333,475936.21252,NA,NA,NA,NA
"278","TG(46:2)","Organic",0.314305720776952,0.654001144991532,108213.470823333,650271.427083333,542057.95626,NA,NA,NA,NA
"279","TG(46:3)","Mineral",0.0410000600369961,1.32154230973781,201751.81538,422311.0443,220559.22892,NA,NA,NA,NA
"280","TG(46:3)","Organic",0.589296957446481,0.337988936128807,20444.7744766667,209858.565116667,189413.79064,NA,NA,NA,NA
"281","TG(47:1)","Mineral",0.483442634581351,0.473981586757622,83477.7046833333,478552.601583333,395074.8969,NA,NA,NA,NA
"282","TG(47:1)","Organic",0.810024567686957,0.148037330207818,16060.64061,394668.14065,378607.50004,NA,NA,NA,NA
"283","TG(47:2)","Mineral",0.430053358612204,0.513513424482587,106779.136456667,741401.411466667,634622.27501,NA,NA,NA,NA
"284","TG(47:2)","Organic",0.477941658945953,0.451466964425535,114729.983323333,777465.552083333,662735.56876,NA,NA,NA,NA
"285","TG(47:3)","Mineral",0.0955821901994376,1.01766185698485,72375.4674573333,239078.045593333,166702.578136,NA,NA,NA,NA
"286","TG(47:3)","Organic",0.213879180903534,0.801611225764175,61496.66509,249181.237,187684.57191,NA,NA,NA,NA
"287","TG(48:0)","Mineral",0.595748289402311,0.366919817752301,111512.356256667,687776.531266667,576264.17501,NA,NA,NA,NA
"288","TG(48:0)","Organic",0.630018388022517,0.296746336034931,44297.06718,450100.1797,405803.11252,NA,NA,NA,NA
"289","TG(48:1)","Mineral",0.032149407291223,1.32459526173148,1091627.99583333,3034633.83333333,1943005.8375,NA,NA,NA,NA
"290","TG(48:1)","Organic",0.627987177653087,0.322996061798294,249809.816666666,2348766.16666667,2098956.35,NA,NA,NA,NA
"291","TG(48:2)","Mineral",0.536197254432478,0.296060775560295,1110292.85,6028066.25,4917773.4,NA,NA,NA,NA
"292","TG(48:2)","Organic",0.622701678458045,0.330300056368758,534736.05,4637111.25,4102375.2,NA,NA,NA,NA
"293","TG(48:3)","Mineral",0.791292509729572,0.125252553590735,293608.695833333,4063777.83333333,3770169.1375,NA,NA,NA,NA
"294","TG(48:3)","Organic",0.263299287949438,0.676949393159396,975020.15,3987121.625,3012101.475,NA,NA,NA,NA
"295","TG(49:1)","Mineral",0.312505346679808,0.718040454095409,229992.19584,714028.27085,484036.07501,NA,NA,NA,NA
"296","TG(49:1)","Organic",0.989034785542813,0.00848317702281251,1073.75832999998,475850.77085,474777.01252,NA,NA,NA,NA
"297","TG(49:2)","Mineral",0.958509877847458,-0.035268032474683,-9470.37708333333,737920.104166667,747390.48125,NA,NA,NA,NA
"298","TG(49:2)","Organic",0.199691892386638,-0.8461800265331,-147231.157293333,560040.598966667,707271.75626,NA,NA,NA,NA
"299","TG(50:1)","Mineral",0.237245154713602,0.782948670964774,455679.933333333,1342337.23958333,886657.30625,NA,NA,NA,NA
"300","TG(50:1)","Organic",0.783276176627797,-0.168644736347784,-44375.0979166667,870989.052083333,915364.15,NA,NA,NA,NA
"301","TG(50:2)","Mineral",0.145329427027782,0.721102765698874,1462933.38333333,4717653.33333333,3254719.95,NA,NA,NA,NA
"302","TG(50:2)","Organic",0.621085705221864,-0.303842161676017,-217328.1625,2629554.9375,2846883.1,NA,NA,NA,NA
"303","TG(50:3)","Mineral",0.0950895534857604,0.911022845214597,1554827.9,4084238.875,2529410.975,NA,NA,NA,NA
"304","TG(50:3)","Organic",0.8756546814581,0.0953063753091384,85703.4458333333,2194403.39583333,2108699.95,NA,NA,NA,NA
"305","TG(50:4)","Mineral",0.228458594140712,0.61779580813512,302400.164573333,951709.208333333,649309.04376,NA,NA,NA,NA
"306","TG(50:4)","Organic",0.760096851970952,0.190654050294519,48463.8229033333,516122.354183333,467658.53128,NA,NA,NA,NA
"307","TG(51:1)","Mineral",0.294064861568932,0.704924621979213,117326.226033333,456168.815133333,338842.5891,NA,NA,NA,NA
"308","TG(51:1)","Organic",0.547935315606801,-0.371141680488729,-30768.20782,312246.9922,343015.20002,NA,NA,NA,NA
"309","TG(51:2)","Mineral",0.162994874986931,0.963381211256592,673183.989666667,1598899.86466667,925715.875,NA,NA,NA,NA
"310","TG(51:2)","Organic",0.796107071384114,0.159863526440797,33288.0229166666,1035130.57291667,1001842.55,NA,NA,NA,NA
"311","TG(51:4)","Mineral",0.128671080646915,1.06012390344617,369017.454136667,713133.479166667,344116.02503,NA,NA,NA,NA
"312","TG(51:4)","Organic",0.653555712121891,-0.276978305244604,-49893.6916533334,437776.520866667,487670.21252,NA,NA,NA,NA
"313","TG(52:1)","Mineral",0.0625062549923922,1.15329835630462,323102.33436,937604.71875,614502.38439,NA,NA,NA,NA
"314","TG(52:1)","Organic",0.791533225523479,-0.176838658647898,-61532.78127,739470.46875,801003.25002,NA,NA,NA,NA
"315","TG(52:2)","Mineral",0.143644366663446,0.75457163975501,1830405.85,9059524.75,7229118.9,NA,NA,NA,NA
"316","TG(52:2)","Organic",0.385989543512905,-0.585479262566894,-979444.033333333,6499513.16666667,7478957.2,NA,NA,NA,NA
"317","TG(52:3)","Mineral",0.0384417367639025,1.08125238536229,2447427.11666667,9168887.66666667,6721460.55,NA,NA,NA,NA
"318","TG(52:3)","Organic",0.666880789667265,-0.268660887018008,-466952.616666667,6465538.08333333,6932490.7,NA,NA,NA,NA
"319","TG(52:4)","Mineral",0.112463112386905,0.996774031662683,2296656.175,6659945.75,4363289.575,NA,NA,NA,NA
"320","TG(52:4)","Organic",0.708379117325182,0.239445638507565,265251.033333333,5035799.58333333,4770548.55,NA,NA,NA,NA
"321","TG(52:5)","Mineral",0.161215724678367,0.983388906304398,1336617.61875,2206812.75,870195.13125,NA,NA,NA,NA
"322","TG(52:5)","Organic",0.298981608050806,0.632605136607431,156792.939583333,902160.989583333,745368.05,NA,NA,NA,NA
"323","TG(53:1)","Mineral",0.232553616722929,0.770818396626248,73517.0630333333,270257.067733333,196740.0047,NA,NA,NA,NA
"324","TG(53:1)","Organic",0.208036269980218,-0.890627646803849,-85213.8502783333,141179.181001667,226393.03128,NA,NA,NA,NA
"325","TG(53:2)","Mineral",0.127371849435241,0.994313904643674,259977.09999,808846.65625,548869.55626,NA,NA,NA,NA
"326","TG(53:2)","Organic",0.876413580367771,0.0987151633742899,11184.3020833334,683221.239583333,672036.9375,NA,NA,NA,NA
"327","TG(53:3)","Mineral",0.147941477338836,0.965762385800068,402140.252083333,1235098.36458333,832958.1125,NA,NA,NA,NA
"328","TG(53:3)","Organic",0.708601596954851,0.236148781114985,32332.8458333332,1102531.20833333,1070198.3625,NA,NA,NA,NA
"329","TG(53:4)","Mineral",0.242965825604533,0.748682698982461,186022.97812,810994.375,624971.39688,NA,NA,NA,NA
