"","row.identity","soil_type","Pvalues","Standardized_Difference_Control_minus_Heated","Actual_Difference_Control_minus_Heated","Control_Average","Heated_Average","Formula","Category","Main Class","Sub Class"
"330","TG(53:4)","Organic",0.0535056606151696,-1.14291993168799,-213935.329166667,828832.333333333,1042767.6625,NA,NA,NA,NA
"331","TG(53:5)","Mineral",0.243970808684938,0.712086241159177,103746.40365,422645.20835,318898.8047,NA,NA,NA,NA
"332","TG(53:5)","Organic",0.0309999792527605,-1.21901721784269,-189399.168733333,416334.968766667,605734.1375,NA,NA,NA,NA
"333","TG(53:6)","Mineral",0.755359707251927,-0.176961905001854,-18775.0111843333,199665.333366667,218440.344551,NA,NA,NA,NA
"334","TG(53:6)","Organic",0.351316890466319,-0.582999299229309,-241233.7203,476004.9922,717238.7125,NA,NA,NA,NA
"335","TG(54:1)","Mineral",0.38318482771551,0.548317873244995,116586.93592,482508.89845,365921.96253,NA,NA,NA,NA
"336","TG(54:1)","Organic",0.687913573589425,0.258993028948781,74261.5427066667,506814.661466667,432553.11876,NA,NA,NA,NA
"337","TG(54:2)","Mineral",0.0365138479613253,1.02921246190529,1065968.43333333,3722854.08333333,2656885.65,NA,NA,NA,NA
"338","TG(54:2)","Organic",0.973628673713252,-0.0235262232735247,-25693.5083333333,3178070.66666667,3203764.175,NA,NA,NA,NA
"339","TG(54:3)","Mineral",0.433471867439131,0.377588174952575,1592382.1,16450000,14857617.9,NA,NA,NA,NA
"340","TG(54:3)","Organic",0.843766992330966,-0.139921123086925,-450476.6,13800000,14250476.6,NA,NA,NA,NA
"341","TG(54:4)","Mineral",0.445262975176874,0.335907563456402,1154263.56666667,13616666.6666667,12462403.1,NA,NA,NA,NA
"342","TG(54:4)","Organic",0.883191045472753,-0.105729954778084,-217119.466666667,10817589.8333333,11034709.3,NA,NA,NA,NA
"343","TG(54:5)","Mineral",0.146170452106701,0.696507460077958,2167966.01666667,11513578.1666667,9345612.15,NA,NA,NA,NA
"344","TG(54:5)","Organic",0.496751763744051,-0.474749451983766,-675410.616666665,8495128.58333333,9170539.2,NA,NA,NA,NA
"345","TG(54:6)","Mineral",0.0618579773532684,1.0789880111908,3853286.24166667,10530177.4166667,6676891.175,NA,NA,NA,NA
"346","TG(54:6)","Organic",0.974838017746215,-0.0197029004172857,-52676.4500000002,7525484.25,7578160.7,NA,NA,NA,NA
"347","TG(54:7)","Mineral",0.0541352765712793,1.16004819215083,278075.102063333,763582.520833333,485507.41877,NA,NA,NA,NA
"348","TG(54:7)","Organic",0.679784512946273,0.26207140232305,38484.3041733333,602811.697933333,564327.39376,NA,NA,NA,NA
"349","TG(55:3)","Mineral",0.163367231358624,0.824982316914932,72082.21457,337640.34115,265558.12658,NA,NA,NA,NA
"350","TG(55:3)","Organic",0.999984532302679,-1.21087945165151e-05,-0.731256666651461,312453.343783333,312454.07504,NA,NA,NA,NA
"351","TG(56:1)","Mineral",0.178168610855088,0.832972180687632,24628.4676996667,124507.048176667,99878.580477,NA,NA,NA,NA
"352","TG(56:1)","Organic",0.671651973239473,0.28716270279616,7754.49300166665,111589.457051667,103834.96405,NA,NA,NA,NA
"353","TG(56:2)","Mineral",0.174894800230625,0.642144059410568,133896.715113333,566882.697933333,432985.98282,NA,NA,NA,NA
"354","TG(56:2)","Organic",0.691587768837847,0.281861048606082,29252.8145933333,432519.255233333,403266.44064,NA,NA,NA,NA
"355","TG(56:3)","Mineral",0.137354495800341,0.727740975532998,239655.946336667,860750.697916667,621094.75158,NA,NA,NA,NA
"356","TG(56:3)","Organic",0.840737551007241,-0.143045655625629,-21090.8989533333,427599.463566667,448690.36252,NA,NA,NA,NA
"357","TG(56:5)","Mineral",0.878242746878971,0.0877258304514793,38286.3140666668,665724.687516667,627438.37345,NA,NA,NA,NA
"358","TG(56:5)","Organic",0.117708097582436,-1.05237077410359,-54040.3208266667,252179.760433333,306220.08126,NA,NA,NA,NA
"359","TG(56:6)_A","Mineral",0.99706063655011,-0.00184071600263933,-1174.19063666661,806817.398433333,807991.58907,NA,NA,NA,NA
"360","TG(56:6)_A","Organic",0.996324957241839,0.00300298016973577,313.908320000017,260781.6771,260467.76878,NA,NA,NA,NA
"361","TG(56:6)_B","Mineral",0.0281747901431109,1.14946384882233,167403.54059,576851.90625,409448.36566,NA,NA,NA,NA
"362","TG(56:6)_B","Organic",0.568199220309033,-0.365261537129796,-26256.8916533334,363989.895866667,390246.78752,NA,NA,NA,NA
"363","TG(56:7)","Mineral",0.0548270824853064,1.02964962140572,128665.081756667,488034.442716667,359369.36096,NA,NA,NA,NA
"364","TG(56:7)","Organic",0.497397135722608,0.442736356476555,28863.17293,368138.19795,339275.02502,NA,NA,NA,NA
"365","TG(56:8)","Mineral",0.626070491997279,0.342551000392796,117494.718483333,352402.864598333,234908.146115,NA,NA,NA,NA
"366","TG(56:8)","Organic",0.19693460524288,-0.926284749215068,-44134.5813713333,85782.1061266667,129916.687498,NA,NA,NA,NA
"367","TG(58:1)","Mineral",0.0636013962052724,1.09384407029113,23508.462368,80558.33073,57049.868362,NA,NA,NA,NA
"368","TG(58:1)","Organic",0.507735381465008,-0.433010615474144,-6950.68919466667,50616.3014333333,57566.990628,NA,NA,NA,NA
"369","TG(58:11)","Mineral",0.66389416471393,-0.186025225159259,-95226.1265906667,233420.121083333,328646.247674,NA,NA,NA,NA
"370","TG(58:11)","Organic",0.321273764535606,0.636185590579024,35732.5343826667,154862.710946667,119130.176564,NA,NA,NA,NA
"371","TG(58:2)","Mineral",0.173409713976351,0.6865801722103,81023.0406433333,364844.750033333,283821.70939,NA,NA,NA,NA
"372","TG(58:2)","Organic",0.454297457643002,0.489933997526927,47767.15732,304435.3542,256668.19688,NA,NA,NA,NA
"373","TG(58:3)","Mineral",0.385476136413484,0.406552669851857,43697.62656,255677.14065,211979.51409,NA,NA,NA,NA
"374","TG(58:3)","Organic",0.977441908102487,0.019445135414581,681.944548333326,149137.394548333,148455.45,NA,NA,NA,NA
"375","TG(58:9)","Mineral",0.465166048886469,0.441141175930426,35153.5671866667,277162.062516667,242008.49533,NA,NA,NA,NA
"376","TG(58:9)","Organic",0.0308511184220516,-1.30746450829517,-48882.4557,153796.6693,202679.125,NA,NA,NA,NA
"377","TG(59:2)","Mineral",0.0910311635845834,0.911256329466457,19905.1505266667,93322.8880266667,73417.7375,NA,NA,NA,NA
"378","TG(59:2)","Organic",0.659965648491655,0.279724509308035,7665.42448133332,85790.2565133333,78124.832032,NA,NA,NA,NA
"379","TG(59:3)","Mineral",0.0102594974828257,1.15000719117882,21364.8138,86480.602865,65115.789065,NA,NA,NA,NA
"380","TG(59:3)","Organic",0.376127086714335,-0.634754644823306,-8622.78151133333,55577.4231766667,64200.204688,NA,NA,NA,NA
"381","TG(60:2)","Mineral",0.209008610566892,0.681211748385195,48888.1606666667,230207.571616667,181319.41095,NA,NA,NA,NA
"382","TG(60:2)","Organic",0.671631928314134,-0.261347352203657,-16209.08777,145062.23567,161271.32344,NA,NA,NA,NA
"383","TG(60:3)","Mineral",0.244357702272558,0.611695320548932,54988.8682306666,230431.354166667,175442.485936,NA,NA,NA,NA
"384","TG(60:3)","Organic",0.225950813034277,-0.828205929552938,-30541.018003,97605.839835,128146.857838,NA,NA,NA,NA
