row.m.z,row.retention.time,row.identity,_C_12_AB_M_17_,_C_19_AB_M_16_,_C_14_AB_M_27_,_C_30_AB_M_14_,_C_4_AB_M_08_,_C_7_AB_M_07_,C_M_avg,C_M_stdev,_H_30_AB_M_11_,_H_28_AB_M_03_,_H_11_AB_M_13_,_H_17_AB_M_18_,_H_26_AB_M_12_,_H_2B_M_02_,_H_2_AB_M_23_,_H_32_AB_M_20_,_H_34_AB_M_01_,_H_4_AB_M_05_,H_M_avg,H_M_stdev,,,,,,_C_19_AB_O_26_,_C_27_AB_O_21_,_C_12_AB_O_25_,_C_14_AB_O_09_,_C_34_AB_O_10_,_C_4_AB_O_04_,C_O_avg,C_O_stdev,_H_17_AB_O_22_,_H_11_AB_O_24_,_H_2_AB_O_15_,_H_32_AB_O_19_,_H_4_AB_O_06_,H_O_avg,H_O_stdev,charge
990.7064368,22.45311111,DGDG(19:1/19:1),4212220,4329332.5,6546269.5,7214051,5504018.5,4886196,5448681.25,1218397.327,3534772.75,2848491.25,5497553.5,2938568.25,2046747.875,5310086,3804967.75,5927251.5,3010719,4597471.5,3951662.938,1312667.011,t Stat,1.895297469,,,,4830884.5,6040350.5,4495941,5478196.5,3943782.75,5391022,5030029.542,755878.1683,4742753,4781147.5,5274564,4692112,5448937.5,4987902.8,348233.4038,POS
706.5597601,16.87318519,DGTSA(14:0/18:3),108395.4297,85706.11719,94552.28906,59849.98438,65938.67188,45736.11719,76696.4349,23507.04493,25917.00781,19576.09961,10346.38086,4869.204102,21086.00391,15347.53027,7351.995605,20956.19141,24892.2832,13403.67578,16374.63726,7280.480708,P(T<=t) one-tail,0.049947183,,,,267071.7813,59844.60938,390686.3125,48864.44531,86148.875,127925.5156,163423.5898,136729.7995,69434.40625,19341.49609,21002.76367,20279.47461,33495.3125,32710.69062,21328.34363,POS
712.6070923,20.53124074,DGTSA(15:0/17:0),552434.125,612066.8125,741441.625,743011.4375,1109096.5,435767.3438,698969.6406,232485.6116,561615.375,621763.375,628410.1875,424927.2813,235712.5,880441.6875,581505.625,866627.6875,787434.5,802670.0625,639110.8281,204694.9452,t Critical one-tail,1.894578605,,,,242112.5,319973.3125,276498.7813,286907.9375,481263.625,294716.4063,316912.0938,84429.74578,443365.9688,258612.0625,574503.5,616987.1875,369246.125,452542.9688,147095.2499,POS
710.5914544,19.23348148,DGTSA(16:0/16:1)_A,746166.25,796756.125,1274582.875,1015867,2041450.875,924760.5625,1133263.948,482724.0167,794294.0625,1029578.188,1314896.5,545075.375,267323.1875,1169458.375,1124206.625,1363484.625,1039305.875,1248937.75,989656.0563,353526.8049,P(T<=t) two-tail,0.099894365,,,,863233.3125,556196.25,645775.5625,588097.0625,995558.625,691511.0625,723395.3125,171423.5158,812770.5,526524.625,958600.1875,880774.9375,786545.4375,793043.1375,163224.9307,POS
710.5914992,19.56580864,DGTSA(16:0/16:1)_B,6658946,4396737.5,5478051.5,5607921,10400000,4827108.5,6228127.417,2184227.022,4373599.5,5862331,3482419,2302981.5,3058375.75,4067010.5,3712635.75,8473056,5496358,4812025.5,4564079.25,1746558.162,t Critical two-tail,2.364624252,,,,9947221,9465831,8459169,8980117,15600000,9724699,10362839.5,2621004.36,9293737,4318264,8216908,5721454,8688007,7247674,2127859.132,POS
708.5758879,18.50321605,DGTSA(16:0/16:2),168608.2188,87389.42188,85758.64844,78380.19531,116444.8672,74253.11719,101805.7448,35916.89787,61783.55469,78755.48438,24861.91406,27760.45508,50596.64063,49463.54297,34922.91797,85079.32031,81765.96094,39021.625,53401.1416,22520.84219,,,,,,221657.7969,144089.5156,187339.4063,107292.6016,178484.4688,173002.4063,168644.3659,39096.61929,260468.3594,54831.59375,89712.4375,140795.0938,113064.75,131774.4469,78554.06296,POS
738.6228105,21.40399383,DGTSA(16:0/18:1),5345220.5,3741070.25,3493179.75,3309907,5610968,2107599.25,3934657.458,1323672.054,3077639.25,4559271.5,2222235.75,2681835,2605019.75,2053314.25,2164179.75,5418584,2302512,2812134.75,2989672.6,1118758.505,,,,,,3876308.75,8736777,5655941,3564553.75,7006580,3285962.75,5354353.875,2187593.924,4937118,2128838,5145954.5,3027391,7838648.5,4615590,2206755.788,POS
736.6071482,20.03412963,DGTSA(16:0/18:2),5461167,13100000,6510283.5,7440665,14300000,916023.8125,7954689.885,4996962.767,12800000,8032506,1033477.5,3314227.75,3180185,3427825.75,6873314,16200000,1.00E+07,9473040,7433457.6,4820499.205,,,,,,13300000,3944929.25,13600000,5350515.5,17100000,4456418.5,9625310.542,5699658.422,5320418,2014568.125,8724005,11300000,6275649.5,6726928.125,3510326.278,POS
734.5912837,19.00279012,DGTSA(16:0/18:3)_A,355900.8125,254759.0938,280346.375,672165.0625,413489.5,243885.2031,370091.0078,161627.3368,440638.4375,187166.0313,103328.5625,94090.67188,133524.0938,69511.71094,50909.25,88268.6875,150881.5625,77878.80469,139619.7813,113362.9362,,,,,,573147.375,524882.625,1040583.813,408550.125,752495.4375,1292326.5,765330.9793,339321.5818,1723235.875,212414.9375,307319.75,290710.2813,318525.8125,570441.3313,645767.3757,POS
734.5910972,19.42851235,DGTSA(16:0/18:3)_B,236142.3438,133527.8281,5968305.5,741658,115735.4297,17182.1875,1202091.882,2348951.28,1319777.75,91095.23438,12136.0791,18972.13672,149045.3125,21668.76758,17720.41211,42760.79688,205047.25,23351.1582,190157.4897,402276.3505,,,,,,98529.16406,117517.7109,139009.4531,481921.1563,929724.3125,56265.625,303827.9036,343154.4215,71400.42188,192823.125,34043.30859,63856.12891,30263.31445,78477.25977,66403.68314,POS
732.5755431,17.63171605,DGTSA(16:0/18:4),69238.59375,35037.10938,463668.3438,48405.32422,78792.03125,99407.75,132424.8587,163844.4482,256224.8281,162671.6719,60630.9375,12784.14746,40452.89453,12329.69629,38372.16406,90941.97656,42218.74609,43867.84375,76049.49062,76996.15036,,,,,,262812.6875,131182.9688,371552.0625,174113.2031,303918.8125,142298.5938,230979.7214,97109.80069,162236.4219,110665.9297,85534.79688,78794.51563,102101.7109,107866.675,32943.29692,POS
752.6382868,22.31098148,DGTSA(16:0/19:1);DGTSA(16:1/19:0),741502.0625,364545.0313,627626.25,779840.4375,1045458.563,461829.5,670133.6407,243548.6488,542518.25,572212.125,298552.5,283555.4063,276067.5938,761441.375,660001.9375,898056.5,452260.6563,583547.125,532821.3469,209625.4388,,,,,,329017.6563,393133.5938,447446.0938,432868.4063,709902.3125,490178.0625,467091.0209,130829.2019,348629.625,191747.2344,433265.6563,433532.5938,387872.25,359009.4719,99981.41564,POS
708.5759941,17.68467901,DGTSA(16:1/16:1),2007479.125,1220511.875,1688607.125,1273044.125,2866660.75,1459743.875,1752674.479,617907.1286,951162.25,1266056.75,838587.4375,510973.6563,755556.1875,878247.9375,971573.6875,1417701.875,1739258.5,1290742.25,1061986.053,362221.9749,,,,,,3104126.25,2224048,3544243.75,1961830.5,5750207,3191905.75,3296060.208,1346216.731,2488975.5,837214.4375,1726417.75,1681280.875,2098907,1766559.113,613373.0078,POS
736.6069841,19.69212963,DGTSA(16:1/18:1)_A,3165781.25,1703279,1910708.375,1400387.75,3025207.25,1429053.75,2105736.229,790511.9536,1089055,1835769.125,922181.125,742626.1875,939094.125,1102533.625,1070301.25,1907470.875,1306862.25,1311106.625,1222700.019,382448.979,,,,,,3139466.25,3348561.25,2276258,2560424,3116769.25,2550340.75,2831969.917,425299.6985,2081562.25,1342883.25,2197668.25,1133867,3654091.5,2082014.45,991224.0885,POS
736.6072602,20.38225926,DGTSA(16:1/18:1)_B,491768.0938,425373.4063,347614.9688,843317.5625,514890.9688,445026.5,511331.9167,172741.6521,489344.7813,339550.2188,155571.2344,168812.8125,268219.3438,215159.5625,216753.1406,1047469.438,333677.7188,248900.625,348345.8876,264513.3916,,,,,,707239.25,617946.5,627791.375,590779.9375,1127342.375,461139.0313,688706.4115,229276.7272,732809.9375,304197.9375,723266.3125,505809.5625,644745.4375,582165.8375,180010.8534,POS
734.5914932,18.22783333,DGTSA(16:1/18:2),309519.9375,1559282.5,345590.375,473983.2188,321374.3438,62471.60547,512036.9968,530160.3832,495373.125,326116.125,29275.1543,116542.0391,146074.6875,114746.9219,103939.4688,640563.625,196628.8438,118552.8125,228781.2803,197519.0883,,,,,,957433.125,376320.25,1116856.875,359829.3125,638444.5625,159525.2031,601401.5547,373657.143,175538.8281,47798.91406,318583.9063,351343.7813,185204.1406,215693.9141,122186.3589,POS
740.6386294,21.94637037,DGTSA(17:0/17:0),1710767.75,1313533.25,2068946.875,2318676.25,3608911,1563698.75,2097422.313,822582.1372,1364636.875,1792051.375,1739974.125,1562718.5,624304.75,2576885,1619313.5,2766264.5,1465207.75,1802346.75,1731370.313,602460.2508,,,,,,811562.3125,1345409.5,1054865.875,820209,1136399.875,1664289.625,1138789.365,326944.1109,1497859.375,797495.625,1346210.25,1203904.25,1511048.5,1271303.6,293024.2362,POS
768.6696267,23.14659877,DGTSA(17:0/19:0),965908.875,869453.625,1139737,1588304.875,2047343.75,816587.8125,1237889.323,484737.9905,878079.625,1174354.25,779076.625,981025.125,514643.6875,1806675.125,1143868.25,2383454,1205828,1172604.375,1203960.906,534532.6765,,,,,,273038.7188,531772.5625,358251.0625,345313.375,488795.5625,539536.5625,422784.6406,111764.9686,676503.625,368339.5313,638715.8125,869493.5625,623747.75,635360.0563,178855.6398,POS
766.6536686,22.73008025,DGTSA(18:0/18:1),753003,606861.5625,673075.3125,699777.625,1763634,624215.5625,853427.8438,449005.3501,640292.8125,914185.9375,356645.75,498017.125,450629.3125,672250.0625,623573.375,839902.4375,727225.8125,616799.4375,633952.2063,170143.6565,,,,,,811994.875,733451.125,767393.375,550129.0625,1229835.25,765648.125,809741.9688,225140.0741,874307.4375,289092.6875,703326.625,563771.8125,753537.9375,636807.3,223995.9887,POS
764.6383558,21.78033951,DGTSA(18:0/18:2);DGTSA(18:1/18:1),631456.6875,2308828.5,3133007.75,939422.9375,1721205.125,311153.5,1507512.417,1081802.299,2385325.75,985874.6875,345844.4375,467504.7813,473604.0625,461248.8438,636694.125,894039.625,1580563.375,822184.5625,905288.425,634238.9319,,,,,,2445582.75,869759.0625,2234994.25,1110797.625,4445780.5,933672.0625,2006764.375,1374082.582,1773014.25,883118.3125,1205990.25,1056513.25,1010271.188,1185781.45,347983.4232,POS
764.6383641,21.40531481,DGTSA(18:1/18:1),6463565.5,5067412.5,7194540.5,5979712.5,16500000,4877834,7680510.833,4406279.782,7220273.5,7308575.5,6927130.5,4657392.5,4831205,7816737.5,6955429,7375684.5,7492061.5,8091269,6867575.85,1174182.809,,,,,,4742473.5,6774378.5,6004423.5,4192885.5,8573350,5227316,5919137.833,1589129.069,5824740.5,2352958.5,6108946,5596890,6377238.5,5252154.7,1647114.175,POS
762.622425,20.1948642,DGTSA(18:1/18:2),869001.3125,2605018.5,1341699.25,1320107.25,1097534.625,221569.2656,1242488.367,784236.6776,616360.5625,941698.5625,189901.5781,631810,500771.2813,388556.4375,415422.6875,1892785.625,520042.0625,505778.5938,660312.7391,474345.2824,,,,,,3108932,1777029.875,1959285.875,824551.0625,2562369.5,868583.25,1850125.26,908226.0064,946836.625,348428.5313,1354202.125,931634.6875,902110.6875,896642.5313,358354.9813,POS
754.6540207,22.90151852,DGTSA(35:0),1432265.125,827412.625,1461674.875,1193712,2616696,929510.875,1410211.917,644412.8092,1324700.125,1740536.625,1415796.75,1287380.875,573832.875,1718545.125,1538054,2866760,1038901.625,1534402.875,1503891.088,589685.1681,,,,,,463385.5938,722876.5625,468906.625,476272.1563,776453.6875,879939.875,631305.75,184324.7869,1002072.188,466368,961644.4375,1026026.313,985241.625,888270.5127,237021.2762,POS
696.5398198,17.35640123,HexCer(d18:2/16:1)_A,254320.6094,367965.7813,384025.4063,703252.1875,468048.6563,298839.875,412742.086,160222.0827,291518.125,472683.4688,200957.3281,276967.2813,276366.9688,504413.9688,231565.0781,277438.4375,362010.2813,335010.0625,322893.1,98656.2338,,,,,,1019944.75,681907.0625,820460.5,1211011.875,1319818.875,886796.125,989989.8646,242008.0026,556015.6875,337571.2813,570766.375,289902.8125,660655.875,482982.4063,160492.8905,POS
696.539726,17.5325679,HexCer(d18:2/16:1)_B,150870.5156,220862.5625,242090.6875,358097.6563,279903.4375,154203.0156,234337.9792,78769.0166,199813.0313,322089.9063,178530.3438,137901.7969,193931.9063,335006.9063,170330.2344,162561.7188,223547.6563,207191.6719,213090.5172,65541.6029,,,,,,849148.8125,533567.5625,674160.875,1000477.563,1011652,628502.8125,782918.2709,200940.6528,413159.3125,336488.4375,431256.3125,275927.8438,436558.1875,378678.0188,70073.37181,POS
724.570943,19.27141975,HexCer(d18:2/18:1),50144.41797,100802.5156,310997.7188,613244.9375,199494.3281,82637.59375,226220.252,212149.8945,133358.625,352355.125,66597.8125,172575.6719,383604.125,766077.75,40630.16797,367243.9063,252055,42516.58203,257701.4766,223094.7237,,,,,,207800,305929.4375,115351.2188,199608.4688,1035542,182407.0313,341106.3594,345664.9747,484796.6563,214852.9375,139249.7969,211792.7969,124152.3438,234968.9063,145600.6073,POS
696.5396339,17.09488889,HexCer(d34:3),324940.4688,295691.5938,962489.375,799288.25,721970.0625,266955.625,561889.2292,302144.4595,397523.25,300026.125,116827.4375,209731.1875,103923.6953,122267.8281,191127.8438,585780.875,303202.4063,144496.0781,247490.6727,153256.9951,,,,,,462287.4688,298715.9688,493537.875,240650.0625,604516.4375,235586.0313,389215.6407,152604.7393,338129.375,225360.8281,166645.3281,433466.5313,202382.5625,273196.925,110180.2826,POS
522.3547719,7.618621605,PC(0:0/18:1),144911.8594,58185.96094,89727.02344,137191.875,637028.5625,563919.9375,271827.5365,257576.1752,65188.80078,481210.375,148351.7656,69607.99219,79620.0625,545806.375,132902.5938,116132.7813,171335.375,150373.125,196052.9246,171807.6425,,,,,,240457.4844,85855.96875,220179.4844,242421.7188,194065.0625,403095.4063,231012.5209,102357.013,67968.57813,39365.79688,384625.75,46190.55469,297721.5,167174.4359,162127.6965,POS
718.5368961,17.23230247,PC(15:0/16:1),590675.5,447260.4375,495609.875,521155.2813,1356454.125,745741.9375,692816.1927,341263.7074,389735.4688,683304.1875,589616.5,319244.6875,316151.1563,1313515.75,673016.0625,502645.5,310563.625,677677.5625,577547.05,301723.2227,,,,,,483528.6875,334421.0313,734765,504979.0938,712959.9375,759295.0625,588324.8021,172397.9907,352135.2188,89731.07813,685883.625,401769.1875,446007.8438,395105.3906,213475.6157,POS
758.5677837,19.13056173,PC(16:0/18:2),1593974.25,1677472,1661999.75,4696956,3578908.75,2698068,2651229.792,1272190.817,1489101.125,1909552.875,990832.0625,858338.125,533514.8125,2787700.25,1472870.25,1891763,798289.125,1786520.125,1451848.175,677956.0841,,,,,,3370811.75,2630324.25,5368835,5001882.5,3504317,4129931.75,4001017.042,1040379.258,1957278.875,1270877,3270439.25,1624094.125,3852572,2395052.25,1111357.073,POS
730.5370043,16.74606173,PC(16:1/16:1),510672.6875,552626.4375,574224.4375,521991.5938,1589735.875,827147.25,762733.0469,421723.6115,346831.625,712747.8125,477831.375,299646.6875,239462.6406,979958.25,585465.8125,507404.5938,371229.8125,750406.625,527098.5234,232593.0854,,,,,,496522.375,356930.9375,552330.9375,565082.9375,766132.1875,662312.1875,566551.9271,140036.9949,467436.7188,124884.625,634754,433712.6563,466609.125,425479.425,185521.5179,POS
758.5679768,18.80320988,PC(16:1/18:1),2888089.25,1897424,3049456,3143843,7181930,4383355.5,3757349.625,1855374.614,1587435.5,3347052.25,2395724.75,1930036.125,1375410.5,4805993.5,3340634.75,2281214,1977413.625,3870394,2691130.9,1105974.247,,,,,,3023842.25,2152913,2797695.5,3570044.5,3953991.5,3089012.75,3097916.583,623618.4393,2224427.75,820037.75,3396458.75,1804670.25,2427899.25,2134698.75,938523.9049,POS
786.5988442,21.32365432,PC(17:1/19:1),12500000,7555241,9276270,11200000,24800000,10800000,12688585.17,6172514.73,5512095.5,12400000,15800000,9335465,8296768.5,22300000,10400000,11400000,4401828,14100000,11394615.7,5217426.902,,,,,,6699503,6501528.5,9107102,7229123,8556476,9410860,7917432.083,1266169.198,6955852.5,4399335,10500000,7609478.5,9765915,7846116.2,2421652.027,POS
