"","row.identity","charge","plot","plot_number","soil_type","type_number","frequency","lipid","stdized"
"1","Cer(d18:0/16:0)","NEG","C","12","M","17",322459.375,"Cer",-0.890939059029399
"2","Cer(d18:1/16:0)","NEG","C","12","M","17",268153.4688,"Cer",-1.07574522809913
"3","Cer(d18:0/16:0)","NEG","C","19","M","16",506189.5313,"Cer",-0.265694611338261
"4","Cer(d18:1/16:0)","NEG","C","19","M","16",553688.5625,"Cer",-0.104052635265397
"5","Cer(d18:0/16:0)","NEG","C","14","M","27",623673.375,"Cer",0.134109767246696
"6","Cer(d18:1/16:0)","NEG","C","14","M","27",402383.1875,"Cer",-0.618953659298193
"7","Cer(d18:0/16:0)","NEG","C","30","M","14",962928.875,"Cer",1.28861603881014
"8","Cer(d18:1/16:0)","NEG","C","30","M","14",925547.3125,"Cer",1.16140439936113
"9","Cer(d18:0/16:0)","NEG","C","4","M","08",559593.6875,"Cer",-0.0839571501609076
"10","Cer(d18:1/16:0)","NEG","C","4","M","08",221723.1406,"Cer",-1.23375034547423
"11","Cer(d18:0/16:0)","NEG","C","7","M","07",1167566.625,"Cer",1.98501024840624
"12","Cer(d18:1/16:0)","NEG","C","7","M","07",497270.1563,"Cer",-0.296047765158689
"13","CoQ10","POS","C","12","M","17",1712878.125,"CoQ10",-0.598419174421964
"14","CoQ10","POS","C","19","M","16",2081089,"CoQ10",-0.00260072922387315
"15","CoQ10","POS","C","14","M","27",2071806.875,"CoQ10",-0.0176205498243221
"16","CoQ10","POS","C","30","M","14",3061415.75,"CoQ10",1.58370972391279
"17","CoQ10","POS","C","4","M","08",2348825.75,"CoQ10",0.430636051486066
"18","CoQ10","POS","C","7","M","07",1220161.875,"CoQ10",-1.3957053219287
"19","CoQ8","POS","C","12","M","17",554221.875,"CoQ8",-0.404053658273572
"20","CoQ8","POS","C","19","M","16",715525.4375,"CoQ8",0.10823302594241
"21","CoQ8","POS","C","14","M","27",469119.375,"CoQ8",-0.674332112560597
"22","CoQ8","POS","C","30","M","14",708864.625,"CoQ8",0.0870788400278282
"23","CoQ8","POS","C","4","M","08",1264249.75,"CoQ8",1.85093575514791
"24","CoQ8","POS","C","7","M","07",376695.75,"CoQ8",-0.967861850283974
"25","CoQ9","POS","C","12","M","17",519139.6563,"CoQ9",-0.830792301370722
"26","CoQ9","POS","C","19","M","16",888100.25,"CoQ9",0.189948833577643
"27","CoQ9","POS","C","14","M","27",504298.0313,"CoQ9",-0.871852125659968
"28","CoQ9","POS","C","30","M","14",1319711.375,"CoQ9",1.3840146419904
"29","CoQ9","POS","C","4","M","08",1164968.125,"CoQ9",0.95591255377924
"30","CoQ9","POS","C","7","M","07",520426.7188,"CoQ9",-0.82723160231659
"31","DG(16:0/17:0/0:0)","POS","C","12","M","17",344919.7813,"DG",-0.805181930161424
"32","DG(16:0/18:1/0:0)","POS","C","12","M","17",971529.125,"DG",0.263571863200059
"33","DG(16:0/18:2/0:0)","POS","C","12","M","17",804211.4375,"DG",-0.0218075602158004
"34","DG(16:1/18:1/0:0)_A","POS","C","12","M","17",804211.4375,"DG",-0.0218075602158004
"35","DG(16:1/18:1/0:0)_B","POS","C","12","M","17",538058.3125,"DG",-0.475762109120436
"36","DG(17:0/0:0/17:0)","POS","C","12","M","17",265774.375,"DG",-0.940173458871788
"37","DG(18:1/0:0/18:1)","POS","C","12","M","17",3410918.5,"DG",4.42422901622385
"38","DG(18:1/18:2/0:0)","POS","C","12","M","17",1210047.125,"DG",0.670391550534693
"39","DG(18:2/0:0/18:2)","POS","C","12","M","17",1040366.063,"DG",0.380981122015887
"40","DG(16:0/17:0/0:0)","POS","C","19","M","16",184904,"DG",-1.07810711868838
"41","DG(16:0/18:1/0:0)","POS","C","19","M","16",631500.1875,"DG",-0.316386320410728
"42","DG(16:0/18:2/0:0)","POS","C","19","M","16",561385.0625,"DG",-0.435975673121756
"43","DG(16:1/18:1/0:0)_A","POS","C","19","M","16",561385.0625,"DG",-0.435975673121756
"44","DG(16:1/18:1/0:0)_B","POS","C","19","M","16",343039.5,"DG",-0.80838896464338
"45","DG(17:0/0:0/17:0)","POS","C","19","M","16",167122.3906,"DG",-1.10843568414849
"46","DG(18:1/0:0/18:1)","POS","C","19","M","16",1827907.25,"DG",1.72422255225799
"47","DG(18:1/18:2/0:0)","POS","C","19","M","16",985064.0625,"DG",0.286657244772284
"48","DG(18:2/0:0/18:2)","POS","C","19","M","16",943477.5625,"DG",0.215726719917381
"49","DG(16:0/17:0/0:0)","POS","C","14","M","27",305112.125,"DG",-0.873078433945166
"50","DG(16:0/18:1/0:0)","POS","C","14","M","27",755992.6875,"DG",-0.104050144836948
"51","DG(16:0/18:2/0:0)","POS","C","14","M","27",550495.25,"DG",-0.454549491937873
"52","DG(16:1/18:1/0:0)_A","POS","C","14","M","27",550495.25,"DG",-0.454549491937873
"53","DG(16:1/18:1/0:0)_B","POS","C","14","M","27",345898.9688,"DG",-0.80351181405869
"54","DG(17:0/0:0/17:0)","POS","C","14","M","27",239617.8438,"DG",-0.984786409863087
"55","DG(18:1/0:0/18:1)","POS","C","14","M","27",1723475.5,"DG",1.54610227671146
"56","DG(18:1/18:2/0:0)","POS","C","14","M","27",1079802,"DG",0.448243616083791
"57","DG(18:2/0:0/18:2)","POS","C","14","M","27",894867.5625,"DG",0.132816813741174
"58","DG(16:0/17:0/0:0)","POS","C","30","M","14",404670.1875,"DG",-0.703270788996391
"59","DG(16:0/18:1/0:0)","POS","C","30","M","14",1081594.375,"DG",0.451300716332353
"60","DG(16:0/18:2/0:0)","POS","C","30","M","14",1159439.375,"DG",0.584074253593962
"61","DG(16:1/18:1/0:0)_A","POS","C","30","M","14",1159439.375,"DG",0.584074253593962
"62","DG(16:1/18:1/0:0)_B","POS","C","30","M","14",577859.625,"DG",-0.407876425412044
"63","DG(17:0/0:0/17:0)","POS","C","30","M","14",355569.9063,"DG",-0.787016925748446
"64","DG(18:1/0:0/18:1)","POS","C","30","M","14",2202206.5,"DG",2.36263266744673
"65","DG(18:1/18:2/0:0)","POS","C","30","M","14",1555283.375,"DG",1.25923140028013
"66","DG(18:2/0:0/18:2)","POS","C","30","M","14",955787.9375,"DG",0.236723470302979
"67","DG(16:0/17:0/0:0)","POS","C","4","M","08",348569.2188,"DG",-0.798957397745853
"68","DG(16:0/18:1/0:0)","POS","C","4","M","08",778655.1875,"DG",-0.0653966630694456
"69","DG(16:0/18:2/0:0)","POS","C","4","M","08",455949.1875,"DG",-0.615808598525095
"70","DG(16:1/18:1/0:0)_A","POS","C","4","M","08",455949.1875,"DG",-0.615808598525095
"71","DG(16:1/18:1/0:0)_B","POS","C","4","M","08",606121.5,"DG",-0.3596725701433
"72","DG(17:0/0:0/17:0)","POS","C","4","M","08",336172.8438,"DG",-0.820100830952499
"73","DG(18:1/0:0/18:1)","POS","C","4","M","08",1764657.25,"DG",1.61634245421962
"74","DG(18:1/18:2/0:0)","POS","C","4","M","08",780751.0625,"DG",-0.0618219089117197
"75","DG(18:2/0:0/18:2)","POS","C","4","M","08",441920.1563,"DG",-0.639736713327297
"76","DG(16:0/17:0/0:0)","POS","C","7","M","07",167552.2031,"DG",-1.10770258984591
"77","DG(16:0/18:1/0:0)","POS","C","7","M","07",725851.3125,"DG",-0.155459701991276
"78","DG(16:0/18:2/0:0)","POS","C","7","M","07",1201395.25,"DG",0.655634789693338
"79","DG(16:1/18:1/0:0)_A","POS","C","7","M","07",1201395.25,"DG",0.655634789693338
"80","DG(16:1/18:1/0:0)_B","POS","C","7","M","07",319599.3438,"DG",-0.848368827866948
"81","DG(17:0/0:0/17:0)","POS","C","7","M","07",168724.7656,"DG",-1.1057026505976
"82","DG(18:1/0:0/18:1)","POS","C","7","M","07",1124163.625,"DG",0.523907433540571
"83","DG(18:1/18:2/0:0)","POS","C","7","M","07",883665.6875,"DG",0.113710736694319
"84","DG(18:2/0:0/18:2)","POS","C","7","M","07",863326.125,"DG",0.0790192901084292
"85","DGDG(14:0/18:1);DGDG(15:0/17:1)","POS","C","12","M","17",548745.125,"DGDG",-0.274330941202539
"86","DGDG(15:0/15:0)","POS","C","12","M","17",246153.4219,"DGDG",-0.458232015004836
"87","DGDG(15:0/16:1)","POS","C","12","M","17",165667.5781,"DGDG",-0.507147543583663
"88","DGDG(15:0/17:0)","POS","C","12","M","17",425526.1563,"DGDG",-0.349217662895807
"89","DGDG(15:0/18:1)","POS","C","12","M","17",189322.2969,"DGDG",-0.492771312698133
"90","DGDG(15:0/19:1)","POS","C","12","M","17",272942.2188,"DGDG",-0.441951038146216
"91","DGDG(18:1/18:1)","POS","C","12","M","17",408204.1875,"DGDG",-0.359745144746944
"92","DGDG(18:1/19:1)","POS","C","12","M","17",388993.4375,"DGDG",-0.371420539403684
"93","DGDG(19:1/19:1)","POS","C","12","M","17",4212220,"DGDG",1.95215761237683
"94","DGDG(14:0/18:1);DGDG(15:0/17:1)","POS","C","19","M","16",641711.6875,"DGDG",-0.217830215980049
"95","DGDG(15:0/15:0)","POS","C","19","M","16",316477.0313,"DGDG",-0.415492616832906
"96","DGDG(15:0/16:1)","POS","C","19","M","16",176892.5156,"DGDG",-0.500325551974292
"97","DGDG(15:0/17:0)","POS","C","19","M","16",546324.6875,"DGDG",-0.275801969822165
"98","DGDG(15:0/18:1)","POS","C","19","M","16",215783.625,"DGDG",-0.476689356048394
"99","DGDG(15:0/19:1)","POS","C","19","M","16",300472.4688,"DGDG",-0.425219440798444
"100","DGDG(18:1/18:1)","POS","C","19","M","16",465235.2188,"DGDG",-0.325084353361476
"101","DGDG(18:1/19:1)","POS","C","19","M","16",238140.9688,"DGDG",-0.463101608961924
"102","DGDG(19:1/19:1)","POS","C","19","M","16",4329332.5,"DGDG",2.02333310821835
"103","DGDG(14:0/18:1);DGDG(15:0/17:1)","POS","C","14","M","27",886666.25,"DGDG",-0.0689582984257375
"104","DGDG(15:0/15:0)","POS","C","14","M","27",396811.625,"DGDG",-0.36666901098533
"105","DGDG(15:0/16:1)","POS","C","14","M","27",181772.7188,"DGDG",-0.497359592895907
"106","DGDG(15:0/17:0)","POS","C","14","M","27",821565.5,"DGDG",-0.108523487119554
"107","DGDG(15:0/18:1)","POS","C","14","M","27",331971.7813,"DGDG",-0.406075633042189
"108","DGDG(15:0/19:1)","POS","C","14","M","27",384523.3438,"DGDG",-0.374137253123872
"109","DGDG(18:1/18:1)","POS","C","14","M","27",448162.7188,"DGDG",-0.335460219752803
"110","DGDG(18:1/19:1)","POS","C","14","M","27",308365.8438,"DGDG",-0.420422216936875
"111","DGDG(19:1/19:1)","POS","C","14","M","27",6546269.5,"DGDG",3.37068364914613
"112","DGDG(14:0/18:1);DGDG(15:0/17:1)","POS","C","30","M","14",981563.875,"DGDG",-0.0112839638025562
"113","DGDG(15:0/15:0)","POS","C","30","M","14",475839.9375,"DGDG",-0.318639301708303
"114","DGDG(15:0/16:1)","POS","C","30","M","14",324260.5938,"DGDG",-0.410762131868868
"115","DGDG(15:0/17:0)","POS","C","30","M","14",1111601.75,"DGDG",0.0677469699688361
"116","DGDG(15:0/18:1)","POS","C","30","M","14",439093.1875,"DGDG",-0.340972256361429
"117","DGDG(15:0/19:1)","POS","C","30","M","14",430452.2188,"DGDG",-0.346223832681408
"118","DGDG(18:1/18:1)","POS","C","30","M","14",453732.5938,"DGDG",-0.332075110435692
"119","DGDG(18:1/19:1)","POS","C","30","M","14",358042.875,"DGDG",-0.390230842595156
"120","DGDG(19:1/19:1)","POS","C","30","M","14",7214051,"DGDG",3.77652998814744
"121","DGDG(14:0/18:1);DGDG(15:0/17:1)","POS","C","4","M","08",942113.875,"DGDG",-0.0352598272752669
"122","DGDG(15:0/15:0)","POS","C","4","M","08",414244.625,"DGDG",-0.356074049567845
"123","DGDG(15:0/16:1)","POS","C","4","M","08",415614.4063,"DGDG",-0.355241560608751
"124","DGDG(15:0/17:0)","POS","C","4","M","08",757615.125,"DGDG",-0.147389531733715
"125","DGDG(15:0/18:1)","POS","C","4","M","08",406951.625,"DGDG",-0.360506393606032
"126","DGDG(15:0/19:1)","POS","C","4","M","08",471250.2813,"DGDG",-0.321428679919656
"127","DGDG(18:1/18:1)","POS","C","4","M","08",518000.9375,"DGDG",-0.29301581932876
"128","DGDG(18:1/19:1)","POS","C","4","M","08",329661.0313,"DGDG",-0.407479998733433
"129","DGDG(19:1/19:1)","POS","C","4","M","08",5504018.5,"DGDG",2.73725227575459
"130","DGDG(14:0/18:1);DGDG(15:0/17:1)","POS","C","7","M","07",892949.3125,"DGDG",-0.0651397471281327
"131","DGDG(15:0/15:0)","POS","C","7","M","07",405817.2188,"DGDG",-0.361195832596496
"132","DGDG(15:0/16:1)","POS","C","7","M","07",240055.7188,"DGDG",-0.461937913535197
"133","DGDG(15:0/17:0)","POS","C","7","M","07",643593.75,"DGDG",-0.216686386485826
"134","DGDG(15:0/18:1)","POS","C","7","M","07",258152.9531,"DGDG",-0.450939261600838
"135","DGDG(15:0/19:1)","POS","C","7","M","07",269101.875,"DGDG",-0.444285019353746
"136","DGDG(18:1/18:1)","POS","C","7","M","07",252165.1563,"DGDG",-0.454578364226418
"137","DGDG(18:1/19:1)","POS","C","7","M","07",216655.5625,"DGDG",-0.476159433248477
"138","DGDG(19:1/19:1)","POS","C","7","M","07",4886196,"DGDG",2.36176867853358
"139","DGTSA(14:0/18:3)","POS","C","12","M","17",108395.4297,"DGTSA",-0.675521716500475
"140","DGTSA(15:0/17:0)","POS","C","12","M","17",552434.125,"DGTSA",-0.514684465634581
"141","DGTSA(16:0/16:1)_A","POS","C","12","M","17",746166.25,"DGTSA",-0.444511882210616
"142","DGTSA(16:0/16:1)_B","POS","C","12","M","17",6658946,"DGTSA",1.69718263682904
"143","DGTSA(16:0/16:2)","POS","C","12","M","17",168608.2188,"DGTSA",-0.653711771627836
"144","DGTSA(16:0/18:1)","POS","C","12","M","17",5345220.5,"DGTSA",1.22133222097808
"145","DGTSA(16:0/18:2)","POS","C","12","M","17",5461167,"DGTSA",1.26332972368429
"146","DGTSA(16:0/18:3)_A","POS","C","12","M","17",355900.8125,"DGTSA",-0.585871679768501
"147","DGTSA(16:0/18:3)_B","POS","C","12","M","17",236142.3438,"DGTSA",-0.6292499327845
"148","DGTSA(16:0/18:4)","POS","C","12","M","17",69238.59375,"DGTSA",-0.689704889979421
"149","DGTSA(16:0/19:1);DGTSA(16:1/19:0)","POS","C","12","M","17",741502.0625,"DGTSA",-0.446201318520928
"150","DGTSA(16:1/16:1)","POS","C","12","M","17",2007479.125,"DGTSA",0.0123539212520695
"151","DGTSA(16:1/18:1)_A","POS","C","12","M","17",3165781.25,"DGTSA",0.431907738135657
"152","DGTSA(16:1/18:1)_B","POS","C","12","M","17",491768.0938,"DGTSA",-0.536658581364654
"153","DGTSA(16:1/18:2)","POS","C","12","M","17",309519.9375,"DGTSA",-0.602671504888956
"154","DGTSA(17:0/17:0)","POS","C","12","M","17",1710767.75,"DGTSA",-0.0951192389944659
"155","DGTSA(17:0/19:0)","POS","C","12","M","17",965908.875,"DGTSA",-0.364917918717915
"156","DGTSA(18:0/18:1)","POS","C","12","M","17",753003,"DGTSA",-0.442035512275977
"157","DGTSA(18:0/18:2);DGTSA(18:1/18:1)","POS","C","12","M","17",631456.6875,"DGTSA",-0.486061348227457
"158","DGTSA(18:1/18:1)","POS","C","12","M","17",6463565.5,"DGTSA",1.62641298809027
"159","DGTSA(18:1/18:2)","POS","C","12","M","17",869001.3125,"DGTSA",-0.400019242331354
"160","DGTSA(35:0)","POS","C","12","M","17",1432265.125,"DGTSA",-0.195996926092595
"161","DGTSA(14:0/18:3)","POS","C","19","M","16",85706.11719,"DGTSA",-0.683740114326548
"162","DGTSA(15:0/17:0)","POS","C","19","M","16",612066.8125,"DGTSA",-0.493084641968842
"163","DGTSA(16:0/16:1)_A","POS","C","19","M","16",796756.125,"DGTSA",-0.426187496289358
"164","DGTSA(16:0/16:1)_B","POS","C","19","M","16",4396737.5,"DGTSA",0.877777932066457
"165","DGTSA(16:0/16:2)","POS","C","19","M","16",87389.42188,"DGTSA",-0.683130396971788
"166","DGTSA(16:0/18:1)","POS","C","19","M","16",3741070.25,"DGTSA",0.640285751567293
"167","DGTSA(16:0/18:2)","POS","C","19","M","16",13100000,"DGTSA",4.03022574546816
"168","DGTSA(16:0/18:3)_A","POS","C","19","M","16",254759.0938,"DGTSA",-0.622506676122973
"169","DGTSA(16:0/18:3)_B","POS","C","19","M","16",133527.8281,"DGTSA",-0.666418397557536
"170","DGTSA(16:0/18:4)","POS","C","19","M","16",35037.10938,"DGTSA",-0.702093163298455
"171","DGTSA(16:0/19:1);DGTSA(16:1/19:0)","POS","C","19","M","16",364545.0313,"DGTSA",-0.582740618438957
"172","DGTSA(16:1/16:1)","POS","C","19","M","16",1220511.875,"DGTSA",-0.272697022170727
"173","DGTSA(16:1/18:1)_A","POS","C","19","M","16",1703279,"DGTSA",-0.0978317727785051
"174","DGTSA(16:1/18:1)_B","POS","C","19","M","16",425373.4063,"DGTSA",-0.560707699431685
"175","DGTSA(16:1/18:2)","POS","C","19","M","16",1559282.5,"DGTSA",-0.14998939201181
"176","DGTSA(17:0/17:0)","POS","C","19","M","16",1313533.25,"DGTSA",-0.239003331992088
"177","DGTSA(17:0/19:0)","POS","C","19","M","16",869453.625,"DGTSA",-0.399855408188514
"178","DGTSA(18:0/18:1)","POS","C","19","M","16",606861.5625,"DGTSA",-0.494970058958242
"179","DGTSA(18:0/18:2);DGTSA(18:1/18:1)","POS","C","19","M","16",2308828.5,"DGTSA",0.121507032316882
"180","DGTSA(18:1/18:1)","POS","C","19","M","16",5067412.5,"DGTSA",1.12070613712211
"181","DGTSA(18:1/18:2)","POS","C","19","M","16",2605018.5,"DGTSA",0.228791342982159
"182","DGTSA(35:0)","POS","C","19","M","16",827412.625,"DGTSA",-0.4150832676864
"183","DGTSA(14:0/18:3)","POS","C","14","M","27",94552.28906,"DGTSA",-0.680535902668154
"184","DGTSA(15:0/17:0)","POS","C","14","M","27",741441.625,"DGTSA",-0.446223209859345
"185","DGTSA(16:0/16:1)_A","POS","C","14","M","27",1274582.875,"DGTSA",-0.253111722322717
"186","DGTSA(16:0/16:1)_B","POS","C","14","M","27",5478051.5,"DGTSA",1.26944553429041
"187","DGTSA(16:0/16:2)","POS","C","14","M","27",85758.64844,"DGTSA",-0.683721086746465
"188","DGTSA(16:0/18:1)","POS","C","14","M","27",3493179.75,"DGTSA",0.550496219803997
"189","DGTSA(16:0/18:2)","POS","C","14","M","27",6510283.5,"DGTSA",1.64333492477165
"190","DGTSA(16:0/18:3)_A","POS","C","14","M","27",280346.375,"DGTSA",-0.613238592037282
"191","DGTSA(16:0/18:3)_B","POS","C","14","M","27",5968305.5,"DGTSA",1.4470226383145
"192","DGTSA(16:0/18:4)","POS","C","14","M","27",463668.3438,"DGTSA",-0.546836718062775
"193","DGTSA(16:0/19:1);DGTSA(16:1/19:0)","POS","C","14","M","27",627626.25,"DGTSA",-0.487448788204275
"194","DGTSA(16:1/16:1)","POS","C","14","M","27",1688607.125,"DGTSA",-0.103146138542177
"195","DGTSA(16:1/18:1)_A","POS","C","14","M","27",1910708.375,"DGTSA",-0.0226978468910541
"196","DGTSA(16:1/18:1)_B","POS","C","14","M","27",347614.9688,"DGTSA",-0.588872932442916
"197","DGTSA(16:1/18:2)","POS","C","14","M","27",345590.375,"DGTSA",-0.589606269659601
"198","DGTSA(17:0/17:0)","POS","C","14","M","27",2068946.875,"DGTSA",0.0346184311507681
"199","DGTSA(17:0/19:0)","POS","C","14","M","27",1139737,"DGTSA",-0.30195485256152
"200","DGTSA(18:0/18:1)","POS","C","14","M","27",673075.3125,"DGTSA",-0.470986479076028
"201","DGTSA(18:0/18:2);DGTSA(18:1/18:1)","POS","C","14","M","27",3133007.75,"DGTSA",0.420036701451136
"202","DGTSA(18:1/18:1)","POS","C","14","M","27",7194540.5,"DGTSA",1.89118272707048
"203","DGTSA(18:1/18:2)","POS","C","14","M","27",1341699.25,"DGTSA",-0.228801198583809
"204","DGTSA(35:0)","POS","C","14","M","27",1461674.875,"DGTSA",-0.185344288408716
"205","DGTSA(14:0/18:3)","POS","C","30","M","14",59849.98438,"DGTSA",-0.693105580361831
"206","DGTSA(15:0/17:0)","POS","C","30","M","14",743011.4375,"DGTSA",-0.445654601020639
"207","DGTSA(16:0/16:1)_A","POS","C","30","M","14",1015867,"DGTSA",-0.346822361802574
"208","DGTSA(16:0/16:1)_B","POS","C","30","M","14",5607921,"DGTSA",1.31648614938189
"209","DGTSA(16:0/16:2)","POS","C","30","M","14",78380.19531,"DGTSA",-0.686393669405664
"210","DGTSA(16:0/18:1)","POS","C","30","M","14",3309907,"DGTSA",0.484112173592175
"211","DGTSA(16:0/18:2)","POS","C","30","M","14",7440665,"DGTSA",1.98033258803924
"212","DGTSA(16:0/18:3)_A","POS","C","30","M","14",672165.0625,"DGTSA",-0.471316184818231
"213","DGTSA(16:0/18:3)_B","POS","C","30","M","14",741658,"DGTSA",-0.446144835698434
"214","DGTSA(16:0/18:4)","POS","C","30","M","14",48405.32422,"DGTSA",-0.69725100213861
"215","DGTSA(16:0/19:1);DGTSA(16:1/19:0)","POS","C","30","M","14",779840.4375,"DGTSA",-0.432314603459981
"216","DGTSA(16:1/16:1)","POS","C","30","M","14",1273044.125,"DGTSA",-0.253669079873736
"217","DGTSA(16:1/18:1)_A","POS","C","30","M","14",1400387.75,"DGTSA",-0.207543373314627
"218","DGTSA(16:1/18:1)_B","POS","C","30","M","14",843317.5625,"DGTSA",-0.409322268814521
"219","DGTSA(16:1/18:2)","POS","C","30","M","14",473983.2188,"DGTSA",-0.543100520844863
"220","DGTSA(17:0/17:0)","POS","C","30","M","14",2318676.25,"DGTSA",0.125074030089778
"221","DGTSA(17:0/19:0)","POS","C","30","M","14",1588304.875,"DGTSA",-0.139477067167135
"222","DGTSA(18:0/18:1)","POS","C","30","M","14",699777.625,"DGTSA",-0.461314514493391
"223","DGTSA(18:0/18:2);DGTSA(18:1/18:1)","POS","C","30","M","14",939422.9375,"DGTSA",-0.374511509139641
"224","DGTSA(18:1/18:1)","POS","C","30","M","14",5979712.5,"DGTSA",1.45115441903552
"225","DGTSA(18:1/18:2)","POS","C","30","M","14",1320107.25,"DGTSA",-0.23662213391547
"226","DGTSA(35:0)","POS","C","30","M","14",1193712,"DGTSA",-0.282404325304832
"227","DGTSA(14:0/18:3)","POS","C","4","M","08",65938.67188,"DGTSA",-0.69090016950632
"228","DGTSA(15:0/17:0)","POS","C","4","M","08",1109096.5,"DGTSA",-0.313053285732591
"229","DGTSA(16:0/16:1)_A","POS","C","4","M","08",2041450.875,"DGTSA",0.024658981452762
"230","DGTSA(16:0/16:1)_B","POS","C","4","M","08",10400000,"DGTSA",3.0522466145176
"231","DGTSA(16:0/16:2)","POS","C","4","M","08",116444.8672,"DGTSA",-0.672606093577923
"232","DGTSA(16:0/18:1)","POS","C","4","M","08",5610968,"DGTSA",1.31758981694189
"233","DGTSA(16:0/18:2)","POS","C","4","M","08",14300000,"DGTSA",4.46488313700174
"234","DGTSA(16:0/18:3)_A","POS","C","4","M","08",413489.5,"DGTSA",-0.565012222526341
"235","DGTSA(16:0/18:3)_B","POS","C","4","M","08",115735.4297,"DGTSA",-0.672863062122262
"236","DGTSA(16:0/18:4)","POS","C","4","M","08",78792.03125,"DGTSA",-0.686244496459481
"237","DGTSA(16:0/19:1);DGTSA(16:1/19:0)","POS","C","4","M","08",1045458.563,"DGTSA",-0.336103868815089
"238","DGTSA(16:1/16:1)","POS","C","4","M","08",2866660.75,"DGTSA",0.323561957898806
"239","DGTSA(16:1/18:1)_A","POS","C","4","M","08",3025207.25,"DGTSA",0.380989798004456
"240","DGTSA(16:1/18:1)_B","POS","C","4","M","08",514890.9688,"DGTSA",-0.528283140921106
"241","DGTSA(16:1/18:2)","POS","C","4","M","08",321374.3438,"DGTSA",-0.598377667121841
"242","DGTSA(17:0/17:0)","POS","C","4","M","08",3608911,"DGTSA",0.592415755840597
"243","DGTSA(17:0/19:0)","POS","C","4","M","08",2047343.75,"DGTSA",0.0267934661828732
"244","DGTSA(18:0/18:1)","POS","C","4","M","08",1763634,"DGTSA",-0.0759703170568307
"245","DGTSA(18:0/18:2);DGTSA(18:1/18:1)","POS","C","4","M","08",1721205.125,"DGTSA",-0.0913386705011677
"246","DGTSA(18:1/18:1)","POS","C","4","M","08",16500000,"DGTSA",5.26175502147997
"247","DGTSA(18:1/18:2)","POS","C","4","M","08",1097534.625,"DGTSA",-0.317241164423205
"248","DGTSA(35:0)","POS","C","4","M","08",2616696,"DGTSA",0.23302110272352
"249","DGTSA(14:0/18:3)","POS","C","7","M","07",45736.11719,"DGTSA",-0.698217827609545
"250","DGTSA(15:0/17:0)","POS","C","7","M","07",435767.3438,"DGTSA",-0.556942864630424
"251","DGTSA(16:0/16:1)_A","POS","C","7","M","07",924760.5625,"DGTSA",-0.37982243386563
"252","DGTSA(16:0/16:1)_B","POS","C","7","M","07",4827108.5,"DGTSA",1.03366454560954
"253","DGTSA(16:0/16:2)","POS","C","7","M","07",74253.11719,"DGTSA",-0.687888556914243
"254","DGTSA(16:0/18:1)","POS","C","7","M","07",2107599.25,"DGTSA",0.0486188815624997
"255","DGTSA(16:0/18:2)","POS","C","7","M","07",916023.8125,"DGTSA",-0.382987011336864
"256","DGTSA(16:0/18:3)_A","POS","C","7","M","07",243885.2031,"DGTSA",-0.626445356929209
"257","DGTSA(16:0/18:3)_B","POS","C","7","M","07",17182.1875,"DGTSA",-0.708560474773786
"258","DGTSA(16:0/18:4)","POS","C","7","M","07",99407.75,"DGTSA",-0.67877718434576
"259","DGTSA(16:0/19:1);DGTSA(16:1/19:0)","POS","C","7","M","07",461829.5,"DGTSA",-0.547502773937396
"260","DGTSA(16:1/16:1)","POS","C","7","M","07",1459743.875,"DGTSA",-0.186043724594592
"261","DGTSA(16:1/18:1)_A","POS","C","7","M","07",1429053.75,"DGTSA",-0.197160132659875
"262","DGTSA(16:1/18:1)_B","POS","C","7","M","07",445026.5,"DGTSA",-0.553589064062345
"263","DGTSA(16:1/18:2)","POS","C","7","M","07",62471.60547,"DGTSA",-0.692155991208024
"264","DGTSA(17:0/17:0)","POS","C","7","M","07",1563698.75,"DGTSA",-0.148389762257343
"265","DGTSA(17:0/19:0)","POS","C","7","M","07",816587.8125,"DGTSA",-0.419004171657309
"266","DGTSA(18:0/18:1)","POS","C","7","M","07",624215.5625,"DGTSA",-0.48868418864768
"267","DGTSA(18:0/18:2);DGTSA(18:1/18:1)","POS","C","7","M","07",311153.5,"DGTSA",-0.602079804876325
"268","DGTSA(18:1/18:1)","POS","C","7","M","07",4877834,"DGTSA",1.0520380568714
"269","DGTSA(18:1/18:2)","POS","C","7","M","07",221569.2656,"DGTSA",-0.634528512915356
"270","DGTSA(35:0)","POS","C","7","M","07",929510.875,"DGTSA",-0.378101801832114
"271","HexCer(d18:2/16:1)_A","POS","C","12","M","17",254320.6094,"HexCer",-0.43874244375064
"272","HexCer(d18:2/16:1)_B","POS","C","12","M","17",150870.5156,"HexCer",-0.873173407172087
"273","HexCer(d18:2/18:1)","POS","C","12","M","17",50144.41797,"HexCer",-1.29616515157478
"274","HexCer(d34:3)","POS","C","12","M","17",324940.4688,"HexCer",-0.14217960432836
"275","HexCer(d18:2/16:1)_A","POS","C","19","M","16",367965.7813,"HexCer",0.0385019907702402
"276","HexCer(d18:2/16:1)_B","POS","C","19","M","16",220862.5625,"HexCer",-0.579247019580875
"277","HexCer(d18:2/18:1)","POS","C","19","M","16",100802.5156,"HexCer",-1.08343024385158
"278","HexCer(d34:3)","POS","C","19","M","16",295691.5938,"HexCer",-0.265008076285178
