"","row.identity","charge","plot","plot_number","soil_type","type_number","frequency","lipid","stdized"
"4521","PC(16:1/16:1)","POS","H","32","O","19",433712.6563,"PC",-0.441282949011478
"4522","PC(16:1/18:1)","POS","H","32","O","19",1804670.25,"PC",-0.255879268326941
"4523","PC(17:1/19:1)","POS","H","32","O","19",7609478.5,"PC",0.529143419583764
"4524","PC(18:1/18:1)_A","POS","H","32","O","19",293001.5,"PC",-0.460312251165885
"4525","PC(18:1/18:1)_B","POS","H","32","O","19",232337.0625,"PC",-0.468516305070136
"4526","PC(18:1/18:2)_A","POS","H","32","O","19",2053631.375,"PC",-0.222210605536439
"4527","PC(18:1/18:2)_B","POS","H","32","O","19",2372690,"PC",-0.179062193287233
"4528","PC(18:1/19:1)","POS","H","32","O","19",4982720.5,"PC",0.173909527809484
"4529","PC(18:1/20:4)","POS","H","32","O","19",378272.5625,"PC",-0.448780480295633
"4530","PC(18:2/18:2)","POS","H","32","O","19",4064767.75,"PC",0.0497686941859061
"4531","PC(19:1/0:0)","POS","H","32","O","19",27404.66992,"PC",-0.496230670598597
"4532","PC(19:1/19:1)","POS","H","32","O","19",3.4e+07,"PC",4.09810853110062
"4533","PC(20:4/20:4)","POS","H","32","O","19",278461.0313,"PC",-0.462278655107369
"4534","PC(0:0/18:1)","POS","H","4","O","06",297721.5,"PC",-0.459673934286609
"4535","PC(15:0/16:1)","POS","H","4","O","06",446007.8438,"PC",-0.439620189326071
"4536","PC(16:0/18:2)","POS","H","4","O","06",3852572,"PC",0.0210720566995209
"4537","PC(16:1/16:1)","POS","H","4","O","06",466609.125,"PC",-0.436834141545418
"4538","PC(16:1/18:1)","POS","H","4","O","06",2427899.25,"PC",-0.171595880539945
"4539","PC(17:1/19:1)","POS","H","4","O","06",9765915,"PC",0.820772618108754
"4540","PC(18:1/18:1)_A","POS","H","4","O","06",504718.3125,"PC",-0.431680383571527
"4541","PC(18:1/18:1)_B","POS","H","4","O","06",504718.3125,"PC",-0.431680383571527
"4542","PC(18:1/18:2)_A","POS","H","4","O","06",3704819,"PC",0.0010904393555078
"4543","PC(18:1/18:2)_B","POS","H","4","O","06",2791674,"PC",-0.122400210374777
"4544","PC(18:1/19:1)","POS","H","4","O","06",6404071,"PC",0.366128175165014
"4545","PC(18:1/20:4)","POS","H","4","O","06",579905.75,"PC",-0.421512288133858
"4546","PC(18:2/18:2)","POS","H","4","O","06",4645027,"PC",0.128240997921357
"4547","PC(19:1/0:0)","POS","H","4","O","06",73089.29688,"PC",-0.490052435744356
"4548","PC(19:1/19:1)","POS","H","4","O","06",35100000,"PC",4.24686882076252
"4549","PC(20:4/20:4)","POS","H","4","O","06",338524.6875,"PC",-0.454155848839674
"4550","PE(13:0/15:0)","NEG","H","17","O","22",141708.9531,"PE",-0.795951683193223
"4551","PE(14:0/16:1);PE(15:0/15:1)_A","NEG","H","17","O","22",792777.1875,"PE",-0.527081854081961
"4552","PE(14:0/16:1);PE(15:0/15:1)_B","NEG","H","17","O","22",660290.375,"PE",-0.58179456275711
"4553","PE(14:1/15:0);PE(13:0/16:1)","NEG","H","17","O","22",78390,"PE",-0.822100334286899
"4554","PE(15:0/15:0)","NEG","H","17","O","22",1560523.125,"PE",-0.210027960020114
"4555","PE(15:0/16:0)","NEG","H","17","O","22",431277.3125,"PE",-0.67636944711676
"4556","PE(15:0/16:1)_A","NEG","H","17","O","22",4737589,"PE",1.10199605490313
"4557","PE(15:0/16:1)_B","NEG","H","17","O","22",475120.7813,"PE",-0.658263532343074
"4558","PE(15:0/17:0)","NEG","H","17","O","22",752550.5,"PE",-0.543694156790608
"4559","PE(15:0/17:1)","NEG","H","17","O","22",2764995.75,"PE",0.287379733585748
"4560","PE(15:0/17:1);PE(16:0/16:1)","NEG","H","17","O","22",1595961,"PE",-0.195393279825499
"4561","PE(15:0/18:0);PE(16:0/17:0)","NEG","H","17","O","22",112711.125,"PE",-0.807926835218617
"4562","PE(15:1/16:1)_A","NEG","H","17","O","22",159460.3594,"PE",-0.788620934546326
"4563","PE(15:1/16:1)_B","NEG","H","17","O","22",129274.25,"PE",-0.801086807779093
"4564","PE(15:1/17:1)","NEG","H","17","O","22",172949.7188,"PE",-0.783050271495869
"4565","PE(16:0/17:0)","NEG","H","17","O","22",154168.375,"PE",-0.790806350553603
"4566","PE(16:0/17:1)","NEG","H","17","O","22",1498897.25,"PE",-0.23547742538276
"4567","PE(16:0/18:1);PE(15:0/19:1)","NEG","H","17","O","22",1039519.875,"PE",-0.425185216037998
"4568","PE(16:0/18:2);PE(16:1/18:1)","NEG","H","17","O","22",1090201,"PE",-0.404255573493734
"4569","PE(16:0/19:1)","NEG","H","17","O","22",1116819.75,"PE",-0.393262902702092
"4570","PE(16:1/16:1)","NEG","H","17","O","22",2639372.25,"PE",0.23550134789168
"4571","PE(16:1/17:0);PE(15:0/18:1)","NEG","H","17","O","22",1753585.25,"PE",-0.130299633841761
"4572","PE(16:1/17:1)_A","NEG","H","17","O","22",938447.625,"PE",-0.466924740637035
"4573","PE(16:1/17:1)_B","NEG","H","17","O","22",437996.5313,"PE",-0.673594630108245
"4574","PE(16:1/18:1)","NEG","H","17","O","22",1732294.125,"PE",-0.139092170227155
"4575","PE(16:1/18:2)","NEG","H","17","O","22",116480.5938,"PE",-0.806370168223444
"4576","PE(16:1/19:1)_B","NEG","H","17","O","22",246894.625,"PE",-0.752513450248608
"4577","PE(17:0/17:0)","NEG","H","17","O","22",471896.3125,"PE",-0.659595132211449
"4578","PE(17:0/18:1)","NEG","H","17","O","22",451876.2813,"PE",-0.667862748542796
"4579","PE(17:1/17:1)","NEG","H","17","O","22",547675.0625,"PE",-0.628300993615452
"4580","PE(17:1/18:1);PE(16:1/19:1)_A","NEG","H","17","O","22",589081.125,"PE",-0.611201647709251
"4581","PE(17:1/19:1)","NEG","H","17","O","22",1539583,"PE",-0.218675544916506
"4582","PE(18:1/18:1)","NEG","H","17","O","22",3780884.25,"PE",0.706908368157844
"4583","PE(18:1/18:2)_A","NEG","H","17","O","22",1188894.875,"PE",-0.363498239771206
"4584","PE(18:1/18:2)_B","NEG","H","17","O","22",823803.375,"PE",-0.514269056144143
"4585","PE(18:1/19:1)_A","NEG","H","17","O","22",677499.875,"PE",-0.574687603640368
"4586","PE(18:1/19:1)_B","NEG","H","17","O","22",1936572.375,"PE",-0.0547319522551268
"4587","PE(18:2/18:2)","NEG","H","17","O","22",1299985.375,"PE",-0.317621506469341
"4588","PE(19:1/19:1)","NEG","H","17","O","22",1665180.125,"PE",-0.166808051232474
"4589","PE(35:2)","NEG","H","17","O","22",1704709.25,"PE",-0.150483818959858
"4590","PE(36:1)","NEG","H","17","O","22",252386.4063,"PE",-0.750245524673944
"4591","PE(O-15:0/15:0)","NEG","H","17","O","22",631630.6875,"PE",-0.593630073803979
"4592","PE(O-15:0/15:1)_A","NEG","H","17","O","22",498204.625,"PE",-0.64873066192655
"4593","PE(O-15:0/15:1)_B","NEG","H","17","O","22",450764.0313,"PE",-0.668322071316705
"4594","PE(O-16:0/15:1)","NEG","H","17","O","22",99836.24219,"PE",-0.813243739589082
"4595","PE(O-17:0/17:0)","NEG","H","17","O","22",504524.3438,"PE",-0.646120825316486
"4596","PE(P-16:0/16:1)","NEG","H","17","O","22",617149.875,"PE",-0.599610174470164
"4597","PE(13:0/15:0)","NEG","H","11","O","24",325464.0313,"PE",-0.720066862119912
"4598","PE(14:0/16:1);PE(15:0/15:1)_A","NEG","H","11","O","24",1861482.25,"PE",-0.0857417113094896
"4599","PE(14:0/16:1);PE(15:0/15:1)_B","NEG","H","11","O","24",1817816.25,"PE",-0.103774337288842
"4600","PE(14:1/15:0);PE(13:0/16:1)","NEG","H","11","O","24",157811.7188,"PE",-0.789301769047178
"4601","PE(15:0/15:0)","NEG","H","11","O","24",7257617.5,"PE",2.14268518140448
"4602","PE(15:0/16:0)","NEG","H","11","O","24",2212641,"PE",0.0592753362361259
"4603","PE(15:0/16:1)_A","NEG","H","11","O","24",14700000,"PE",5.21614508196272
"4604","PE(15:0/16:1)_B","NEG","H","11","O","24",1678554.125,"PE",-0.161285027831021
"4605","PE(15:0/17:0)","NEG","H","11","O","24",7619732.5,"PE",2.29222680089134
"4606","PE(15:0/17:1)","NEG","H","11","O","24",8847792,"PE",2.79937510034378
"4607","PE(15:0/17:1);PE(16:0/16:1)","NEG","H","11","O","24",7932212.5,"PE",2.4212707931514
"4608","PE(15:0/18:0);PE(16:0/17:0)","NEG","H","11","O","24",3838064,"PE",0.730521729705566
"4609","PE(15:1/16:1)_A","NEG","H","11","O","24",593026.125,"PE",-0.609572492085
"4610","PE(15:1/16:1)_B","NEG","H","11","O","24",217200.7031,"PE",-0.764776066185099
"4611","PE(15:1/17:1)","NEG","H","11","O","24",1066700.375,"PE",-0.413960560918871
"4612","PE(16:0/17:0)","NEG","H","11","O","24",2082471,"PE",0.00551939514391966
"4613","PE(16:0/17:1)","NEG","H","11","O","24",7118671.5,"PE",2.08530504012002
"4614","PE(16:0/18:1);PE(15:0/19:1)","NEG","H","11","O","24",6649643.5,"PE",1.89161185783075
"4615","PE(16:0/18:2);PE(16:1/18:1)","NEG","H","11","O","24",2433181.5,"PE",0.150351330139834
"4616","PE(16:0/19:1)","NEG","H","11","O","24",4553015,"PE",1.02577304598285
"4617","PE(16:1/16:1)","NEG","H","11","O","24",7545546.5,"PE",2.26159041581132
"4618","PE(16:1/17:0);PE(15:0/18:1)","NEG","H","11","O","24",7470701.5,"PE",2.23068188534311
"4619","PE(16:1/17:1)_A","NEG","H","11","O","24",3292525.5,"PE",0.505232220067935
"4620","PE(16:1/17:1)_B","NEG","H","11","O","24",1754637.75,"PE",-0.129864985858358
"4621","PE(16:1/18:1)","NEG","H","11","O","24",6698647,"PE",1.9118486962675
"4622","PE(16:1/18:2)","NEG","H","11","O","24",233478.875,"PE",-0.758053715030876
"4623","PE(16:1/19:1)_B","NEG","H","11","O","24",1349857.5,"PE",-0.297025954394031
"4624","PE(17:0/17:0)","NEG","H","11","O","24",4869208.5,"PE",1.15635059195918
"4625","PE(17:0/18:1)","NEG","H","11","O","24",3813088.75,"PE",0.72020777051556
"4626","PE(17:1/17:1)","NEG","H","11","O","24",1308382.625,"PE",-0.314153717606035
"4627","PE(17:1/18:1);PE(16:1/19:1)_A","NEG","H","11","O","24",1985245.375,"PE",-0.034631599479672
"4628","PE(17:1/19:1)","NEG","H","11","O","24",5700968,"PE",1.49983998801728
"4629","PE(18:1/18:1)","NEG","H","11","O","24",18300000,"PE",6.70282702044273
"4630","PE(18:1/18:2)_A","NEG","H","11","O","24",1448452,"PE",-0.256309659287512
"4631","PE(18:1/18:2)_B","NEG","H","11","O","24",7953614.5,"PE",2.43010911727567
"4632","PE(18:1/19:1)_A","NEG","H","11","O","24",2237706,"PE",0.0696263592327929
"4633","PE(18:1/19:1)_B","NEG","H","11","O","24",7348634.5,"PE",2.1802722175141
"4634","PE(18:2/18:2)","NEG","H","11","O","24",1204675.875,"PE",-0.356981204306997
"4635","PE(19:1/19:1)","NEG","H","11","O","24",6212366,"PE",1.71103059078805
"4636","PE(35:2)","NEG","H","11","O","24",4485996,"PE",0.998096396862018
"4637","PE(36:1)","NEG","H","11","O","24",1503378.375,"PE",-0.233626867715657
"4638","PE(O-15:0/15:0)","NEG","H","11","O","24",5571965,"PE",1.44656597965346
"4639","PE(O-15:0/15:1)_A","NEG","H","11","O","24",2984267.25,"PE",0.377931672106142
"4640","PE(O-15:0/15:1)_B","NEG","H","11","O","24",2451244.5,"PE",0.157810756766157
"4641","PE(O-16:0/15:1)","NEG","H","11","O","24",769476.5625,"PE",-0.53670424806607
"4642","PE(O-17:0/17:0)","NEG","H","11","O","24",2691168.25,"PE",0.256891397248766
"4643","PE(P-16:0/16:1)","NEG","H","11","O","24",1776749,"PE",-0.120733764743854
"4644","PE(13:0/15:0)","NEG","H","2","O","15",191418.1875,"PE",-0.775423399593738
"4645","PE(14:0/16:1);PE(15:0/15:1)_A","NEG","H","2","O","15",832144.1875,"PE",-0.510824574117477
"4646","PE(14:0/16:1);PE(15:0/15:1)_B","NEG","H","2","O","15",636691.75,"PE",-0.591540020968349
"4647","PE(14:1/15:0);PE(13:0/16:1)","NEG","H","2","O","15",92145.80469,"PE",-0.81641963806971
"4648","PE(15:0/15:0)","NEG","H","2","O","15",1845639.625,"PE",-0.0922841958777151
"4649","PE(15:0/16:0)","NEG","H","2","O","15",720710.875,"PE",-0.556842877739351
"4650","PE(15:0/16:1)_A","NEG","H","2","O","15",5277294,"PE",1.32487652034962
"4651","PE(15:0/16:1)_B","NEG","H","2","O","15",687780.5625,"PE",-0.570442016856643
"4652","PE(15:0/17:0)","NEG","H","2","O","15",1327057.25,"PE",-0.306441709912872
"4653","PE(15:0/17:1)","NEG","H","2","O","15",3436308.5,"PE",0.564609883723621
"4654","PE(15:0/17:1);PE(16:0/16:1)","NEG","H","2","O","15",1950933,"PE",-0.0488014850849089
"4655","PE(15:0/18:0);PE(16:0/17:0)","NEG","H","2","O","15",208662.8281,"PE",-0.768301928561627
"4656","PE(15:1/16:1)_A","NEG","H","2","O","15",141031.7656,"PE",-0.79623133942245
"4657","PE(15:1/16:1)_B","NEG","H","2","O","15",131534.3281,"PE",-0.800153469642753
"4658","PE(15:1/17:1)","NEG","H","2","O","15",261028.8594,"PE",-0.746676474971741
"4659","PE(16:0/17:0)","NEG","H","2","O","15",290214.9063,"PE",-0.734623594754558
"4660","PE(16:0/17:1)","NEG","H","2","O","15",1992469.75,"PE",-0.0316481695270869
"4661","PE(16:0/18:1);PE(15:0/19:1)","NEG","H","2","O","15",1628712,"PE",-0.181868190890177
"4662","PE(16:0/18:2);PE(16:1/18:1)","NEG","H","2","O","15",1780693,"PE",-0.119105022086808
"4663","PE(16:0/19:1)","NEG","H","2","O","15",1515356.625,"PE",-0.228680243290768
"4664","PE(16:1/16:1)","NEG","H","2","O","15",2880893,"PE",0.335241497000887
"4665","PE(16:1/17:0);PE(15:0/18:1)","NEG","H","2","O","15",2012089.125,"PE",-0.0235460110668741
"4666","PE(16:1/17:1)_A","NEG","H","2","O","15",980574.9375,"PE",-0.449527542134132
"4667","PE(16:1/17:1)_B","NEG","H","2","O","15",454780.9688,"PE",-0.666663207864135
"4668","PE(16:1/18:1)","NEG","H","2","O","15",2199866.5,"PE",0.0539998866741501
"4669","PE(16:1/18:2)","NEG","H","2","O","15",98962.54688,"PE",-0.813604547099391
"4670","PE(16:1/19:1)_B","NEG","H","2","O","15",318035.2813,"PE",-0.723134692245046
"4671","PE(17:0/17:0)","NEG","H","2","O","15",999319.125,"PE",-0.441786807409762
"4672","PE(17:0/18:1)","NEG","H","2","O","15",795677.125,"PE",-0.525884274997524
"4673","PE(17:1/17:1)","NEG","H","2","O","15",541314.625,"PE",-0.630927645713252
"4674","PE(17:1/18:1);PE(16:1/19:1)_A","NEG","H","2","O","15",597925.25,"PE",-0.607549314126151
"4675","PE(17:1/19:1)","NEG","H","2","O","15",2166987,"PE",0.0404217314529686
"4676","PE(18:1/18:1)","NEG","H","2","O","15",6022282.5,"PE",1.63253233905109
"4677","PE(18:1/18:2)_A","NEG","H","2","O","15",1423419.875,"PE",-0.26664710598731
"4678","PE(18:1/18:2)_B","NEG","H","2","O","15",2213493,"PE",0.0596271842948995
"4679","PE(18:1/19:1)_A","NEG","H","2","O","15",1289876.625,"PE",-0.321796088704233
"4680","PE(18:1/19:1)_B","NEG","H","2","O","15",3040911,"PE",0.401323683231913
"4681","PE(18:2/18:2)","NEG","H","2","O","15",1285776,"PE",-0.323489512349783
"4682","PE(19:1/19:1)","NEG","H","2","O","15",2829338.5,"PE",0.313951179223841
"4683","PE(35:2)","NEG","H","2","O","15",2217039,"PE",0.0610915660043023
"4684","PE(36:1)","NEG","H","2","O","15",475309.875,"PE",-0.658185442846277
"4685","PE(O-15:0/15:0)","NEG","H","2","O","15",785936.3125,"PE",-0.529906911111377
"4686","PE(O-15:0/15:1)_A","NEG","H","2","O","15",532825.1875,"PE",-0.634433504990781
"4687","PE(O-15:0/15:1)_B","NEG","H","2","O","15",458884.5313,"PE",-0.66496857112742
"4688","PE(O-16:0/15:1)","NEG","H","2","O","15",121473.5859,"PE",-0.804308226230654
"4689","PE(O-17:0/17:0)","NEG","H","2","O","15",830311.5,"PE",-0.511581413952234
"4690","PE(P-16:0/16:1)","NEG","H","2","O","15",588159.9375,"PE",-0.611582067936529
"4691","PE(13:0/15:0)","NEG","H","32","O","19",167237.9063,"PE",-0.78540906274024
"4692","PE(14:0/16:1);PE(15:0/15:1)_A","NEG","H","32","O","19",665100.75,"PE",-0.579808035637716
"4693","PE(14:0/16:1);PE(15:0/15:1)_B","NEG","H","32","O","19",896111.8125,"PE",-0.484408042802209
"4694","PE(14:1/15:0);PE(13:0/16:1)","NEG","H","32","O","19",90400.25781,"PE",-0.817140491686173
"4695","PE(15:0/15:0)","NEG","H","32","O","19",3060758.25,"PE",0.409519946593996
"4696","PE(15:0/16:0)","NEG","H","32","O","19",822958,"PE",-0.514618168295182
"4697","PE(15:0/16:1)_A","NEG","H","32","O","19",5362081,"PE",1.35989077077126
"4698","PE(15:0/16:1)_B","NEG","H","32","O","19",537604.625,"PE",-0.632459754044297
"4699","PE(15:0/17:0)","NEG","H","32","O","19",2677603,"PE",0.251289393869331
"4700","PE(15:0/17:1)","NEG","H","32","O","19",3299709.75,"PE",0.508199079711414
"4701","PE(15:0/17:1);PE(16:0/16:1)","NEG","H","32","O","19",2309177.5,"PE",0.09914174483448
"4702","PE(15:0/18:0);PE(16:0/17:0)","NEG","H","32","O","19",968255.625,"PE",-0.454615014186421
"4703","PE(15:1/16:1)_A","NEG","H","32","O","19",272915.0938,"PE",-0.741767849972013
"4704","PE(15:1/16:1)_B","NEG","H","32","O","19",120540.6719,"PE",-0.804693489117864
"4705","PE(15:1/17:1)","NEG","H","32","O","19",468164,"PE",-0.661136454873259
"4706","PE(16:0/17:0)","NEG","H","32","O","19",699569.9375,"PE",-0.565573391612625
"4707","PE(16:0/17:1)","NEG","H","32","O","19",2399905,"PE",0.136609226938215
"4708","PE(16:0/18:1);PE(15:0/19:1)","NEG","H","32","O","19",1810065.75,"PE",-0.106975039612228
"4709","PE(16:0/18:2);PE(16:1/18:1)","NEG","H","32","O","19",603155.0625,"PE",-0.605389573074654
"4710","PE(16:0/19:1)","NEG","H","32","O","19",2141310.25,"PE",0.0298180757685612
"4711","PE(16:1/16:1)","NEG","H","32","O","19",3301565,"PE",0.508965237118737
"4712","PE(16:1/17:0);PE(15:0/18:1)","NEG","H","32","O","19",2326017.25,"PE",0.106096009327124
"4713","PE(16:1/17:1)_A","NEG","H","32","O","19",1349350.625,"PE",-0.297235277146133
"4714","PE(16:1/17:1)_B","NEG","H","32","O","19",500261,"PE",-0.647881446490094
"4715","PE(16:1/18:1)","NEG","H","32","O","19",3070697.75,"PE",0.413624634129418
"4716","PE(16:1/18:2)","NEG","H","32","O","19",61481.48047,"PE",-0.829082998340146
"4717","PE(16:1/19:1)_B","NEG","H","32","O","19",482995.7188,"PE",-0.655011441413099
"4718","PE(17:0/17:0)","NEG","H","32","O","19",1905272.5,"PE",-0.0676577741548996
"4719","PE(17:0/18:1)","NEG","H","32","O","19",1552282.75,"PE",-0.213430964653114
"4720","PE(17:1/17:1)","NEG","H","32","O","19",562948.3125,"PE",-0.621993642249649
"4721","PE(17:1/18:1);PE(16:1/19:1)_A","NEG","H","32","O","19",1037386.375,"PE",-0.42606628157015
"4722","PE(17:1/19:1)","NEG","H","32","O","19",2256870,"PE",0.0775404627519681
"4723","PE(18:1/18:1)","NEG","H","32","O","19",8247943.5,"PE",2.55165734179535
"4724","PE(18:1/18:2)_A","NEG","H","32","O","19",358779.875,"PE",-0.706308511260464
"4725","PE(18:1/18:2)_B","NEG","H","32","O","19",3866232.25,"PE",0.742154293181563
"4726","PE(18:1/19:1)_A","NEG","H","32","O","19",1338883.875,"PE",-0.301557701640462
"4727","PE(18:1/19:1)_B","NEG","H","32","O","19",4159486,"PE",0.863258474713933
"4728","PE(18:2/18:2)","NEG","H","32","O","19",300758.8438,"PE",-0.730269294354082
"4729","PE(19:1/19:1)","NEG","H","32","O","19",3746552.5,"PE",0.692730481313007
"4730","PE(35:2)","NEG","H","32","O","19",1789833.75,"PE",-0.115330192106485
"4731","PE(36:1)","NEG","H","32","O","19",866076.875,"PE",-0.496811486997939
"4732","PE(O-15:0/15:0)","NEG","H","32","O","19",1697110,"PE",-0.153622059993467
"4733","PE(O-15:0/15:1)_A","NEG","H","32","O","19",959267.3125,"PE",-0.458326892478411
"4734","PE(O-15:0/15:1)_B","NEG","H","32","O","19",1126899.5,"PE",-0.389100296516149
"4735","PE(O-16:0/15:1)","NEG","H","32","O","19",804248.3125,"PE",-0.522344655650975
"4736","PE(O-17:0/17:0)","NEG","H","32","O","19",2088345.625,"PE",0.00794542261137607
"4737","PE(P-16:0/16:1)","NEG","H","32","O","19",770996.5,"PE",-0.536076563724718
"4738","PE(13:0/15:0)","NEG","H","4","O","06",229520.0625,"PE",-0.759688574764648
"4739","PE(14:0/16:1);PE(15:0/15:1)_A","NEG","H","4","O","06",1426963.25,"PE",-0.265183808316821
"4740","PE(14:0/16:1);PE(15:0/15:1)_B","NEG","H","4","O","06",983658.125,"PE",-0.448254286809355
"4741","PE(14:1/15:0);PE(13:0/16:1)","NEG","H","4","O","06",109910.3906,"PE",-0.809083446676106
"4742","PE(15:0/15:0)","NEG","H","4","O","06",4271857.5,"PE",0.909664219005574
"4743","PE(15:0/16:0)","NEG","H","4","O","06",961349,"PE",-0.457467223809575
"4744","PE(15:0/16:1)_A","NEG","H","4","O","06",10600000,"PE",3.52297954091605
"4745","PE(15:0/16:1)_B","NEG","H","4","O","06",911934.5,"PE",-0.477873791767636
"4746","PE(15:0/17:0)","NEG","H","4","O","06",2610582.5,"PE",0.223612125297693
"4747","PE(15:0/17:1)","NEG","H","4","O","06",6051985,"PE",1.64479849746156
"4748","PE(15:0/17:1);PE(16:0/16:1)","NEG","H","4","O","06",2937492.25,"PE",0.35861513108603
"4749","PE(15:0/18:0);PE(16:0/17:0)","NEG","H","4","O","06",334753.375,"PE",-0.7162306678146
"4750","PE(15:1/16:1)_A","NEG","H","4","O","06",426258.7813,"PE",-0.678441935920299
"4751","PE(15:1/16:1)_B","NEG","H","4","O","06",194953.6406,"PE",-0.773963373408151
"4752","PE(15:1/17:1)","NEG","H","4","O","06",387469.7188,"PE",-0.694460546650666
"4753","PE(16:0/17:0)","NEG","H","4","O","06",607683.1875,"PE",-0.60351960594891
"4754","PE(16:0/17:1)","NEG","H","4","O","06",3025015.75,"PE",0.394759466264517
"4755","PE(16:0/18:1);PE(15:0/19:1)","NEG","H","4","O","06",2411204,"PE",0.141275343389016
"4756","PE(16:0/18:2);PE(16:1/18:1)","NEG","H","4","O","06",1327338.75,"PE",-0.306325459644627
"4757","PE(16:0/19:1)","NEG","H","4","O","06",2331111.5,"PE",0.108199767511875
"4758","PE(16:1/16:1)","NEG","H","4","O","06",5326827.5,"PE",1.34533223140509
"4759","PE(16:1/17:0);PE(15:0/18:1)","NEG","H","4","O","06",3369025.75,"PE",0.536824314502436
"4760","PE(16:1/17:1)_A","NEG","H","4","O","06",2460455.5,"PE",0.161614597692641
"4761","PE(16:1/17:1)_B","NEG","H","4","O","06",610924.25,"PE",-0.602181153426622
"4762","PE(16:1/18:1)","NEG","H","4","O","06",3661472.5,"PE",0.657595231500263
"4763","PE(16:1/18:2)","NEG","H","4","O","06",250212.3281,"PE",-0.751143347671939
"4764","PE(16:1/19:1)_B","NEG","H","4","O","06",475823.75,"PE",-0.657973229323739
"4765","PE(17:0/17:0)","NEG","H","4","O","06",1791665.375,"PE",-0.114573791049383
"4766","PE(17:0/18:1)","NEG","H","4","O","06",1401758.125,"PE",-0.275592698343107
"4767","PE(17:1/17:1)","NEG","H","4","O","06",690253.0625,"PE",-0.569420955441951
"4768","PE(17:1/18:1);PE(16:1/19:1)_A","NEG","H","4","O","06",1337560.625,"PE",-0.302104160494655
"4769","PE(17:1/19:1)","NEG","H","4","O","06",3330929,"PE",0.521091606130273
"4770","PE(18:1/18:1)","NEG","H","4","O","06",8438824,"PE",2.63048472839481
"4771","PE(18:1/18:2)_A","NEG","H","4","O","06",1002932.625,"PE",-0.440294550414012
"4772","PE(18:1/18:2)_B","NEG","H","4","O","06",1747100.875,"PE",-0.132977468062547
"4773","PE(18:1/19:1)_A","NEG","H","4","O","06",1594536.375,"PE",-0.195981603230112
"4774","PE(18:1/19:1)_B","NEG","H","4","O","06",4405053,"PE",0.964669592376911
"4775","PE(18:2/18:2)","NEG","H","4","O","06",742881.9375,"PE",-0.54768695602389
"4776","PE(19:1/19:1)","NEG","H","4","O","06",3886333.5,"PE",0.75045545021375
"4777","PE(35:2)","NEG","H","4","O","06",2698519.25,"PE",0.259927119173702
"4778","PE(36:1)","NEG","H","4","O","06",750023.1875,"PE",-0.544737853970231
"4779","PE(O-15:0/15:0)","NEG","H","4","O","06",1817925.625,"PE",-0.10372916900078
"4780","PE(O-15:0/15:1)_A","NEG","H","4","O","06",1574818.375,"PE",-0.204124490580931
"4781","PE(O-15:0/15:1)_B","NEG","H","4","O","06",1335555.125,"PE",-0.30293236622455
"4782","PE(O-16:0/15:1)","NEG","H","4","O","06",236606.7969,"PE",-0.756761985865958
"4783","PE(O-17:0/17:0)","NEG","H","4","O","06",2559314,"PE",0.202439916141314
"4784","PE(P-16:0/16:1)","NEG","H","4","O","06",603554.0625,"PE",-0.605224799159806
"4785","PG(15:0/15:0)","NEG","H","17","O","22",122031.0938,"PG",-0.550485925901576
"4786","PG(15:0/16:0)_A","NEG","H","17","O","22",89812.99219,"PG",-0.612442179086016
"4787","PG(15:0/16:0)_B","NEG","H","17","O","22",290625.5313,"PG",-0.226274407119969
"4788","PG(15:0/16:1)_A","NEG","H","17","O","22",124012.4453,"PG",-0.546675735075706
"4789","PG(15:0/16:1)_B","NEG","H","17","O","22",108766.25,"PG",-0.575994567933724
"4790","PG(15:0/17:0)","NEG","H","17","O","22",168038.7969,"PG",-0.462011907903774
"4791","PG(15:0/17:1)","NEG","H","17","O","22",182025.6563,"PG",-0.43511481096332
"4792","PG(15:0/18:1);PG(16:1/17:0)","NEG","H","17","O","22",218425.9375,"PG",-0.365116116896503
"4793","PG(16:0/16:0)","NEG","H","17","O","22",69380.99219,"PG",-0.651733450197768
"4794","PG(16:0/16:1)","NEG","H","17","O","22",326403.5,"PG",-0.157472436288945
"4795","PG(16:0/17:0)","NEG","H","17","O","22",86624.41406,"PG",-0.618573898338504
"4796","PG(16:0/17:1)","NEG","H","17","O","22",135682.0781,"PG",-0.524234725574953
"4797","PG(16:0/18:1);PG(16:1/18:0)","NEG","H","17","O","22",884352,"PG",0.915477141818692
"4798","PG(16:0/19:1)","NEG","H","17","O","22",299480.7188,"PG",-0.209245649641117
"4799","PG(16:1/16:1)","NEG","H","17","O","22",181748.4844,"PG",-0.435647819786121
"4800","PG(16:1/18:1)","NEG","H","17","O","22",185316.8906,"PG",-0.428785681207369
"4801","PG(16:1/19:1);PG(17:1/18:1)","NEG","H","17","O","22",79913.48438,"PG",-0.631479191871627
"4802","PG(17:0/17:0)","NEG","H","17","O","22",194609.1406,"PG",-0.4109164410944
"4803","PG(17:0/17:1)","NEG","H","17","O","22",78571.9375,"PG",-0.634059021656827
"4804","PG(17:1/19:1)","NEG","H","17","O","22",124068.2109,"PG",-0.546568496366411
"4805","PG(18:0/18:1)","NEG","H","17","O","22",155563.3438,"PG",-0.486002530945769
"4806","PG(18:1/18:1)","NEG","H","17","O","22",930292.9375,"PG",1.00382276781911
