"","names(splitnn)","Pvalues","Standardized_Difference_Control_minus_Heated","Actual_Difference_Control_minus_Heated"
"335","TG(47:3).O",0.213879180903534,0.801611225764175,61496.66509
"336","TG(48:0).O",0.630018388022517,0.296746336034931,44297.06718
"337","TG(48:1).O",0.627987177653087,0.322996061798294,249809.816666666
"338","TG(48:2).O",0.622701678458045,0.330300056368758,534736.05
"339","TG(48:3).O",0.263299287949438,0.676949393159396,975020.15
"340","TG(49:1).O",0.989034785542813,0.00848317702281251,1073.75832999998
"341","TG(49:2).O",0.199691892386638,-0.8461800265331,-147231.157293333
"342","TG(50:1).O",0.783276176627797,-0.168644736347784,-44375.0979166667
"343","TG(50:2).O",0.621085705221864,-0.303842161676017,-217328.1625
"344","TG(50:3).O",0.8756546814581,0.0953063753091384,85703.4458333333
"345","TG(50:4).O",0.760096851970952,0.190654050294519,48463.8229033333
"346","TG(51:1).O",0.547935315606801,-0.371141680488729,-30768.20782
"347","TG(51:2).O",0.796107071384114,0.159863526440797,33288.0229166666
"348","TG(51:4).O",0.653555712121891,-0.276978305244604,-49893.6916533334
"349","TG(52:1).O",0.791533225523479,-0.176838658647898,-61532.78127
"350","TG(52:2).O",0.385989543512905,-0.585479262566894,-979444.033333333
"351","TG(52:3).O",0.666880789667265,-0.268660887018008,-466952.616666667
"352","TG(52:4).O",0.708379117325182,0.239445638507565,265251.033333333
"353","TG(52:5).O",0.298981608050806,0.632605136607431,156792.939583333
"354","TG(53:1).O",0.208036269980218,-0.890627646803849,-85213.8502783333
"355","TG(53:2).O",0.876413580367771,0.0987151633742899,11184.3020833334
"356","TG(53:3).O",0.708601596954851,0.236148781114985,32332.8458333332
"357","TG(53:4).O",0.0535056606151696,-1.14291993168799,-213935.329166667
"358","TG(53:5).O",0.0309999792527605,-1.21901721784269,-189399.168733333
"359","TG(53:6).O",0.351316890466319,-0.582999299229309,-241233.7203
"360","TG(54:1).O",0.687913573589425,0.258993028948781,74261.5427066667
"361","TG(54:2).O",0.973628673713252,-0.0235262232735247,-25693.5083333333
"362","TG(54:3).O",0.843766992330966,-0.139921123086925,-450476.6
"363","TG(54:4).O",0.883191045472753,-0.105729954778084,-217119.466666667
"364","TG(54:5).O",0.496751763744051,-0.474749451983766,-675410.616666665
"365","TG(54:6).O",0.974838017746215,-0.0197029004172857,-52676.4500000002
"366","TG(54:7).O",0.679784512946273,0.26207140232305,38484.3041733333
"367","TG(55:3).O",0.999984532302679,-1.21087945165151e-05,-0.731256666651461
"368","TG(56:1).O",0.671651973239473,0.28716270279616,7754.49300166665
"369","TG(56:2).O",0.691587768837847,0.281861048606082,29252.8145933333
"370","TG(56:3).O",0.840737551007241,-0.143045655625629,-21090.8989533333
"371","TG(56:5).O",0.117708097582436,-1.05237077410359,-54040.3208266667
"372","TG(56:6)_A.O",0.996324957241839,0.00300298016973577,313.908320000017
"373","TG(56:6)_B.O",0.568199220309033,-0.365261537129796,-26256.8916533334
"374","TG(56:7).O",0.497397135722608,0.442736356476555,28863.17293
"375","TG(56:8).O",0.19693460524288,-0.926284749215068,-44134.5813713333
"376","TG(58:1).O",0.507735381465008,-0.433010615474144,-6950.68919466667
"377","TG(58:11).O",0.321273764535606,0.636185590579024,35732.5343826667
"378","TG(58:2).O",0.454297457643002,0.489933997526927,47767.15732
"379","TG(58:3).O",0.977441908102487,0.019445135414581,681.944548333326
"380","TG(58:9).O",0.0308511184220516,-1.30746450829517,-48882.4557
"381","TG(59:2).O",0.659965648491655,0.279724509308035,7665.42448133332
"382","TG(59:3).O",0.376127086714335,-0.634754644823306,-8622.78151133333
"383","TG(60:2).O",0.671631928314134,-0.261347352203657,-16209.08777
"384","TG(60:3).O",0.225950813034277,-0.828205929552938,-30541.018003
