"","names(splitnn)","Pvalues","Standardized_Difference_Control_minus_Heated","Actual_Difference_Control_minus_Heated"
"118","PG(15:0/17:0).M",0.541215137616868,0.30860761403386,104533.942714
"119","PG(15:0/17:1).M",0.387711574070806,0.479105613949603,130517.113213667
"120","PG(15:0/18:1);PG(16:1/17:0).M",0.229548079465589,0.67989752698062,286770.970657333
"121","PG(16:0/16:0).M",0.429410550284353,0.437649666236215,86311.9581446667
"122","PG(16:0/16:1).M",0.376256679386476,0.484029191373966,356206.129422333
"123","PG(16:0/17:0).M",0.370589170446592,0.526099390903944,68257.5778312667
"124","PG(16:0/17:1).M",0.242960892171844,0.704428788656742,200247.028247
"125","PG(16:0/18:1);PG(16:1/18:0).M",0.589046434033427,0.27060713171004,448974.458273333
"126","PG(16:0/19:1).M",0.747199248752714,0.157504570781464,76421.555539
"127","PG(16:1/16:1).M",0.20607640083862,0.734513717163491,211076.961542667
"128","PG(16:1/18:1).M",0.313855999921305,0.564897594553224,220981.597781667
"129","PG(16:1/19:1);PG(17:1/18:1).M",0.253983469179527,0.634787147137145,89512.1094063333
"130","PG(17:0/17:0).M",0.385020815263643,0.488716311316417,149411.714321667
"131","PG(17:0/17:1).M",0.392727274480241,0.487278188006054,76262.5979373333
"132","PG(17:1/19:1).M",0.195370018551531,0.768980716403969,136568.003655
"133","PG(18:0/18:1).M",0.65013708702172,0.212069859325183,49892.8625226666
"134","PG(18:1/18:1).M",0.958705480204911,0.0240378141589053,42410.8332233333
"135","PG(18:1/19:1).M",0.349669557589748,0.486994709789124,213425.042713333
"136","PG(19:1/19:1).M",0.545987562447205,0.310146465014356,159721.232541667
"137","PI(15:0/15:0).M",0.223927117670094,0.827822089798216,257661.044639333
"138","PI(16:0/17:0).M",0.624615827512817,0.288078867326633,23051.2503422
"139","TG(46:2).M",0.00166073684007666,1.50335697103829,302519.459363333
"140","TG(46:3).M",0.0410000600369961,1.32154230973781,201751.81538
"141","TG(47:1).M",0.483442634581351,0.473981586757622,83477.7046833333
"142","TG(47:2).M",0.430053358612204,0.513513424482587,106779.136456667
"143","TG(47:3).M",0.0955821901994376,1.01766185698485,72375.4674573333
"144","TG(48:0).M",0.595748289402311,0.366919817752301,111512.356256667
"145","TG(48:1).M",0.032149407291223,1.32459526173148,1091627.99583333
"146","TG(48:2).M",0.536197254432478,0.296060775560295,1110292.85
"147","TG(48:3).M",0.791292509729572,0.125252553590735,293608.695833333
"148","TG(49:1).M",0.312505346679808,0.718040454095409,229992.19584
"149","TG(49:2).M",0.958509877847458,-0.035268032474683,-9470.37708333333
"150","TG(50:1).M",0.237245154713602,0.782948670964774,455679.933333333
"151","TG(50:2).M",0.145329427027782,0.721102765698874,1462933.38333333
"152","TG(50:3).M",0.0950895534857604,0.911022845214597,1554827.9
"153","TG(50:4).M",0.228458594140712,0.61779580813512,302400.164573333
"154","TG(51:1).M",0.294064861568932,0.704924621979213,117326.226033333
"155","TG(51:2).M",0.162994874986931,0.963381211256592,673183.989666667
"156","TG(51:4).M",0.128671080646915,1.06012390344617,369017.454136667
"157","TG(52:1).M",0.0625062549923922,1.15329835630462,323102.33436
"158","TG(52:2).M",0.143644366663446,0.75457163975501,1830405.85
"159","TG(52:3).M",0.0384417367639025,1.08125238536229,2447427.11666667
"160","TG(52:4).M",0.112463112386905,0.996774031662683,2296656.175
"161","TG(52:5).M",0.161215724678367,0.983388906304398,1336617.61875
"162","TG(53:1).M",0.232553616722929,0.770818396626248,73517.0630333333
"163","TG(53:2).M",0.127371849435241,0.994313904643674,259977.09999
"164","TG(53:3).M",0.147941477338836,0.965762385800068,402140.252083333
"165","TG(53:4).M",0.242965825604533,0.748682698982461,186022.97812
"166","TG(53:5).M",0.243970808684938,0.712086241159177,103746.40365
"167","TG(53:6).M",0.755359707251927,-0.176961905001854,-18775.0111843333
"168","TG(54:1).M",0.38318482771551,0.548317873244995,116586.93592
"169","TG(54:2).M",0.0365138479613253,1.02921246190529,1065968.43333333
"170","TG(54:3).M",0.433471867439131,0.377588174952575,1592382.1
"171","TG(54:4).M",0.445262975176874,0.335907563456402,1154263.56666667
"172","TG(54:5).M",0.146170452106701,0.696507460077958,2167966.01666667
"173","TG(54:6).M",0.0618579773532684,1.0789880111908,3853286.24166667
"174","TG(54:7).M",0.0541352765712793,1.16004819215083,278075.102063333
"175","TG(55:3).M",0.163367231358624,0.824982316914932,72082.21457
"176","TG(56:1).M",0.178168610855088,0.832972180687632,24628.4676996667
"177","TG(56:2).M",0.174894800230625,0.642144059410568,133896.715113333
"178","TG(56:3).M",0.137354495800341,0.727740975532998,239655.946336667
"179","TG(56:5).M",0.878242746878971,0.0877258304514793,38286.3140666668
"180","TG(56:6)_A.M",0.99706063655011,-0.00184071600263933,-1174.19063666661
"181","TG(56:6)_B.M",0.0281747901431109,1.14946384882233,167403.54059
"182","TG(56:7).M",0.0548270824853064,1.02964962140572,128665.081756667
"183","TG(56:8).M",0.626070491997279,0.342551000392796,117494.718483333
"184","TG(58:1).M",0.0636013962052724,1.09384407029113,23508.462368
"185","TG(58:11).M",0.66389416471393,-0.186025225159259,-95226.1265906667
"186","TG(58:2).M",0.173409713976351,0.6865801722103,81023.0406433333
"187","TG(58:3).M",0.385476136413484,0.406552669851857,43697.62656
"188","TG(58:9).M",0.465166048886469,0.441141175930426,35153.5671866667
"189","TG(59:2).M",0.0910311635845834,0.911256329466457,19905.1505266667
"190","TG(59:3).M",0.0102594974828257,1.15000719117882,21364.8138
"191","TG(60:2).M",0.209008610566892,0.681211748385195,48888.1606666667
"192","TG(60:3).M",0.244357702272558,0.611695320548932,54988.8682306666
"193","Cer(d18:0/16:0).O",0.811565552573067,-0.169291878802627,-55197.76771
"194","Cer(d18:1/16:0).O",0.617175349533815,-0.364276985877242,-83468.3749700001
"195","CoQ10.O",0.590610663374869,-0.364342820165326,-64271.8605166667
"196","CoQ8.O",0.109334528855966,0.949004637898453,139438.198953333
"197","CoQ9.O",0.11024917744782,1.02089986711887,142329.3625
"198","DG(16:0/17:0/0:0).O",0.737744527663367,-0.211478949685989,-14102.8083566666
"199","DG(16:0/18:1/0:0).O",0.504101962004985,0.419749360450283,60423.9895833334
"200","DG(16:0/18:2/0:0).O",0.140526082145018,0.882792571256074,449855.458323333
"201","DG(16:1/18:1/0:0)_A.O",0.140526082145018,0.882792571256074,449855.458323333
"202","DG(16:1/18:1/0:0)_B.O",0.281654407544135,0.652204428770669,68927.9458233333
"203","DG(17:0/0:0/17:0).O",0.203466104084316,0.765616805830415,59770.0729333333
"204","DG(18:1/0:0/18:1).O",0.816401258528194,0.148352766174605,90666.1812499999
"205","DG(18:1/18:2/0:0).O",0.0612068426461295,1.12753725586898,198510.16875
"206","DG(18:2/0:0/18:2).O",0.241518406823576,0.710964213778864,1139361.6125
"207","DGDG(14:0/18:1);DGDG(15:0/17:1).O",0.513610398989993,-0.407432031067346,-59524.7052
"208","DGDG(15:0/15:0).O",0.258087500461471,-0.761750262295153,-58193.3028666667
"209","DGDG(15:0/16:1).O",0.114488330757312,0.942493975142505,107663.80626
"210","DGDG(15:0/17:0).O",0.0913678206307429,-1.08607723735582,-221669.70885
"211","DGDG(15:0/18:1).O",0.762207367279861,-0.200867249450041,-20404.22501
"212","DGDG(15:0/19:1).O",0.232207664056979,-0.858601912684309,-89069.5518366667
"213","DGDG(18:1/18:1).O",0.167689960116676,0.828279959366043,172081.157283333
"214","DGDG(18:1/19:1).O",0.000971106341511571,1.67604851278457,182398.83751
"215","DGDG(19:1/19:1).O",0.906294309177134,0.0728201797661659,42126.7416666672
"216","DGTSA(14:0/18:3).O",0.0661965931974128,1.09733338241843,130712.899224333
"217","DGTSA(15:0/17:0).O",0.116562697561664,-1.03309471288829,-135630.874993333
"218","DGTSA(16:0/16:1)_A.O",0.508757037855929,-0.426454140600562,-69647.825
"219","DGTSA(16:0/16:1)_B.O",0.0575998739000951,1.10884833927835,3115165.5
"220","DGTSA(16:0/16:2).O",0.3785234289986,0.614216165437309,36869.9190266667
"221","DGTSA(16:0/18:1).O",0.592982502711916,0.348662129547955,738763.875
"222","DGTSA(16:0/18:2).O",0.330578414108372,0.598360759664068,2898382.41666667
"223","DGTSA(16:0/18:3)_A.O",0.565907982548411,0.402253950895277,194889.64799
"224","DGTSA(16:0/18:3)_B.O",0.171621297348401,0.825669957651226,225350.643877333
"225","DGTSA(16:0/18:4).O",0.0253658763102712,1.2777953720331,123113.046364667
"226","DGTSA(16:0/19:1);DGTSA(16:1/19:0).O",0.155304732894562,0.861418149372246,108081.548966667
"227","DGTSA(16:1/16:1).O",0.0405044347857937,1.17492357317529,1529501.09583333
"228","DGTSA(16:1/18:1)_A.O",0.173529338922364,0.93976661456264,749955.466666667
"229","DGTSA(16:1/18:1)_B.O",0.410595779624433,0.517766090640092,106540.573966667
"230","DGTSA(16:1/18:2).O",0.0531637162813164,1.13074589298813,385707.640611333
"231","DGTSA(17:0/17:0).O",0.496762657027955,-0.435514410786126,-132514.235416667
"232","DGTSA(17:0/19:0).O",0.0572419755727436,-1.20029159265297,-212575.415626667
"233","DGTSA(18:0/18:1).O",0.236456573386976,0.747173136865804,172934.66875
"234","DGTSA(18:0/18:2);DGTSA(18:1/18:1).O",0.210143069775702,0.756960466065972,820982.9249
"235","DGTSA(18:1/18:1).O",0.51486485920126,0.424461077610158,666983.133333333
"236","DGTSA(18:1/18:2).O",0.0516255528331588,1.1301847008557,953482.729156667
"237","DGTSA(35:0).O",0.0857645589454819,-1.07191664554773,-256964.762683333
"238","HexCer(d18:2/16:1)_A.O",0.0026961714351656,1.53081948702711,507007.458323333
"239","HexCer(d18:2/16:1)_B.O",0.00312430387376722,1.56500048326047,404240.252156667
"240","HexCer(d18:2/18:1).O",0.516728319559618,0.397503863771705,106137.45312
"241","HexCer(d34:3).O",0.178607213570331,0.816891760697408,116018.71565
"242","PC(0:0/18:1).O",0.472240917025347,0.491584875978251,63838.0849183333
"243","PC(15:0/16:1).O",0.14337900731398,0.928862208413479,193219.411454
"244","PC(16:0/18:2).O",0.0381911450645471,1.21795572621918,1605964.79166667
"245","PC(16:1/16:1).O",0.202134808094152,0.828404230712439,141072.502063333
"246","PC(16:1/18:1).O",0.0920381256772609,1.07703543506439,963217.833333333
"247","PC(17:1/19:1).O",0.95460885604449,0.0401899951710064,71315.8833333328
"248","PC(18:1/18:1)_A.O",0.432845214548077,0.528185258132194,50253.7614766666
"249","PC(18:1/18:1)_B.O",0.701054677107003,0.252705511692223,28923.1078266666
"250","PC(18:1/18:2)_A.O",0.0272300547193922,1.28741242404848,1332710.00833333
"251","PC(18:1/18:2)_B.O",0.011134711978461,-1.52487451593705,-1106284.05808333
"252","PC(18:1/19:1).O",0.648072907253691,-0.328847828564981,-519711.158333333
"253","PC(18:1/20:4).O",0.107294594986188,1.00919671491473,220008.60936
"254","PC(18:2/18:2).O",0.0356422682267983,1.19360593412319,3177733.825
"255","PC(19:1/0:0).O",0.0576810632701128,1.09768748770092,44470.9425863333
"256","PC(19:1/19:1).O",0.620070860862987,-0.339928748163166,-1756666.66666667
"257","PC(20:4/20:4).O",0.0727453590761685,1.04685950683866,202061.997392
"258","PE(13:0/15:0).O",0.245873876550716,0.702809140494101,84310.1523416667
"259","PE(14:0/16:1);PE(15:0/15:1)_A.O",0.606175684116191,-0.35216475230944,-144691.410416667
"260","PE(14:0/16:1);PE(15:0/15:1)_B.O",0.785387873609591,-0.178600530200244,-81752.7979166666
"261","PE(14:1/15:0);PE(13:0/16:1).O",0.230097773482893,0.725321443480594,38764.4834566667
"262","PE(15:0/15:0).O",0.251536900127952,-0.819357697901866,-1407851.34583333
"263","PE(15:0/16:0).O",0.827510149978164,-0.150037613118275,-81511.6906166667
"264","PE(15:0/16:1)_A.O",0.723773930414224,-0.246131314223025,-820175.091666667
"265","PE(15:0/16:1)_B.O",0.808073627827121,0.16257916946231,69137.4666733333
"266","PE(15:0/17:0).O",0.417354962531047,-0.587438598510829,-1122729.6395
"267","PE(15:0/17:1).O",0.489689210181842,-0.475309258787483,-957623.0125
"268","PE(15:0/17:1);PE(16:0/16:1).O",0.858404926521802,-0.126851114395051,-238405.666666667
"269","PE(15:0/18:0);PE(16:0/17:0).O",0.301151634763152,-0.764279894405247,-835446.606765
"270","PE(15:1/16:1)_A.O",0.692741624538002,-0.269929115169595,-41585.6476533333
"271","PE(15:1/16:1)_B.O",0.325435505016746,0.59770190193974,51532.50002
"272","PE(15:1/17:1).O",0.966050941726844,0.0265783475511234,13255.0228916667
"273","PE(16:0/17:0).O",0.437245386655745,-0.551949662207669,-310007.004693333
"274","PE(16:0/17:1).O",0.896662473818673,-0.0875009552146456,-167938.683333334
"275","PE(16:0/18:1);PE(15:0/19:1).O",0.571701592594191,-0.410411246276397,-640930.65
"276","PE(16:0/18:2);PE(16:1/18:1).O",0.0769467887645405,1.05342305586277,2828418.50208333
"277","PE(16:0/19:1).O",0.333080717495479,-0.678917215253093,-686289.02075
"278","PE(16:1/16:1).O",0.939402325478264,0.0505871982169957,94198.5875000004
"279","PE(16:1/17:0);PE(15:0/18:1).O",0.67737471704272,-0.292390573204228,-513780.254166666
"280","PE(16:1/17:1)_A.O",0.844909679507297,-0.133437475259717,-112200.545833333
"281","PE(16:1/17:1)_B.O",0.480225771758044,0.474825082723302,225783.76978
"282","PE(16:1/18:1).O",0.773998741577138,0.189152664477603,343754.4875
"283","PE(16:1/18:2).O",0.0729887681010156,1.06209529683265,287953.84818
"284","PE(16:1/19:1)_B.O",0.422551997593288,-0.579904857788483,-182293.002603333
"285","PE(17:0/17:0).O",0.502394167888228,-0.472298259827519,-597862.2375
"286","PE(17:0/18:1).O",0.499256288186464,-0.474207040505491,-466399.220843333
"287","PE(17:1/17:1).O",0.694149284813632,-0.260100526271042,-77792.8416500001
"288","PE(17:1/18:1);PE(16:1/19:1)_A.O",0.527694888426095,-0.418581658282899,-216904.557283333
"289","PE(17:1/19:1).O",0.887294661584654,0.0956972931275641,132482.454166667
"290","PE(18:1/18:1).O",0.474038923053001,-0.496769324078818,-2126634.43333333
"291","PE(18:1/18:2)_A.O",0.324816320932156,0.603448253302462,390401.11875
"292","PE(18:1/18:2)_B.O",0.234608139188106,-0.851639119931478,-1783787.10208333
"293","PE(18:1/19:1)_A.O",0.988280552660218,-0.00928836493421402,-6434.0811666667
"294","PE(18:1/19:1)_B.O",0.443894930923954,-0.521263041209561,-856343.583333333
"295","PE(18:2/18:2).O",0.0261597342260927,1.2878921645751,2248812.87290667
"296","PE(19:1/19:1).O",0.451892590982293,-0.499827525822666,-733927.020833333
"297","PE(35:2).O",0.556197499193312,0.375645375217917,460854.8625
"298","PE(36:1).O",0.454885027583327,-0.511738509583962,-193923.04791
"299","PE(O-15:0/15:0).O",0.382979364668909,-0.635176497268312,-895691.629083333
"300","PE(O-15:0/15:1)_A.O",0.546504823596573,-0.41886005055435,-331763.872916667
"301","PE(O-15:0/15:1)_B.O",0.354728500624626,-0.632179384723003,-416945.618253333
"302","PE(O-16:0/15:1).O",0.352220937774572,-0.614774937508189,-190998.917511333
"303","PE(O-17:0/17:0).O",0.152432937803474,-0.960025860975696,-823594.264593333
"304","PE(P-16:0/16:1).O",0.649382215728974,0.284092004427961,194720.135416667
"305","PG(15:0/15:0).O",0.314950153830518,0.613793253888784,154810.469766667
"306","PG(15:0/16:0)_A.O",0.691261509175892,0.259242005092115,36327.402862
"307","PG(15:0/16:0)_B.O",0.1252690633484,0.912960797906677,552531.924473333
"308","PG(15:0/16:1)_A.O",0.174833550889155,0.813660019878351,193133.431515333
"309","PG(15:0/16:1)_B.O",0.226109949781094,0.730965521538804,130451.832289
"310","PG(15:0/17:0).O",0.474458166178097,0.445896902855779,116069.4721
"311","PG(15:0/17:1).O",0.375006427803729,0.53937822732678,161542.608608667
"312","PG(15:0/18:1);PG(16:1/17:0).O",0.210647155463633,0.754065635981996,271748.483328333
"313","PG(16:0/16:0).O",0.271239296583149,0.671866341088661,132532.18243
"314","PG(16:0/16:1).O",0.23184195671502,0.726100036943373,407892.587493333
"315","PG(16:0/17:0).O",0.623512815149385,0.312229075756651,39387.809179
"316","PG(16:0/17:1).O",0.228459117775627,0.726839059181328,240285.291670667
"317","PG(16:0/18:1);PG(16:1/18:0).O",0.309396030632056,0.627073929869234,723465.561466666
"318","PG(16:0/19:1).O",0.472107297315233,0.453856644307877,158520.414836667
"319","PG(16:1/16:1).O",0.181350082350513,0.803938377789937,192073.428635
"320","PG(16:1/18:1).O",0.202339458990397,0.768435519991842,222413.047908333
"321","PG(16:1/19:1);PG(17:1/18:1).O",0.321693540373268,0.605043311156683,62176.26839
"322","PG(17:0/17:0).O",0.305350288905733,0.623332723292046,237383.580620333
"323","PG(17:0/17:1).O",0.430273812639505,0.489880478178748,57492.7218846667
"324","PG(17:1/19:1).O",0.328559296967841,0.600394879939884,99377.9787883334
"325","PG(18:0/18:1).O",0.401618660365592,0.522661776054275,83333.81001
"326","PG(18:1/18:1).O",0.781503168938944,0.186598096916314,204609.13855
"327","PG(18:1/19:1).O",0.118923406430904,0.925992376559822,370413.726806667
"328","PG(19:1/19:1).O",0.277099511740999,0.664381470098708,289480.965613333
"329","PI(15:0/15:0).O",0.123377368485794,0.916182303905128,304236.603103
"330","PI(16:0/17:0).O",0.0894041659287446,0.998374753031741,91574.5976202
"331","TG(46:2).O",0.314305720776952,0.654001144991532,108213.470823333
"332","TG(46:3).O",0.589296957446481,0.337988936128807,20444.7744766667
"333","TG(47:1).O",0.810024567686957,0.148037330207818,16060.64061
"334","TG(47:2).O",0.477941658945953,0.451466964425535,114729.983323333
